曜日,対象週売上,過去4週平均売上,売上差,対象週客数,過去4週平均客数,客数差,対象週1人単価,過去4週平均1人単価,1人単価差,客数要因寄与,客単価要因寄与,検算
月,309420.0,147560.0,161860.0,32,14.5,17.5,9669.375,11027.685185185186,-1358.3101851851861,181099.27662037036,-31580.711805555577,149518.56481481477
火,344440.0,161776.66666666666,182663.33333333334,33,16.0,17.0,10437.575757575758,9457.569815805111,980.005941770647,169108.7373737374,24010.145573380854,193118.88294711825
水,262050.0,274090.0,-12040.0,28,26.0,2.0,9358.92857142857,11707.793281653745,-2348.8647102251743,21066.721853082316,-63419.34717607971,-42352.625322997395
木,219480.0,202436.66666666666,17043.333333333343,23,18.666666666666668,4.333333333333332,9542.608695652174,11229.341463414634,-1686.7327677624598,45005.89201131141,-35140.26599505125,9865.626016260154
金,323680.0,231805.0,91875.0,34,24.25,9.75,9520.0,9246.019454123114,273.980545876886,91484.34483885019,7979.683398664305,99464.02823751449
土,57300.0,65920.0,-8620.0,8,8.0,0.0,7162.5,8943.703703703703,-1781.2037037037026,0.0,-14249.62962962962,-14249.62962962962
