year_week,category1,subtotal,quantity,構成比
2025-W52,しゃぶしゃぶ,55800.0,15,24.054834676897872
2025-W52,ビール・ノンアルコール,48150.0,59,20.75699443893607
2025-W52,ウィスキー・ジン・リキュール,28820.0,33,12.424020347458724
2025-W52,温菜・揚げ物,18760.0,16,8.087252661982152
2025-W52,飯物・〆,14850.0,12,6.401689873690564
2025-W52,ソフトドリンク,13350.0,24,5.755054532913738
2025-W52,前菜・一品,11270.0,10,4.858386860369875
2025-W52,果実酒,9980.0,11,4.302280467301807
2025-W52,サワー,9260.0,11,3.99189550372893
2025-W52,日本酒,6620.0,4,2.853817303961719
2025-W52,プレミア限定酒（日本酒）,5500.0,2,2.3709962495150236
2025-W52,焼酎,3550.0,5,1.5303703065051515
2025-W52,サービス,3000.0,14,1.2932706815536492
2025-W52,お茶割り,2010.0,3,0.8664913566409449
2025-W52,ワイン,1050.0,1,0.45264473854377724
2025-W52,松・飲み放題（コース内）,0.0,440,0.0
2025-W52,単品ドリンク,0.0,5,0.0
2025-W52,別天地コース,0.0,1443,0.0
2025-W52,しゃぶしゃぶセット,0.0,19,0.0
