"H.集計対象営業年月日","H.曜日","H.伝票発行日","H.伝票処理日","H.客数（合計）","H.小計","H.総商品数","D.商品カテゴリ1","D.商品カテゴリ2","D.商品","D.サブメニュー","D.価格","D.数量","D.オーダー日時","D.オーダーステータス"
"2026/03/31","火","2026/03/31 11:48:20","2026/03/31 12:41:39","2","7750","8","フード","おすすめ","00000003817:馬刺し","","1540","1","2026/03/31 11:52:45","20:配膳済"
"2026/03/31","火","2026/03/31 11:48:20","2026/03/31 12:41:39","2","7750","8","フード","おすすめ","00000004271:筍焼き","","770","1","2026/03/31 11:52:45","20:配膳済"
"2026/03/31","火","2026/03/31 11:48:20","2026/03/31 12:41:39","2","7750","8","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","1","2026/03/31 11:52:45","20:配膳済"
"2026/03/31","火","2026/03/31 11:48:20","2026/03/31 12:41:39","2","7750","8","ドリンク","サワー","00000003230:自家製レモンサワー","普通x1","900","1","2026/03/31 11:52:45","20:配膳済"
"2026/03/31","火","2026/03/31 11:48:20","2026/03/31 12:41:39","2","7750","8","ランチ","ランチ","00000004027:とり天定食","明太マヨx1 / 並盛x1","1100","1","2026/03/31 11:54:18","20:配膳済"
"2026/03/31","火","2026/03/31 11:48:20","2026/03/31 12:41:39","2","7750","8","ドリンク","サワー","00000000150:梅干しサワー","普通x1","770","1","2026/03/31 12:14:28","20:配膳済"
"2026/03/31","火","2026/03/31 11:48:20","2026/03/31 12:41:39","2","7750","8","ドリンク","ウイスキー","00000002250:メーカーズマーク","ロックx1","800","1","2026/03/31 12:16:17","20:配膳済"
"2026/03/31","火","2026/03/31 11:48:20","2026/03/31 12:41:39","2","7750","8","フード","揚げ物","00000000071:大和芋の磯辺揚","","1100","1","2026/03/31 12:17:16","20:配膳済"
"2026/03/31","火","2026/03/31 12:01:09","2026/03/31 12:49:39","1","1200","1","ランチ","ランチ","00000001786:サバ定食","並盛x1","1200","1","2026/03/31 12:01:26","20:配膳済"
"2026/03/31","火","2026/03/31 12:07:01","2026/03/31 12:49:06","1","2750","1","ランチ","ランチ","00000003820:鰻玉丼定食","並盛x1","2750","1","2026/03/31 12:08:35","20:配膳済"
"2026/03/31","火","2026/03/31 12:11:06","2026/03/31 12:42:33","1","1350","2","ランチ","ランチ","00000001786:サバ定食","並盛x1","1200","1","2026/03/31 12:11:52","20:配膳済"
"2026/03/31","火","2026/03/31 12:11:06","2026/03/31 12:42:33","1","1350","2","ランチ","サイドメニュー","00000004042:納豆","","150","1","2026/03/31 12:11:52","20:配膳済"
"2026/03/31","火","2026/03/31 12:20:27","2026/03/31 13:46:35","0","8800","2","出前館","鰻料理","00000004380:出前館うな重梅","","4400","1","2026/03/31 12:20:27","20:配膳済"
"2026/03/31","火","2026/03/31 12:20:27","2026/03/31 13:46:35","0","8800","2","出前館","鰻料理","00000004380:出前館うな重梅","","4400","1","2026/03/31 12:20:27","20:配膳済"
"2026/03/31","火","2026/03/31 12:33:12","2026/03/31 13:05:41","1","1200","1","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","1","2026/03/31 12:33:38","20:配膳済"
"2026/03/31","火","2026/03/31 12:58:53","2026/03/31 13:37:39","2","2900","2","ランチ","ランチ","00000004027:とり天定食","明太マヨx1 / 大盛りx1","1100","1","2026/03/31 12:59:38","20:配膳済"
"2026/03/31","火","2026/03/31 12:58:53","2026/03/31 13:37:39","2","2900","2","ランチ","ランチ","00000004029:カキフライ定食","並盛x1","1800","1","2026/03/31 12:59:38","20:配膳済"
"2026/03/31","火","2026/03/31 13:05:35","2026/03/31 13:32:46","1","1100","1","ランチ","ランチ","00000004027:とり天定食","明太マヨx1 / 並盛x1","1100","1","2026/03/31 13:06:21","20:配膳済"
"2026/03/31","火","2026/03/31 13:09:35","2026/03/31 13:27:40","1","1200","1","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","1","2026/03/31 13:09:53","20:配膳済"
"2026/03/31","火","2026/03/31 14:12:13","2026/03/31 17:56:24","0","4400","1","ウーバーイーツ","鰻料理","00000004086:uberうな重梅","","4400","1","2026/03/31 14:12:13","20:配膳済"
"2026/03/31","火","2026/03/31 15:03:01","2026/03/31 17:56:37","0","9200","2","ウーバーイーツ","鰻料理","00000004084:uberうな重松","","7700","1","2026/03/31 15:03:01","20:配膳済"
"2026/03/31","火","2026/03/31 15:03:01","2026/03/31 17:56:37","0","9200","2","ウーバーイーツ","揚げ物","00000004102:uber若鳥の唐揚げ","","1500","1","2026/03/31 15:03:01","20:配膳済"
"2026/03/31","火","2026/03/31 17:19:36","2026/03/31 17:59:13","1","6010","4","フード","鰻料理","00000002555:うな重 梅","並盛x1","4200","1","2026/03/31 17:21:22","20:配膳済"
"2026/03/31","火","2026/03/31 17:19:36","2026/03/31 17:59:13","1","6010","4","フード","鰻料理","00000002558:肝焼き","","600","1","2026/03/31 17:21:22","20:配膳済"
"2026/03/31","火","2026/03/31 17:19:36","2026/03/31 17:59:13","1","6010","4","フード","お通し","00000004006:お通し","","660","1","2026/03/31 17:21:50","20:配膳済"
"2026/03/31","火","2026/03/31 17:19:36","2026/03/31 17:59:13","1","6010","4","ドリンク","ソフトドリンク","00000001204:コーン茶","","550","1","2026/03/31 17:28:05","20:配膳済"
"2026/03/31","火","2026/03/31 19:25:58","2026/03/31 20:36:33","2","15010","7","フード","お通し","00000004006:お通し","","660","1","2026/03/31 19:25:58","20:配膳済"
"2026/03/31","火","2026/03/31 19:25:58","2026/03/31 20:36:33","2","15010","7","フード","お通し","00000004006:お通し","","0","0","2026/03/31 19:25:58","30:キャンセル済"
"2026/03/31","火","2026/03/31 19:25:58","2026/03/31 20:36:33","2","15010","7","ドリンク","ソフトドリンク","00000000046:緑茶","","550","1","2026/03/31 19:25:58","20:配膳済"
"2026/03/31","火","2026/03/31 19:25:58","2026/03/31 20:36:33","2","15010","7","ドリンク","ソフトドリンク","00000000046:緑茶","","550","1","2026/03/31 19:25:58","20:配膳済"
"2026/03/31","火","2026/03/31 19:25:58","2026/03/31 20:36:33","2","15010","7","フード","鰻料理","00000002554:うな重 竹","並盛x1","5800","1","2026/03/31 19:28:30","20:配膳済"
"2026/03/31","火","2026/03/31 19:25:58","2026/03/31 20:36:33","2","15010","7","フード","鰻料理","00000002554:うな重 竹","少なめx1","5800","1","2026/03/31 19:28:30","20:配膳済"
"2026/03/31","火","2026/03/31 19:25:58","2026/03/31 20:36:33","2","15010","7","フード","揚げ物","00000000069:若鳥のうまから揚げ","","1100","1","2026/03/31 19:28:30","20:配膳済"
"2026/03/31","火","2026/03/31 19:25:58","2026/03/31 20:36:33","2","15010","7","ドリンク","ソフトドリンク","00000000046:緑茶","","550","1","2026/03/31 20:07:50","20:配膳済"
"2026/03/31","火","2026/03/31 19:33:57","2026/03/31 20:52:51","0","11500","3","出前館","鰻料理","00000004380:出前館うな重梅","","4400","1","2026/03/31 19:33:57","20:配膳済"
"2026/03/31","火","2026/03/31 19:33:57","2026/03/31 20:52:51","0","11500","3","出前館","鰻料理","00000004379:出前館うな重竹","","6500","1","2026/03/31 19:33:57","20:配膳済"
"2026/03/31","火","2026/03/31 19:33:57","2026/03/31 20:52:51","0","11500","3","出前館","一品料理","00000004405:出前館白菜のお新香","","600","1","2026/03/31 19:33:57","20:配膳済"
"2026/03/31","火","2026/03/31 21:09:47","2026/03/31 21:11:29","0","4900","1","ウーバーイーツ","鰻料理","00000004087:uberうな重梅肝焼き","","4900","1","2026/03/31 21:09:47","20:配膳済"
"2026/04/01","水","2026/04/01 11:32:42","2026/04/01 12:38:07","10","27500","10","ランチ","ランチ","00000003820:鰻玉丼定食","並盛x1","2750","1","2026/04/01 11:32:42","20:配膳済"
"2026/04/01","水","2026/04/01 11:32:42","2026/04/01 12:38:07","10","27500","10","ランチ","ランチ","00000003820:鰻玉丼定食","並盛x1","2750","1","2026/04/01 11:32:42","20:配膳済"
"2026/04/01","水","2026/04/01 11:32:42","2026/04/01 12:38:07","10","27500","10","ランチ","ランチ","00000003820:鰻玉丼定食","並盛x1","2750","1","2026/04/01 11:32:42","20:配膳済"
"2026/04/01","水","2026/04/01 11:32:42","2026/04/01 12:38:07","10","27500","10","ランチ","ランチ","00000003820:鰻玉丼定食","並盛x1","2750","1","2026/04/01 11:32:42","20:配膳済"
"2026/04/01","水","2026/04/01 11:32:42","2026/04/01 12:38:07","10","27500","10","ランチ","ランチ","00000003820:鰻玉丼定食","並盛x1","2750","1","2026/04/01 11:32:42","20:配膳済"
"2026/04/01","水","2026/04/01 11:32:42","2026/04/01 12:38:07","10","27500","10","ランチ","ランチ","00000003820:鰻玉丼定食","並盛x1","2750","1","2026/04/01 11:32:42","20:配膳済"
"2026/04/01","水","2026/04/01 11:32:42","2026/04/01 12:38:07","10","27500","10","ランチ","ランチ","00000003820:鰻玉丼定食","並盛x1","2750","1","2026/04/01 11:32:42","20:配膳済"
"2026/04/01","水","2026/04/01 11:32:42","2026/04/01 12:38:07","10","27500","10","ランチ","ランチ","00000003820:鰻玉丼定食","並盛x1","2750","1","2026/04/01 11:32:42","20:配膳済"
"2026/04/01","水","2026/04/01 11:32:42","2026/04/01 12:38:07","10","27500","10","ランチ","ランチ","00000003820:鰻玉丼定食","並盛x1","2750","1","2026/04/01 11:32:42","20:配膳済"
"2026/04/01","水","2026/04/01 11:32:42","2026/04/01 12:38:07","10","27500","10","ランチ","ランチ","00000003820:鰻玉丼定食","並盛x1","2750","1","2026/04/01 11:32:42","20:配膳済"
"2026/04/01","水","2026/04/01 11:55:25","2026/04/01 12:14:32","1","1200","1","ランチ","ランチ","00000001786:サバ定食","大盛りx1","1200","1","2026/04/01 11:55:41","20:配膳済"
"2026/04/01","水","2026/04/01 11:55:43","2026/04/01 12:26:39","3","3400","3","ランチ","ランチ","00000004027:とり天定食","天つゆx1 / 少なめx1","1100","1","2026/04/01 11:56:39","20:配膳済"
"2026/04/01","水","2026/04/01 11:55:43","2026/04/01 12:26:39","3","3400","3","ランチ","ランチ","00000004027:とり天定食","天つゆx1 / 大盛りx1","1100","1","2026/04/01 11:56:39","20:配膳済"
"2026/04/01","水","2026/04/01 11:55:43","2026/04/01 12:26:39","3","3400","3","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","1","2026/04/01 11:56:39","20:配膳済"
"2026/04/01","水","2026/04/01 12:09:30","2026/04/01 12:27:25","1","1200","1","ランチ","ランチ","00000002484:豚しゃぶ定食","並盛x1","1200","1","2026/04/01 12:09:52","20:配膳済"
"2026/04/01","水","2026/04/01 12:11:48","2026/04/01 14:03:11","0","1200","1","ロケットナウ","お弁当","00000003826:ロケットとり天弁当","ユーリンチー風x1 / 並盛x1","1200","1","2026/04/01 12:11:48","20:配膳済"
"2026/04/01","水","2026/04/01 12:15:05","2026/04/01 14:03:19","0","1500","1","ロケットナウ","お弁当","00000003825:ロケットサバの一夜干し弁当","","1500","1","2026/04/01 12:15:05","20:配膳済"
"2026/04/01","水","2026/04/01 12:19:04","2026/04/01 12:47:28","1","1680","3","ランチ","ランチ","00000001786:サバ定食","並盛x1","1200","1","2026/04/01 12:19:43","20:配膳済"
"2026/04/01","水","2026/04/01 12:19:04","2026/04/01 12:47:28","1","1680","3","ランチ","サイドメニュー","00000004042:納豆","","150","1","2026/04/01 12:19:43","20:配膳済"
"2026/04/01","水","2026/04/01 12:19:04","2026/04/01 12:47:28","1","1680","3","ランチ","サイドメニュー","00000004044:サラダ","","330","1","2026/04/01 12:19:43","20:配膳済"
"2026/04/01","水","2026/04/01 12:21:09","2026/04/01 12:24:01","4","0","0","","","","","0","1"," ",""
"2026/04/01","水","2026/04/01 12:21:25","2026/04/01 12:24:01","4","0","0","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","0","0","2026/04/01 12:21:48","30:キャンセル済"
"2026/04/01","水","2026/04/01 12:21:25","2026/04/01 12:24:01","4","0","0","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","0","0","2026/04/01 12:21:48","30:キャンセル済"
"2026/04/01","水","2026/04/01 12:21:25","2026/04/01 12:24:01","4","0","0","ランチ","ランチ","00000003135:チキン南蛮定食","少なめx1","0","0","2026/04/01 12:21:48","30:キャンセル済"
"2026/04/01","水","2026/04/01 12:21:25","2026/04/01 12:24:01","4","0","0","ランチ","ランチ","00000004030:お刺身定食","大盛りx1","0","0","2026/04/01 12:21:48","30:キャンセル済"
"2026/04/01","水","2026/04/01 12:21:09","2026/04/01 12:51:32","4","5400","4","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","1","2026/04/01 12:21:48","20:配膳済"
"2026/04/01","水","2026/04/01 12:21:09","2026/04/01 12:51:32","4","5400","4","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","1","2026/04/01 12:21:48","20:配膳済"
"2026/04/01","水","2026/04/01 12:21:09","2026/04/01 12:51:32","4","5400","4","ランチ","ランチ","00000003135:チキン南蛮定食","少なめx1","1200","1","2026/04/01 12:21:48","20:配膳済"
"2026/04/01","水","2026/04/01 12:21:09","2026/04/01 12:51:32","4","5400","4","ランチ","ランチ","00000004030:お刺身定食","大盛りx1","1800","1","2026/04/01 12:21:48","20:配膳済"
"2026/04/01","水","2026/04/01 12:36:59","2026/04/01 13:19:56","2","0","0","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","0","0","2026/04/01 12:38:40","30:キャンセル済"
"2026/04/01","水","2026/04/01 12:36:59","2026/04/01 13:19:56","2","0","0","ランチ","ランチ","00000004027:とり天定食","天つゆx1 / 大盛りx1","0","0","2026/04/01 12:38:40","30:キャンセル済"
"2026/04/01","水","2026/04/01 12:37:13","2026/04/01 13:19:56","3","0","0","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","0","0","2026/04/01 12:37:55","30:キャンセル済"
"2026/04/01","水","2026/04/01 12:37:13","2026/04/01 13:19:56","3","0","0","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","0","0","2026/04/01 12:37:55","30:キャンセル済"
"2026/04/01","水","2026/04/01 12:37:13","2026/04/01 13:19:56","3","0","0","ランチ","ランチ","00000004028:しょうが焼き定食","大盛りx1","0","0","2026/04/01 12:37:55","30:キャンセル済"
"2026/04/01","水","2026/04/01 12:41:21","2026/04/01 13:20:59","6","19440","9","ランチ","ランチ","00000002567:うな重 梅 定食","少なめx1","3300","1","2026/04/01 12:41:21","20:配膳済"
"2026/04/01","水","2026/04/01 12:41:21","2026/04/01 13:20:59","6","19440","9","ランチ","ランチ","00000002567:うな重 梅 定食","並盛x1","3300","1","2026/04/01 12:41:21","20:配膳済"
"2026/04/01","水","2026/04/01 12:41:21","2026/04/01 13:20:59","6","19440","9","ランチ","ランチ","00000002566:うな重 竹 定食","並盛x1","4400","1","2026/04/01 12:41:21","20:配膳済"
"2026/04/01","水","2026/04/01 12:41:21","2026/04/01 13:20:59","6","19440","9","ランチ","ランチ","00000004029:カキフライ定食","並盛x1","1800","1","2026/04/01 12:41:21","20:配膳済"
"2026/04/01","水","2026/04/01 12:41:21","2026/04/01 13:20:59","6","19440","9","ランチ","ランチ","00000003820:鰻玉丼定食","並盛x1","2750","1","2026/04/01 12:41:21","20:配膳済"
"2026/04/01","水","2026/04/01 12:41:21","2026/04/01 13:20:59","6","19440","9","ランチ","ランチ","00000003311:エビフライ定食","並盛x1","1800","1","2026/04/01 12:41:21","20:配膳済"
"2026/04/01","水","2026/04/01 12:41:21","2026/04/01 13:20:59","6","19440","9","フード","一品料理","00000000135:お新香盛","","770","1","2026/04/01 12:46:52","20:配膳済"
"2026/04/01","水","2026/04/01 12:41:21","2026/04/01 13:20:59","6","19440","9","フード","一品料理","00000000135:お新香盛","","770","1","2026/04/01 12:46:52","20:配膳済"
"2026/04/01","水","2026/04/01 12:41:21","2026/04/01 13:20:59","6","19440","9","ランチ","ランチ単品","00000004038:ランチ肝焼き","","550","1","2026/04/01 12:46:52","20:配膳済"
"2026/04/01","水","2026/04/01 12:47:44","2026/04/01 13:11:27","1","1200","1","ランチ","ランチ","00000003135:チキン南蛮定食","並盛x1","1200","1","2026/04/01 12:47:44","20:配膳済"
"2026/04/01","水","2026/04/01 12:51:44","2026/04/01 13:40:55","2","3000","2","ランチ","ランチ","00000001786:サバ定食","並盛x1","1200","1","2026/04/01 12:52:18","20:配膳済"
"2026/04/01","水","2026/04/01 12:51:44","2026/04/01 13:40:55","2","3000","2","ランチ","ランチ","00000004029:カキフライ定食","並盛x1","1800","1","2026/04/01 12:52:18","20:配膳済"
"2026/04/01","水","2026/04/01 12:51:44","2026/04/01 13:39:41","2","1200","1","ランチ","ランチ","00000001786:サバ定食","並盛x1","1200","1","2026/04/01 12:52:18","20:配膳済"
"2026/04/01","水","2026/04/01 12:51:44","2026/04/01 13:40:55","2","1800","1","ランチ","ランチ","00000004029:カキフライ定食","並盛x1","1800","1","2026/04/01 12:52:18","20:配膳済"
"2026/04/01","水","2026/04/01 12:55:23","2026/04/01 13:21:46","1","1100","1","ランチ","ランチ","00000004027:とり天定食","天つゆx1 / 並盛x1","1100","1","2026/04/01 12:56:06","20:配膳済"
"2026/04/01","水","2026/04/01 13:08:57","2026/04/01 13:31:30","2","2400","2","ランチ","ランチ","00000001786:サバ定食","並盛x1","1200","1","2026/04/01 13:08:57","20:配膳済"
"2026/04/01","水","2026/04/01 13:08:57","2026/04/01 13:31:30","2","2400","2","ランチ","ランチ","00000003135:チキン南蛮定食","並盛x1","1200","1","2026/04/01 13:08:57","20:配膳済"
"2026/04/01","水","2026/04/01 13:09:12","2026/04/01 13:41:34","1","1200","1","ランチ","ランチ","00000003135:チキン南蛮定食","並盛x1","1200","1","2026/04/01 13:09:12","20:配膳済"
"2026/04/01","水","2026/04/01 12:36:59","2026/04/01 13:25:04","5","5900","5","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","1","2026/04/01 12:38:40","20:配膳済"
"2026/04/01","水","2026/04/01 12:36:59","2026/04/01 13:25:04","5","5900","5","ランチ","ランチ","00000004027:とり天定食","天つゆx1 / 大盛りx1","1100","1","2026/04/01 12:38:40","20:配膳済"
"2026/04/01","水","2026/04/01 12:36:59","2026/04/01 13:25:04","5","5900","5","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","1","2026/04/01 12:37:55","20:配膳済"
"2026/04/01","水","2026/04/01 12:36:59","2026/04/01 13:25:04","5","5900","5","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","1","2026/04/01 12:37:55","20:配膳済"
"2026/04/01","水","2026/04/01 12:36:59","2026/04/01 13:25:04","5","5900","5","ランチ","ランチ","00000004028:しょうが焼き定食","大盛りx1","1200","1","2026/04/01 12:37:55","20:配膳済"
"2026/04/01","水","2026/04/01 12:36:59","2026/04/01 13:23:14","5","1200","1","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","1","2026/04/01 12:38:40","20:配膳済"
"2026/04/01","水","2026/04/01 12:36:59","2026/04/01 13:23:47","5","1100","1","ランチ","ランチ","00000004027:とり天定食","天つゆx1 / 大盛りx1","1100","1","2026/04/01 12:38:40","20:配膳済"
"2026/04/01","水","2026/04/01 12:36:59","2026/04/01 13:24:11","5","1200","1","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","1","2026/04/01 12:37:55","20:配膳済"
"2026/04/01","水","2026/04/01 12:36:59","2026/04/01 13:24:45","5","1200","1","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","1","2026/04/01 12:37:55","20:配膳済"
"2026/04/01","水","2026/04/01 12:36:59","2026/04/01 13:25:04","5","1200","1","ランチ","ランチ","00000004028:しょうが焼き定食","大盛りx1","1200","1","2026/04/01 12:37:55","20:配膳済"
"2026/04/01","水","2026/04/01 17:34:07","2026/04/01 21:00:10","4","32090","14","コース","コース","00000004204:歓送迎会コース","","6000","1","2026/04/01 17:34:07","20:配膳済"
"2026/04/01","水","2026/04/01 17:34:07","2026/04/01 21:00:10","4","32090","14","コース","コース","00000004204:歓送迎会コース","","6000","1","2026/04/01 17:34:07","20:配膳済"
"2026/04/01","水","2026/04/01 17:34:07","2026/04/01 21:00:10","4","32090","14","コース","コース","00000004204:歓送迎会コース","","6000","1","2026/04/01 17:34:07","20:配膳済"
"2026/04/01","水","2026/04/01 17:34:07","2026/04/01 21:00:10","4","32090","14","コース","コース","00000004204:歓送迎会コース","","6000","1","2026/04/01 17:34:07","20:配膳済"
"2026/04/01","水","2026/04/01 17:34:07","2026/04/01 21:00:10","4","32090","14","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","1","2026/04/01 18:22:59","20:配膳済"
"2026/04/01","水","2026/04/01 17:34:07","2026/04/01 21:00:10","4","32090","14","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","1","2026/04/01 18:22:59","20:配膳済"
"2026/04/01","水","2026/04/01 17:34:07","2026/04/01 21:00:10","4","32090","14","ドリンク","ソフトドリンク","00000000045:ウーロン茶","","550","1","2026/04/01 18:22:59","20:配膳済"
"2026/04/01","水","2026/04/01 17:34:07","2026/04/01 21:00:10","4","32090","14","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","1","2026/04/01 18:52:58","20:配膳済"
"2026/04/01","水","2026/04/01 17:34:07","2026/04/01 21:00:10","4","32090","14","ドリンク","サワー","00000003230:自家製レモンサワー","普通x1","900","1","2026/04/01 18:53:44","20:配膳済"
"2026/04/01","水","2026/04/01 17:34:07","2026/04/01 21:00:10","4","32090","14","ドリンク","日本酒","00000000109:八海山","","880","1","2026/04/01 18:59:23","20:配膳済"
"2026/04/01","水","2026/04/01 17:34:07","2026/04/01 21:00:10","4","32090","14","ドリンク","サワー","00000003230:自家製レモンサワー","普通x1","900","1","2026/04/01 19:09:40","20:配膳済"
"2026/04/01","水","2026/04/01 17:34:07","2026/04/01 21:00:10","4","32090","14","ドリンク","ソフトドリンク","00000000045:ウーロン茶","","550","1","2026/04/01 19:39:52","20:配膳済"
"2026/04/01","水","2026/04/01 17:34:07","2026/04/01 21:00:10","4","32090","14","ドリンク","サワー","00000003230:自家製レモンサワー","普通x1","900","1","2026/04/01 19:43:53","20:配膳済"
"2026/04/01","水","2026/04/01 17:34:07","2026/04/01 21:00:10","4","32090","14","ドリンク","日本酒","00000002262:貴","","1100","1","2026/04/01 20:02:15","20:配膳済"
"2026/04/01","水","2026/04/01 18:37:19","2026/04/01 20:32:05","2","17090","14","フード","お通し","00000004006:お通し","","660","1","2026/04/01 18:37:19","20:配膳済"
"2026/04/01","水","2026/04/01 18:37:19","2026/04/01 20:32:05","2","17090","14","フード","お通し","00000004006:お通し","","660","1","2026/04/01 18:37:19","20:配膳済"
"2026/04/01","水","2026/04/01 18:37:19","2026/04/01 20:32:05","2","17090","14","ドリンク","サワー","00000000032:ウーロンハイ","普通x1","660","1","2026/04/01 18:37:19","20:配膳済"
"2026/04/01","水","2026/04/01 18:37:19","2026/04/01 20:32:05","2","17090","14","ドリンク","日本酒","00000004266:天明","","1320","1","2026/04/01 18:37:19","20:配膳済"
"2026/04/01","水","2026/04/01 18:37:19","2026/04/01 20:32:05","2","17090","14","フード","おすすめ","00000004268:ホタルイカ刺身","","660","1","2026/04/01 18:40:37","20:配膳済"
"2026/04/01","水","2026/04/01 18:37:19","2026/04/01 20:32:05","2","17090","14","フード","おすすめ","00000003771:ハラミ焼き","","1500","1","2026/04/01 18:40:37","20:配膳済"
"2026/04/01","水","2026/04/01 18:37:19","2026/04/01 20:32:05","2","17090","14","フード","おすすめ","00000004271:筍焼き","","770","1","2026/04/01 18:40:37","20:配膳済"
"2026/04/01","水","2026/04/01 18:37:19","2026/04/01 20:32:05","2","17090","14","フード","おすすめ","00000004245:アンコウ唐揚げ","","770","1","2026/04/01 18:40:37","20:配膳済"
"2026/04/01","水","2026/04/01 18:37:19","2026/04/01 20:32:05","2","17090","14","フード","お刺身","00000000056:本マグロ","1人前x1","2500","1","2026/04/01 18:54:29","20:配膳済"
"2026/04/01","水","2026/04/01 18:37:19","2026/04/01 20:32:05","2","17090","14","フード","ふぐ料理","00000000094:ふぐから揚げ","","4400","1","2026/04/01 19:12:20","20:配膳済"
"2026/04/01","水","2026/04/01 18:37:19","2026/04/01 20:32:05","2","17090","14","ドリンク","ワイン","00000003662:グラスワイン赤","","660","1","2026/04/01 19:14:53","20:配膳済"
"2026/04/01","水","2026/04/01 18:37:19","2026/04/01 20:32:05","2","17090","14","ドリンク","日本酒","00000000118:初孫","","1210","1","2026/04/01 20:01:57","20:配膳済"
"2026/04/01","水","2026/04/01 18:37:19","2026/04/01 20:32:05","2","17090","14","ドリンク","ワイン","00000003662:グラスワイン赤","","660","1","2026/04/01 20:02:04","20:配膳済"
"2026/04/01","水","2026/04/01 18:37:19","2026/04/01 20:32:05","2","17090","14","ドリンク","サワー","00000000032:ウーロンハイ","普通x1","660","1","2026/04/01 20:31:10","20:配膳済"
"2026/04/01","水","2026/04/01 18:40:51","2026/04/01 20:54:43","2","22960","13","フード","お通し","00000004006:お通し","","660","1","2026/04/01 18:41:48","20:配膳済"
"2026/04/01","水","2026/04/01 18:40:51","2026/04/01 20:54:43","2","22960","13","フード","お通し","00000004006:お通し","","660","1","2026/04/01 18:41:48","20:配膳済"
"2026/04/01","水","2026/04/01 18:40:51","2026/04/01 20:54:43","2","22960","13","ドリンク","ビール","00000002049:ハートランド","","900","1","2026/04/01 18:41:48","20:配膳済"
"2026/04/01","水","2026/04/01 18:40:51","2026/04/01 20:54:43","2","22960","13","フード","おすすめ","00000004271:筍焼き","","770","1","2026/04/01 18:41:48","20:配膳済"
"2026/04/01","水","2026/04/01 18:40:51","2026/04/01 20:54:43","2","22960","13","フード","おすすめ","00000004269:ホタルイカの酢味噌がけ","","0","0","2026/04/01 18:41:48","30:キャンセル済"
"2026/04/01","水","2026/04/01 18:40:51","2026/04/01 20:54:43","2","22960","13","フード","お刺身","00000001072:お刺身盛合せ","三点２人前x1","2200","1","2026/04/01 18:41:48","20:配膳済"
"2026/04/01","水","2026/04/01 18:40:51","2026/04/01 20:54:43","2","22960","13","フード","鰻料理","00000000287:ﾊｰﾌうなぎ蒲焼","","3600","1","2026/04/01 18:54:22","20:配膳済"
"2026/04/01","水","2026/04/01 18:40:51","2026/04/01 20:54:43","2","22960","13","フード","鰻料理","00000000288:ﾊｰﾌうなぎ白焼き","","3600","1","2026/04/01 18:54:22","20:配膳済"
"2026/04/01","水","2026/04/01 18:40:51","2026/04/01 20:54:43","2","22960","13","ドリンク","焼酎グラス","00000000034:しき焼酎（麦）グラス","水割りx1","660","1","2026/04/01 18:57:21","20:配膳済"
"2026/04/01","水","2026/04/01 18:40:51","2026/04/01 20:54:43","2","22960","13","ドリンク","ワイン","00000000275:ブリュット","","4000","1","2026/04/01 19:00:17","20:配膳済"
"2026/04/01","水","2026/04/01 18:40:51","2026/04/01 20:54:43","2","22960","13","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","1","2026/04/01 19:48:17","20:配膳済"
"2026/04/01","水","2026/04/01 18:40:51","2026/04/01 20:54:43","2","22960","13","フード","一品料理","00000000299:なすのお新香","","500","1","2026/04/01 20:09:31","20:配膳済"
"2026/04/01","水","2026/04/01 18:40:51","2026/04/01 20:54:43","2","22960","13","フード","おすすめ","00000003209:フライドポテト","明太マヨx1","440","1","2026/04/01 20:14:58","20:配膳済"
