"H.伝票番号","H.集計対象営業年月日","H.曜日","H.伝票発行日","H.伝票処理日","H.客数（合計）","H.小計","H.伝票金額","H.総商品数","D.商品カテゴリ1","D.商品カテゴリ2","D.商品","D.価格","D.オーダー日時","D.数量","D.オーダーステータス"
"No:202600100001469","2026/06/01","月","2026/06/01 11:04:27","2026/06/01 11:25:55","0","6600","6600","2","TO/出前","鰻料理","00000004053:TO)うな重 梅","0","2026/06/01 11:04:27","0","30:キャンセル済"
"No:202600100001469","2026/06/01","月","2026/06/01 11:04:27","2026/06/01 11:25:55","0","6600","6600","2","TO/出前","鰻料理","00000004053:TO)うな重 梅","0","2026/06/01 11:04:27","0","30:キャンセル済"
"No:202600100001469","2026/06/01","月","2026/06/01 11:04:27","2026/06/01 11:25:55","0","6600","6600","2","TO/出前","鰻料理","00000003666:TO)ランチうな重梅","3300","2026/06/01 11:06:06","1","20:配膳済"
"No:202600100001469","2026/06/01","月","2026/06/01 11:04:27","2026/06/01 11:25:55","0","6600","6600","2","TO/出前","鰻料理","00000003666:TO)ランチうな重梅","3300","2026/06/01 11:06:06","1","20:配膳済"
"No:202600100001470","2026/06/01","月","2026/06/01 11:32:17","2026/06/01 11:48:02","2","2300","2100","2","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/01 11:33:07","1","20:配膳済"
"No:202600100001470","2026/06/01","月","2026/06/01 11:32:17","2026/06/01 11:48:02","2","2300","2100","2","ランチ","ランチ","00000002484:豚しゃぶ定食","1200","2026/06/01 11:33:07","1","20:配膳済"
"No:202600100001471","2026/06/01","月","2026/06/01 11:35:04","2026/06/01 14:04:56","0","1500","1500","1","ロケットナウ","お弁当","00000003825:ロケットサバの一夜干し弁当","1500","2026/06/01 11:35:04","1","20:配膳済"
"No:202600100001472","2026/06/01","月","2026/06/01 11:41:39","2026/06/01 14:05:03","0","1200","1200","1","ロケットナウ","お弁当","00000003686:ロケット生姜焼き弁当","1200","2026/06/01 11:41:39","1","20:配膳済"
"No:202600100001473","2026/06/01","月","2026/06/01 11:43:52","2026/06/01 12:29:20","1","7720","7720","5","ランチ","ランチ","00000002566:うな重 竹 定食","4400","2026/06/01 11:43:52","1","20:配膳済"
"No:202600100001473","2026/06/01","月","2026/06/01 11:43:52","2026/06/01 12:29:20","1","7720","7720","5","ランチ","ランチ単品","00000004040:ランチ肝吸いへ変更","220","2026/06/01 11:43:52","1","20:配膳済"
"No:202600100001473","2026/06/01","月","2026/06/01 11:43:52","2026/06/01 12:29:20","1","7720","7720","5","フード","お刺身","00000001072:お刺身盛合せ","1320","2026/06/01 11:43:52","1","20:配膳済"
"No:202600100001473","2026/06/01","月","2026/06/01 11:43:52","2026/06/01 12:29:20","1","7720","7720","5","ドリンク","ビール","00000000013:黒ラベル 瓶","900","2026/06/01 11:44:04","1","20:配膳済"
"No:202600100001473","2026/06/01","月","2026/06/01 11:43:52","2026/06/01 12:29:20","1","7720","7720","5","ドリンク","日本酒","00000000109:八海山","880","2026/06/01 11:59:27","1","20:配膳済"
"No:202600100001474","2026/06/01","月","2026/06/01 11:50:12","2026/06/01 12:07:17","4","5300","5300","4","ランチ","ランチ","00000004028:しょうが焼き定食","1200","2026/06/01 11:50:12","1","20:配膳済"
"No:202600100001474","2026/06/01","月","2026/06/01 11:50:12","2026/06/01 12:07:17","4","5300","5300","4","ランチ","ランチ","00000004030:お刺身定食","1800","2026/06/01 11:50:12","1","20:配膳済"
"No:202600100001474","2026/06/01","月","2026/06/01 11:50:12","2026/06/01 12:07:17","4","5300","5300","4","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/01 11:50:12","1","20:配膳済"
"No:202600100001474","2026/06/01","月","2026/06/01 11:50:12","2026/06/01 12:07:17","4","5300","5300","4","ランチ","ランチ","00000003135:チキン南蛮定食","1200","2026/06/01 11:50:12","1","20:配膳済"
"No:202600100001474","2026/06/01","月","2026/06/01 11:50:12","2026/06/01 12:06:16","4","1200","1200","1","ランチ","ランチ","00000004028:しょうが焼き定食","1200","2026/06/01 11:50:12","1","20:配膳済"
"No:202600100001474","2026/06/01","月","2026/06/01 11:50:12","2026/06/01 12:06:43","4","1800","1800","1","ランチ","ランチ","00000004030:お刺身定食","1800","2026/06/01 11:50:12","1","20:配膳済"
"No:202600100001474","2026/06/01","月","2026/06/01 11:50:12","2026/06/01 12:07:06","4","1100","1100","1","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/01 11:50:12","1","20:配膳済"
"No:202600100001474","2026/06/01","月","2026/06/01 11:50:12","2026/06/01 12:07:17","4","1200","1200","1","ランチ","ランチ","00000003135:チキン南蛮定食","1200","2026/06/01 11:50:12","1","20:配膳済"
"No:202600100001475","2026/06/01","月","2026/06/01 11:52:06","2026/06/01 12:09:52","1","1200","1200","1","ランチ","ランチ","00000004028:しょうが焼き定食","1200","2026/06/01 11:52:06","1","20:配膳済"
"No:202600100001476","2026/06/01","月","2026/06/01 11:57:26","2026/06/01 12:46:56","1","4070","4070","3","ドリンク","サワー","00000000277:緑茶ハイ","660","2026/06/01 11:57:26","1","20:配膳済"
"No:202600100001476","2026/06/01","月","2026/06/01 11:57:26","2026/06/01 12:46:56","1","4070","4070","3","ランチ","ランチ","00000003820:鰻玉丼定食","2750","2026/06/01 11:59:02","1","20:配膳済"
"No:202600100001476","2026/06/01","月","2026/06/01 11:57:26","2026/06/01 12:46:56","1","4070","4070","3","ドリンク","サワー","00000000277:緑茶ハイ","660","2026/06/01 12:16:20","1","20:配膳済"
"No:202600100001477","2026/06/01","月","2026/06/01 11:58:08","2026/06/01 12:27:16","1","1100","1000","1","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/01 11:59:09","1","20:配膳済"
"No:202600100001478","2026/06/01","月","2026/06/01 12:01:26","2026/06/01 14:05:12","0","5000","5000","2","出前館","鰻料理","00000004380:出前館うな重梅","4400","2026/06/01 12:01:26","1","20:配膳済"
"No:202600100001478","2026/06/01","月","2026/06/01 12:01:26","2026/06/01 14:05:12","0","5000","5000","2","出前館","一品料理","00000004404:出前館きゅうりのお新香","600","2026/06/01 12:01:26","1","20:配膳済"
"No:202600100001479","2026/06/01","月","2026/06/01 12:08:53","2026/06/01 12:27:54","1","1800","1800","1","ランチ","ランチ","00000004030:お刺身定食","1800","2026/06/01 12:09:06","1","20:配膳済"
"No:202600100001480","2026/06/01","月","2026/06/01 12:10:59","2026/06/01 12:39:36","3","3400","3100","3","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/01 12:12:10","1","20:配膳済"
"No:202600100001480","2026/06/01","月","2026/06/01 12:10:59","2026/06/01 12:39:36","3","3400","3100","3","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/01 12:12:10","1","20:配膳済"
"No:202600100001480","2026/06/01","月","2026/06/01 12:10:59","2026/06/01 12:39:36","3","3400","3100","3","ランチ","ランチ","00000002484:豚しゃぶ定食","1200","2026/06/01 12:12:10","1","20:配膳済"
"No:202600100001480","2026/06/01","月","2026/06/01 12:10:59","2026/06/01 12:38:45","3","1100","1000","1","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/01 12:12:10","1","20:配膳済"
"No:202600100001480","2026/06/01","月","2026/06/01 12:10:59","2026/06/01 12:39:18","3","1100","1000","1","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/01 12:12:10","1","20:配膳済"
"No:202600100001480","2026/06/01","月","2026/06/01 12:10:59","2026/06/01 12:39:36","3","1200","1100","1","ランチ","ランチ","00000002484:豚しゃぶ定食","1200","2026/06/01 12:12:10","1","20:配膳済"
"No:202600100001481","2026/06/01","月","2026/06/01 12:14:08","2026/06/01 12:30:02","1","1200","1200","1","ランチ","ランチ","00000002484:豚しゃぶ定食","1200","2026/06/01 12:14:32","1","20:配膳済"
"No:202600100001482","2026/06/01","月","2026/06/01 12:17:45","2026/06/01 12:51:55","3","3500","3500","3","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/01 12:19:43","1","20:配膳済"
"No:202600100001482","2026/06/01","月","2026/06/01 12:17:45","2026/06/01 12:51:55","3","3500","3500","3","ランチ","ランチ","00000002484:豚しゃぶ定食","1200","2026/06/01 12:19:43","1","20:配膳済"
"No:202600100001482","2026/06/01","月","2026/06/01 12:17:45","2026/06/01 12:51:55","3","3500","3500","3","ランチ","ランチ","00000003135:チキン南蛮定食","1200","2026/06/01 12:19:43","1","20:配膳済"
"No:202600100001482","2026/06/01","月","2026/06/01 12:17:45","2026/06/01 12:51:10","3","1100","1100","1","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/01 12:19:43","1","20:配膳済"
"No:202600100001482","2026/06/01","月","2026/06/01 12:17:45","2026/06/01 12:51:55","3","2400","2400","2","ランチ","ランチ","00000002484:豚しゃぶ定食","1200","2026/06/01 12:19:43","1","20:配膳済"
"No:202600100001482","2026/06/01","月","2026/06/01 12:17:45","2026/06/01 12:51:55","3","2400","2400","2","ランチ","ランチ","00000003135:チキン南蛮定食","1200","2026/06/01 12:19:43","1","20:配膳済"
"No:202600100001483","2026/06/01","月","2026/06/01 12:20:09","2026/06/01 12:48:36","2","2200","2000","2","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/01 12:20:37","1","20:配膳済"
"No:202600100001483","2026/06/01","月","2026/06/01 12:20:09","2026/06/01 12:48:36","2","2200","2000","2","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/01 12:20:37","1","20:配膳済"
"No:202600100001484","2026/06/01","月","2026/06/01 12:23:21","2026/06/01 14:05:19","0","1400","1400","2","ロケットナウ","お弁当","00000003826:ロケットとり天弁当","1200","2026/06/01 12:23:21","1","20:配膳済"
"No:202600100001484","2026/06/01","月","2026/06/01 12:23:21","2026/06/01 14:05:19","0","1400","1400","2","ロケットナウ","鰻料理","00000003694:ロケット大盛り","200","2026/06/01 12:23:21","1","20:配膳済"
"No:202600100001485","2026/06/01","月","2026/06/01 12:31:58","2026/06/01 12:55:53","1","1200","1200","1","ランチ","ランチ","00000002484:豚しゃぶ定食","1200","2026/06/01 12:32:18","1","20:配膳済"
"No:202600100001486","2026/06/01","月","2026/06/01 12:34:03","2026/06/01 12:54:04","2","4550","4550","2","ランチ","ランチ","00000003820:鰻玉丼定食","2750","2026/06/01 12:34:03","1","20:配膳済"
"No:202600100001486","2026/06/01","月","2026/06/01 12:34:03","2026/06/01 12:54:04","2","4550","4550","2","ランチ","ランチ","00000003311:エビフライ定食","1800","2026/06/01 12:34:03","1","20:配膳済"
"No:202600100001487","2026/06/01","月","2026/06/01 12:34:09","2026/06/01 12:52:15","1","2350","2350","3","ランチ","ランチ","00000004030:お刺身定食","1800","2026/06/01 12:34:24","1","20:配膳済"
"No:202600100001487","2026/06/01","月","2026/06/01 12:34:09","2026/06/01 12:52:15","1","2350","2350","3","ドリンク","ソフトドリンク","00000000047:コーラ","550","2026/06/01 12:43:21","1","20:配膳済"
"No:202600100001487","2026/06/01","月","2026/06/01 12:34:09","2026/06/01 12:52:15","1","2350","2350","3","ドリンク","フリー","00000003161:1ドリンクサービス","0","2026/06/01 12:43:21","1","20:配膳済"
"No:202600100001488","2026/06/01","月","2026/06/01 12:42:28","2026/06/01 13:03:09","1","1200","1200","1","ランチ","ランチ","00000003135:チキン南蛮定食","1200","2026/06/01 12:42:28","1","20:配膳済"
"No:202600100001489","2026/06/01","月","2026/06/01 12:48:38","2026/06/01 13:32:46","4","7200","7200","4","ランチ","ランチ","00000004029:カキフライ定食","1800","2026/06/01 12:51:38","1","20:配膳済"
"No:202600100001489","2026/06/01","月","2026/06/01 12:48:38","2026/06/01 13:32:46","4","7200","7200","4","ランチ","ランチ","00000002463:海鮮丼","1800","2026/06/01 12:51:38","1","20:配膳済"
"No:202600100001489","2026/06/01","月","2026/06/01 12:48:38","2026/06/01 13:32:46","4","7200","7200","4","ランチ","ランチ","00000002463:海鮮丼","1800","2026/06/01 12:51:38","1","20:配膳済"
"No:202600100001489","2026/06/01","月","2026/06/01 12:48:38","2026/06/01 13:32:46","4","7200","7200","4","ランチ","ランチ","00000004031:とんかつ定食","1800","2026/06/01 12:51:38","1","20:配膳済"
"No:202600100001490","2026/06/01","月","2026/06/01 12:53:08","2026/06/01 13:36:46","1","4400","4400","1","ランチ","ランチ","00000002566:うな重 竹 定食","4400","2026/06/01 12:53:08","1","20:配膳済"
"No:202600100001491","2026/06/01","月","2026/06/01 12:59:45","2026/06/01 13:21:59","1","1500","1500","1","ランチ","ランチ","00000004034:穴子天丼定食","1500","2026/06/01 13:00:24","1","20:配膳済"
"No:202600100001492","2026/06/01","月","2026/06/01 13:13:39","2026/06/01 13:39:21","1","1500","1500","1","ランチ","ランチ","00000004034:穴子天丼定食","1500","2026/06/01 13:13:39","1","20:配膳済"
"No:202600100001493","2026/06/01","月","2026/06/01 17:51:57","2026/06/01 21:45:37","0","8000","8000","2","ウーバーイーツ","鰻料理","00000004085:uberうな重竹","6500","2026/06/01 17:51:57","1","20:配膳済"
"No:202600100001493","2026/06/01","月","2026/06/01 17:51:57","2026/06/01 21:45:37","0","8000","8000","2","ウーバーイーツ","一品料理","00000004108:uberトマトじゃこ","1500","2026/06/01 17:51:57","1","20:配膳済"
"No:202600100001494","2026/06/01","月","2026/06/01 18:23:16","2026/06/01 20:04:52","2","24090","24090","18","ドリンク","ワイン","00000003663:グラスワイン白","660","2026/06/01 18:23:16","1","20:配膳済"
"No:202600100001494","2026/06/01","月","2026/06/01 18:23:16","2026/06/01 20:04:52","2","24090","24090","18","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","2026/06/01 18:23:16","1","20:配膳済"
"No:202600100001494","2026/06/01","月","2026/06/01 18:23:16","2026/06/01 20:04:52","2","24090","24090","18","フード","お通し","00000004006:お通し","660","2026/06/01 18:23:16","1","20:配膳済"
"No:202600100001494","2026/06/01","月","2026/06/01 18:23:16","2026/06/01 20:04:52","2","24090","24090","18","フード","お通し","00000004006:お通し","660","2026/06/01 18:23:16","1","20:配膳済"
"No:202600100001494","2026/06/01","月","2026/06/01 18:23:16","2026/06/01 20:04:52","2","24090","24090","18","フード","おすすめ","00000004213:くじら","1650","2026/06/01 18:30:19","1","20:配膳済"
"No:202600100001494","2026/06/01","月","2026/06/01 18:23:16","2026/06/01 20:04:52","2","24090","24090","18","フード","揚げ物","00000000071:大和芋の磯辺揚","1100","2026/06/01 18:30:19","1","20:配膳済"
"No:202600100001494","2026/06/01","月","2026/06/01 18:23:16","2026/06/01 20:04:52","2","24090","24090","18","フード","一品料理","00000000085:ガツ刺し","1100","2026/06/01 18:30:19","1","20:配膳済"
"No:202600100001494","2026/06/01","月","2026/06/01 18:23:16","2026/06/01 20:04:52","2","24090","24090","18","フード","サラダ","00000003261:トマトじゃこ","1100","2026/06/01 18:30:19","1","20:配膳済"
"No:202600100001494","2026/06/01","月","2026/06/01 18:23:16","2026/06/01 20:04:52","2","24090","24090","18","フード","鰻料理","00000000288:ﾊｰﾌうなぎ白焼き","3600","2026/06/01 18:30:19","1","20:配膳済"
"No:202600100001494","2026/06/01","月","2026/06/01 18:23:16","2026/06/01 20:04:52","2","24090","24090","18","フード","鰻料理","00000002555:うな重 梅","4200","2026/06/01 18:40:23","1","20:配膳済"
"No:202600100001494","2026/06/01","月","2026/06/01 18:23:16","2026/06/01 20:04:52","2","24090","24090","18","フード","おすすめ","00000000125:肝わさ","1100","2026/06/01 18:40:23","1","20:配膳済"
"No:202600100001494","2026/06/01","月","2026/06/01 18:23:16","2026/06/01 20:04:52","2","24090","24090","18","ドリンク","ワイン","00000003663:グラスワイン白","660","2026/06/01 18:46:27","1","20:配膳済"
"No:202600100001494","2026/06/01","月","2026/06/01 18:23:16","2026/06/01 20:04:52","2","24090","24090","18","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","2026/06/01 18:46:27","1","20:配膳済"
"No:202600100001494","2026/06/01","月","2026/06/01 18:23:16","2026/06/01 20:04:52","2","24090","24090","18","ドリンク","日本酒","00000004411:常山","1650","2026/06/01 18:56:27","1","20:配膳済"
"No:202600100001494","2026/06/01","月","2026/06/01 18:23:16","2026/06/01 20:04:52","2","24090","24090","18","ドリンク","ワイン","00000003663:グラスワイン白","660","2026/06/01 19:07:02","1","20:配膳済"
"No:202600100001494","2026/06/01","月","2026/06/01 18:23:16","2026/06/01 20:04:52","2","24090","24090","18","フード","サラダ","00000003260:トマト玉ねぎ","1000","2026/06/01 19:23:09","1","20:配膳済"
"No:202600100001494","2026/06/01","月","2026/06/01 18:23:16","2026/06/01 20:04:52","2","24090","24090","18","ドリンク","日本酒","00000002262:貴","1100","2026/06/01 19:23:09","1","20:配膳済"
"No:202600100001494","2026/06/01","月","2026/06/01 18:23:16","2026/06/01 20:04:52","2","24090","24090","18","ドリンク","日本酒","00000004411:常山","1650","2026/06/01 19:38:52","1","20:配膳済"
"No:202600100001495","2026/06/01","月","2026/06/01 18:27:08","2026/06/01 21:45:45","0","1200","1200","1","ロケットナウ","お弁当","00000003686:ロケット生姜焼き弁当","1200","2026/06/01 18:27:08","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","ドリンク","サワー","00000003230:自家製レモンサワー","900","2026/06/01 18:32:27","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","2026/06/01 18:32:42","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","2026/06/01 18:32:42","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","フード","お通し","00000004006:お通し","660","2026/06/01 18:32:52","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","フード","お通し","00000004006:お通し","660","2026/06/01 18:32:52","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","フード","お通し","00000004006:お通し","660","2026/06/01 18:32:52","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","フード","鰻料理","00000002558:肝焼き","600","2026/06/01 18:35:05","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","フード","鰻料理","00000002558:肝焼き","600","2026/06/01 18:35:05","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","フード","鰻料理","00000002557:う巻 上","3000","2026/06/01 18:35:05","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","フード","サラダ","00000003261:トマトじゃこ","1100","2026/06/01 18:35:05","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","フード","一品料理","00000000300:きゅうりのお新香","500","2026/06/01 18:35:05","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","2026/06/01 18:49:11","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","ドリンク","プレミアムジン","00000000015:六ソーダ","800","2026/06/01 18:53:00","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","フード","おすすめ","00000003771:ハラミ焼き","1500","2026/06/01 19:04:23","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","フード","おすすめ","00000000899:骨せんべい","440","2026/06/01 19:04:23","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","フード","おすすめ","00000004424:稚鮎春巻き","770","2026/06/01 19:04:23","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","2026/06/01 19:08:06","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","ドリンク","ウイスキー","00000003245:角ハイボール","700","2026/06/01 19:08:06","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","ドリンク","サワー","00000004415:ゆずサワー","770","2026/06/01 19:18:19","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","ドリンク","焼酎グラス","00000003674:雲海","660","2026/06/01 19:27:34","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","2026/06/01 19:34:06","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","ドリンク","プレミアムジン","00000000015:六ソーダ","800","2026/06/01 19:48:50","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","ドリンク","ワイン","00000003662:グラスワイン赤","660","2026/06/01 19:49:11","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","2026/06/01 19:49:41","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","フード","鰻料理","00000002555:うな重 梅","4200","2026/06/01 20:06:25","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","フード","鰻料理","00000002555:うな重 梅","4200","2026/06/01 20:06:25","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","フード","鰻料理","00000002555:うな重 梅","4200","2026/06/01 20:06:25","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","フード","一品料理","00000000301:白菜のお新香","500","2026/06/01 20:08:11","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","フード","おすすめ","00000004428:皮付きヤングコーン焼き","770","2026/06/01 20:08:11","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","ドリンク","プレミアムジン","00000000015:六ソーダ","800","2026/06/01 20:16:31","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","2026/06/01 20:16:31","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","2026/06/01 20:50:53","1","20:配膳済"
"No:202600100001496","2026/06/01","月","2026/06/01 18:31:43","2026/06/01 21:22:57","3","37410","37410","33","ドリンク","プレミアムジン","00000000015:六ソーダ","800","2026/06/01 20:50:53","1","20:配膳済"
"No:202600100001497","2026/06/01","月","2026/06/01 20:15:18","2026/06/01 21:45:53","0","4900","4900","1","ウーバーイーツ","鰻料理","00000004087:uberうな重梅肝焼き","4900","2026/06/01 20:15:18","1","20:配膳済"
"No:202600100001498","2026/06/01","月","2026/06/01 20:38:19","2026/06/01 21:32:11","2","5000","5000","2","フード","一品料理","00000000083:マグロ納豆","0","2026/06/01 20:38:19","0","30:キャンセル済"
"No:202600100001498","2026/06/01","月","2026/06/01 20:38:19","2026/06/01 21:32:11","2","5000","5000","2","フード","揚げ物","00000000130:メヒカリの唐揚げ","0","2026/06/01 20:38:19","0","30:キャンセル済"
"No:202600100001498","2026/06/01","月","2026/06/01 20:38:19","2026/06/01 21:32:11","2","5000","5000","2","フード","一品料理","00000000144:ライス","0","2026/06/01 20:38:19","0","30:キャンセル済"
"No:202600100001498","2026/06/01","月","2026/06/01 20:38:19","2026/06/01 21:32:11","2","5000","5000","2","ランチ","ランチ","00000004029:カキフライ定食","0","2026/06/01 20:38:19","0","30:キャンセル済"
"No:202600100001498","2026/06/01","月","2026/06/01 20:38:19","2026/06/01 21:32:11","2","5000","5000","2","フード","一品料理","00000000082:マグロ山かけ","0","2026/06/01 20:38:19","0","30:キャンセル済"
"No:202600100001498","2026/06/01","月","2026/06/01 20:38:19","2026/06/01 21:32:11","2","5000","5000","2","フード","お通し","00000004006:お通し","0","2026/06/01 20:40:20","0","30:キャンセル済"
"No:202600100001498","2026/06/01","月","2026/06/01 20:38:19","2026/06/01 21:32:11","2","5000","5000","2","フード","お通し","00000004006:お通し","0","2026/06/01 20:40:20","0","30:キャンセル済"
"No:202600100001498","2026/06/01","月","2026/06/01 20:38:19","2026/06/01 21:32:11","2","5000","5000","2","ドリンク","ソフトドリンク","00000001165:ジンジャーエール","0","2026/06/01 20:40:20","0","30:キャンセル済"
"No:202600100001498","2026/06/01","月","2026/06/01 20:38:19","2026/06/01 21:32:11","2","5000","5000","2","ドリンク","ソフトドリンク","00000000047:コーラ","0","2026/06/01 20:40:20","0","30:キャンセル済"
"No:202600100001498","2026/06/01","月","2026/06/01 20:38:19","2026/06/01 21:32:11","2","5000","5000","2","ドリンク","サワー","00000003230:自家製レモンサワー","0","2026/06/01 20:40:20","0","30:キャンセル済"
"No:202600100001498","2026/06/01","月","2026/06/01 20:38:19","2026/06/01 21:32:11","2","5000","5000","2","ドリンク","サワー","00000000149:チューハイ","0","2026/06/01 20:40:20","0","30:キャンセル済"
"No:202600100001498","2026/06/01","月","2026/06/01 20:38:19","2026/06/01 21:32:11","2","5000","5000","2","フード","フリー","00000000104:フードフリー1","2500","2026/06/01 20:56:47","1","20:配膳済"
"No:202600100001498","2026/06/01","月","2026/06/01 20:38:19","2026/06/01 21:32:11","2","5000","5000","2","フード","フリー","00000000104:フードフリー1","2500","2026/06/01 20:56:47","1","20:配膳済"
"No:202600100001499","2026/06/01","月","2026/06/01 20:50:30","2026/06/01 21:36:19","1","8330","8330","3","フード","鰻料理","00000002553:うな重 松","6900","2026/06/01 20:52:21","1","20:配膳済"
"No:202600100001499","2026/06/01","月","2026/06/01 20:50:30","2026/06/01 21:36:19","1","8330","8330","3","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","2026/06/01 20:52:21","1","20:配膳済"
