"H.伝票番号","H.集計対象営業年月日","H.曜日","H.伝票発行日","H.伝票処理日","H.客数（合計）","H.小計","H.伝票金額","H.総商品数","D.商品カテゴリ1","D.商品カテゴリ2","D.商品","D.価格","D.オーダー日時","D.数量","D.オーダーステータス"
"No:202600100001545","2026/06/03","水","2026/06/03 18:28:46","2026/06/03 21:22:14","2","28920","28920","16","フード","鰻料理","00000002558:肝焼き","600","2026/06/03 18:33:05","1","20:配膳済"
"No:202600100001545","2026/06/03","水","2026/06/03 18:28:46","2026/06/03 21:22:14","2","28920","28920","16","フード","鰻料理","00000002558:肝焼き","600","2026/06/03 18:33:05","1","20:配膳済"
"No:202600100001545","2026/06/03","水","2026/06/03 18:28:46","2026/06/03 21:22:14","2","28920","28920","16","フード","おすすめ","00000004213:くじら","1650","2026/06/03 18:33:05","1","20:配膳済"
"No:202600100001545","2026/06/03","水","2026/06/03 18:28:46","2026/06/03 21:22:14","2","28920","28920","16","フード","お刺身","00000001072:お刺身盛合せ","2200","2026/06/03 18:33:05","1","20:配膳済"
"No:202600100001545","2026/06/03","水","2026/06/03 18:28:46","2026/06/03 21:22:14","2","28920","28920","16","フード","サラダ","00000003260:トマト玉ねぎ","1000","2026/06/03 18:33:05","1","20:配膳済"
"No:202600100001545","2026/06/03","水","2026/06/03 18:28:46","2026/06/03 21:22:14","2","28920","28920","16","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","2026/06/03 18:43:04","1","20:配膳済"
"No:202600100001545","2026/06/03","水","2026/06/03 18:28:46","2026/06/03 21:22:14","2","28920","28920","16","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","2026/06/03 18:43:04","1","20:配膳済"
"No:202600100001545","2026/06/03","水","2026/06/03 18:28:46","2026/06/03 21:22:14","2","28920","28920","16","ドリンク","日本酒","00000004411:常山","1650","2026/06/03 18:54:47","1","20:配膳済"
"No:202600100001545","2026/06/03","水","2026/06/03 18:28:46","2026/06/03 21:22:14","2","28920","28920","16","ドリンク","日本酒","00000004411:常山","1650","2026/06/03 19:40:46","1","20:配膳済"
"No:202600100001545","2026/06/03","水","2026/06/03 18:28:46","2026/06/03 21:22:14","2","28920","28920","16","ドリンク","日本酒","00000004423:七田","1210","2026/06/03 19:59:29","1","20:配膳済"
"No:202600100001545","2026/06/03","水","2026/06/03 18:28:46","2026/06/03 21:22:14","2","28920","28920","16","ドリンク","日本酒","00000002262:貴","1100","2026/06/03 20:31:36","1","20:配膳済"
"No:202600100001545","2026/06/03","水","2026/06/03 18:28:46","2026/06/03 21:22:14","2","28920","28920","16","フード","鰻料理","00000002555:うな重 梅","4200","2026/06/03 20:31:36","1","20:配膳済"
"No:202600100001545","2026/06/03","水","2026/06/03 18:28:46","2026/06/03 21:22:14","2","28920","28920","16","フード","鰻料理","00000002555:うな重 梅","4200","2026/06/03 20:31:36","1","20:配膳済"
"No:202600100001545","2026/06/03","水","2026/06/03 18:28:46","2026/06/03 21:22:14","2","28920","28920","16","フード","お通し","00000004006:お通し","660","2026/06/03 21:13:51","1","20:配膳済"
"No:202600100001545","2026/06/03","水","2026/06/03 18:28:46","2026/06/03 21:22:14","2","28920","28920","16","フード","お通し","00000004006:お通し","660","2026/06/03 21:13:51","1","20:配膳済"
"No:202600100001546","2026/06/03","水","2026/06/03 18:57:25","2026/06/03 19:10:52","0","10700","10700","3","ウーバーイーツ","鰻料理","00000004086:uberうな重梅","4400","2026/06/03 18:57:25","1","20:配膳済"
"No:202600100001546","2026/06/03","水","2026/06/03 18:57:25","2026/06/03 19:10:52","0","10700","10700","3","ウーバーイーツ","鰻料理","00000004086:uberうな重梅","4400","2026/06/03 18:57:25","1","20:配膳済"
"No:202600100001546","2026/06/03","水","2026/06/03 18:57:25","2026/06/03 19:10:52","0","10700","10700","3","ウーバーイーツ","サラダ","00000004096:uber大和芋のとろろサラダ","1900","2026/06/03 18:57:25","1","20:配膳済"
"No:202600100001547","2026/06/03","水","2026/06/03 19:00:52","2026/06/03 19:11:03","0","1500","1500","1","ロケットナウ","お弁当","00000003685:ロケットチキン南蛮弁当","1500","2026/06/03 19:00:52","1","20:配膳済"
"No:202600100001548","2026/06/03","水","2026/06/03 19:15:07","2026/06/03 19:44:40","2","6820","6820","4","フード","お通し","00000004006:お通し","660","2026/06/03 19:15:12","1","20:配膳済"
"No:202600100001548","2026/06/03","水","2026/06/03 19:15:07","2026/06/03 19:44:40","2","6820","6820","4","フード","お通し","00000004006:お通し","660","2026/06/03 19:15:12","1","20:配膳済"
"No:202600100001548","2026/06/03","水","2026/06/03 19:15:07","2026/06/03 19:44:40","2","6820","6820","4","フード","鰻料理","00000002555:うな重 梅","4200","2026/06/03 19:19:17","1","20:配膳済"
"No:202600100001548","2026/06/03","水","2026/06/03 19:15:07","2026/06/03 19:44:40","2","6820","6820","4","フード","焼き物","00000000068:サバの一夜干し","1300","2026/06/03 19:19:41","1","20:配膳済"
"No:202600100001549","2026/06/03","水","2026/06/03 19:47:19","2026/06/03 20:33:35","0","1500","1500","1","ロケットナウ","お弁当","00000003825:ロケットサバの一夜干し弁当","1500","2026/06/03 19:47:19","1","20:配膳済"
"No:202600100001549","2026/06/03","水","2026/06/03 19:47:19","2026/06/03 20:33:35","0","1500","1500","1","ウーバーイーツ","鰻料理","00000004086:uberうな重梅","0","2026/06/03 20:04:22","0","30:キャンセル済"
"No:202600100001549","2026/06/03","水","2026/06/03 19:47:19","2026/06/03 20:33:35","0","1500","1500","1","ウーバーイーツ","鰻料理","00000004092:uber大盛り","0","2026/06/03 20:04:22","0","30:キャンセル済"
"No:202600100001550","2026/06/03","水","2026/06/03 20:18:02","2026/06/03 20:33:43","0","4600","4600","2","ウーバーイーツ","鰻料理","00000004086:uberうな重梅","4400","2026/06/03 20:18:15","1","20:配膳済"
"No:202600100001550","2026/06/03","水","2026/06/03 20:18:02","2026/06/03 20:33:43","0","4600","4600","2","ウーバーイーツ","鰻料理","00000004092:uber大盛り","200","2026/06/03 20:18:15","1","20:配膳済"
"No:202600100001551","2026/06/03","水","2026/06/03 21:30:24","2026/06/03 21:30:52","0","1550","1550","3","ウーバーイーツ","鰻料理","00000004090:uber肝焼き","750","2026/06/03 21:30:45","1","20:配膳済"
"No:202600100001551","2026/06/03","水","2026/06/03 21:30:24","2026/06/03 21:30:52","0","1550","1550","3","ウーバーイーツ","鰻料理","00000004091:uber肝焼きプロモーション","0","2026/06/03 21:30:45","1","20:配膳済"
"No:202600100001551","2026/06/03","水","2026/06/03 21:30:24","2026/06/03 21:30:52","0","1550","1550","3","ウーバーイーツ","鰻料理","00000004203:骨せんべい","800","2026/06/03 21:30:45","1","20:配膳済"
"No:202600100001552","2026/06/04","木","2026/06/04 11:17:54","2026/06/04 14:00:46","0","6000","6000","1","TO/出前","鰻料理","00000004054:TO)うなぎ蒲焼","6000","2026/06/04 11:18:07","1","20:配膳済"
"No:202600100001553","2026/06/04","木","2026/06/04 11:31:47","2026/06/04 12:30:17","2","8970","8970","5","ランチ","ランチ","00000002567:うな重 梅 定食","3300","2026/06/04 11:34:47","1","20:配膳済"
"No:202600100001553","2026/06/04","木","2026/06/04 11:31:47","2026/06/04 12:30:17","2","8970","8970","5","ドリンク","ウイスキー","00000003245:角ハイボール","700","2026/06/04 11:34:47","1","20:配膳済"
"No:202600100001553","2026/06/04","木","2026/06/04 11:31:47","2026/06/04 12:30:17","2","8970","8970","5","ランチ","ランチ","00000002567:うな重 梅 定食","3300","2026/06/04 11:35:55","1","20:配膳済"
"No:202600100001553","2026/06/04","木","2026/06/04 11:31:47","2026/06/04 12:30:17","2","8970","8970","5","ドリンク","ビール","00000000012:スーパードライ 瓶","900","2026/06/04 11:35:55","1","20:配膳済"
"No:202600100001553","2026/06/04","木","2026/06/04 11:31:47","2026/06/04 12:30:17","2","8970","8970","5","フード","一品料理","00000000135:お新香盛","770","2026/06/04 11:39:18","1","20:配膳済"
"No:202600100001554","2026/06/04","木","2026/06/04 11:32:35","2026/06/04 12:02:32","2","3300","3300","2","ランチ","ランチ","00000004029:カキフライ定食","1800","2026/06/04 11:34:13","1","20:配膳済"
"No:202600100001554","2026/06/04","木","2026/06/04 11:32:35","2026/06/04 12:02:32","2","3300","3300","2","ランチ","ランチ","00000004034:穴子天丼定食","1500","2026/06/04 11:34:13","1","20:配膳済"
"No:202600100001555","2026/06/04","木","2026/06/04 11:33:15","2026/06/04 11:58:28","1","1200","1200","1","ランチ","ランチ","00000001786:サバ定食","1200","2026/06/04 11:33:46","1","20:配膳済"
"No:202600100001556","2026/06/04","木","2026/06/04 11:38:03","2026/06/04 12:19:22","3","3300","3000","3","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/04 11:39:38","1","20:配膳済"
"No:202600100001556","2026/06/04","木","2026/06/04 11:38:03","2026/06/04 12:19:22","3","3300","3000","3","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/04 11:39:38","1","20:配膳済"
"No:202600100001556","2026/06/04","木","2026/06/04 11:38:03","2026/06/04 12:19:22","3","3300","3000","3","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/04 11:39:38","1","20:配膳済"
"No:202600100001556","2026/06/04","木","2026/06/04 11:38:03","2026/06/04 12:18:04","3","1100","1000","1","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/04 11:39:38","1","20:配膳済"
"No:202600100001556","2026/06/04","木","2026/06/04 11:38:03","2026/06/04 12:18:35","3","1100","1000","1","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/04 11:39:38","1","20:配膳済"
"No:202600100001556","2026/06/04","木","2026/06/04 11:38:03","2026/06/04 12:19:22","3","1100","1000","1","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/04 11:39:38","1","20:配膳済"
"No:202600100001557","2026/06/04","木","2026/06/04 11:47:50","2026/06/04 12:16:08","2","2200","2000","2","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/04 11:50:29","1","20:配膳済"
"No:202600100001557","2026/06/04","木","2026/06/04 11:47:50","2026/06/04 12:16:08","2","2200","2000","2","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/04 11:50:29","1","20:配膳済"
"No:202600100001558","2026/06/04","木","2026/06/04 11:50:29","2026/06/04 12:07:51","1","1500","1500","1","ランチ","ランチ","00000004034:穴子天丼定食","1500","2026/06/04 11:51:16","1","20:配膳済"
"No:202600100001559","2026/06/04","木","2026/06/04 11:53:34","2026/06/04 12:10:24","1","1200","1200","1","ランチ","ランチ","00000003135:チキン南蛮定食","1200","2026/06/04 11:54:06","1","20:配膳済"
"No:202600100001560","2026/06/04","木","2026/06/04 12:16:09","2026/06/04 12:47:32","2","3000","3000","2","ランチ","ランチ","00000003135:チキン南蛮定食","1200","2026/06/04 12:16:29","1","20:配膳済"
"No:202600100001560","2026/06/04","木","2026/06/04 12:16:09","2026/06/04 12:47:32","2","3000","3000","2","ランチ","ランチ","00000004031:とんかつ定食","1800","2026/06/04 12:16:29","1","20:配膳済"
"No:202600100001561","2026/06/04","木","2026/06/04 12:20:14","2026/06/04 13:02:40","4","5030","5030","5","ランチ","ランチ","00000001786:サバ定食","1200","2026/06/04 12:21:03","1","20:配膳済"
"No:202600100001561","2026/06/04","木","2026/06/04 12:20:14","2026/06/04 13:02:40","4","5030","5030","5","ランチ","ランチ","00000003135:チキン南蛮定食","1200","2026/06/04 12:21:03","1","20:配膳済"
"No:202600100001561","2026/06/04","木","2026/06/04 12:20:14","2026/06/04 13:02:40","4","5030","5030","5","ランチ","ランチ","00000003135:チキン南蛮定食","1200","2026/06/04 12:21:03","1","20:配膳済"
"No:202600100001561","2026/06/04","木","2026/06/04 12:20:14","2026/06/04 13:02:40","4","5030","5030","5","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/04 12:28:14","1","20:配膳済"
"No:202600100001561","2026/06/04","木","2026/06/04 12:20:14","2026/06/04 13:02:40","4","5030","5030","5","ランチ","サイドメニュー","00000004045:トロロ","330","2026/06/04 12:47:24","1","20:配膳済"
"No:202600100001562","2026/06/04","木","2026/06/04 12:23:29","2026/06/04 12:38:55","1","1800","1800","1","ランチ","ランチ","00000002463:海鮮丼","1800","2026/06/04 12:23:29","1","20:配膳済"
"No:202600100001563","2026/06/04","木","2026/06/04 12:27:52","2026/06/04 13:13:28","4","6000","5700","4","ランチ","ランチ","00000002484:豚しゃぶ定食","1200","2026/06/04 12:29:38","1","20:配膳済"
"No:202600100001563","2026/06/04","木","2026/06/04 12:27:52","2026/06/04 13:13:28","4","6000","5700","4","ランチ","ランチ","00000004030:お刺身定食","1800","2026/06/04 12:29:38","1","20:配膳済"
"No:202600100001563","2026/06/04","木","2026/06/04 12:27:52","2026/06/04 13:13:28","4","6000","5700","4","ランチ","ランチ","00000002484:豚しゃぶ定食","1200","2026/06/04 12:29:38","1","20:配膳済"
"No:202600100001563","2026/06/04","木","2026/06/04 12:27:52","2026/06/04 13:13:28","4","6000","5700","4","ランチ","ランチ","00000004030:お刺身定食","1800","2026/06/04 12:29:38","1","20:配膳済"
"No:202600100001563","2026/06/04","木","2026/06/04 12:27:52","2026/06/04 13:12:04","4","1200","1100","1","ランチ","ランチ","00000002484:豚しゃぶ定食","1200","2026/06/04 12:29:38","1","20:配膳済"
"No:202600100001563","2026/06/04","木","2026/06/04 12:27:52","2026/06/04 13:12:19","4","1800","1800","1","ランチ","ランチ","00000004030:お刺身定食","1800","2026/06/04 12:29:38","1","20:配膳済"
"No:202600100001563","2026/06/04","木","2026/06/04 12:27:52","2026/06/04 13:13:05","4","1200","1100","1","ランチ","ランチ","00000002484:豚しゃぶ定食","1200","2026/06/04 12:29:38","1","20:配膳済"
"No:202600100001563","2026/06/04","木","2026/06/04 12:27:52","2026/06/04 13:13:28","4","1800","1700","1","ランチ","ランチ","00000004030:お刺身定食","1800","2026/06/04 12:29:38","1","20:配膳済"
"No:202600100001564","2026/06/04","木","2026/06/04 12:28:35","2026/06/04 13:08:24","5","6400","6200","5","ランチ","ランチ","00000004028:しょうが焼き定食","1200","2026/06/04 12:31:09","1","20:配膳済"
"No:202600100001564","2026/06/04","木","2026/06/04 12:28:35","2026/06/04 13:08:24","5","6400","6200","5","ランチ","ランチ","00000004031:とんかつ定食","1800","2026/06/04 12:31:09","1","20:配膳済"
"No:202600100001564","2026/06/04","木","2026/06/04 12:28:35","2026/06/04 13:08:24","5","6400","6200","5","ランチ","ランチ","00000002484:豚しゃぶ定食","1200","2026/06/04 12:31:09","1","20:配膳済"
"No:202600100001564","2026/06/04","木","2026/06/04 12:28:35","2026/06/04 13:08:24","5","6400","6200","5","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/04 12:31:09","1","20:配膳済"
"No:202600100001564","2026/06/04","木","2026/06/04 12:28:35","2026/06/04 13:08:24","5","6400","6200","5","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/04 12:31:09","1","20:配膳済"
"No:202600100001564","2026/06/04","木","2026/06/04 12:28:35","2026/06/04 13:06:38","5","3000","2900","2","ランチ","ランチ","00000004028:しょうが焼き定食","1200","2026/06/04 12:31:09","1","20:配膳済"
"No:202600100001564","2026/06/04","木","2026/06/04 12:28:35","2026/06/04 13:06:38","5","3000","2900","2","ランチ","ランチ","00000004031:とんかつ定食","1800","2026/06/04 12:31:09","1","20:配膳済"
"No:202600100001564","2026/06/04","木","2026/06/04 12:28:35","2026/06/04 13:07:06","5","1200","1100","1","ランチ","ランチ","00000002484:豚しゃぶ定食","1200","2026/06/04 12:31:09","1","20:配膳済"
"No:202600100001564","2026/06/04","木","2026/06/04 12:28:35","2026/06/04 13:07:24","5","1100","1100","1","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/04 12:31:09","1","20:配膳済"
"No:202600100001564","2026/06/04","木","2026/06/04 12:28:35","2026/06/04 13:08:24","5","1100","1100","1","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/04 12:31:09","1","20:配膳済"
"No:202600100001565","2026/06/04","木","2026/06/04 12:51:51","2026/06/04 13:16:02","1","1100","1100","1","ランチ","ランチ","00000001786:サバ定食","0","2026/06/04 12:51:51","0","30:キャンセル済"
"No:202600100001565","2026/06/04","木","2026/06/04 12:51:51","2026/06/04 13:16:02","1","1100","1100","1","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/04 12:54:47","1","20:配膳済"
"No:202600100001566","2026/06/04","木","2026/06/04 12:54:05","2026/06/04 13:19:27","1","1200","1200","1","ランチ","ランチ","00000001786:サバ定食","1200","2026/06/04 12:56:09","1","20:配膳済"
"No:202600100001567","2026/06/04","木","2026/06/04 12:55:59","2026/06/04 13:18:59","1","1200","1200","1","ランチ","ランチ","00000001786:サバ定食","1200","2026/06/04 12:56:11","1","20:配膳済"
"No:202600100001568","2026/06/04","木","2026/06/04 13:02:48","2026/06/04 13:32:47","1","2750","2750","1","ランチ","ランチ","00000003820:鰻玉丼定食","2750","2026/06/04 13:02:48","1","20:配膳済"
"No:202600100001569","2026/06/04","木","2026/06/04 18:58:35","2026/06/04 19:39:21","0","6300","6300","3","ロケットナウ","鰻料理","00000003695:ロケットタレ","300","2026/06/04 18:58:35","1","20:配膳済"
"No:202600100001569","2026/06/04","木","2026/06/04 18:58:35","2026/06/04 19:39:21","0","6300","6300","3","ロケットナウ","鰻料理","00000003688:ロケットうな重竹","5800","2026/06/04 18:58:35","1","20:配膳済"
"No:202600100001569","2026/06/04","木","2026/06/04 18:58:35","2026/06/04 19:39:21","0","6300","6300","3","ロケットナウ","鰻料理","00000003694:ロケット大盛り","200","2026/06/04 18:58:35","1","20:配膳済"
"No:202600100001570","2026/06/04","木","2026/06/04 19:09:39","2026/06/04 20:06:35","2","13730","13730","8","フード","揚げ物","00000000069:若鳥のうまから揚げ","880","2026/06/04 19:09:39","1","20:配膳済"
"No:202600100001570","2026/06/04","木","2026/06/04 19:09:39","2026/06/04 20:06:35","2","13730","13730","8","フード","鰻料理","00000002555:うな重 梅","4200","2026/06/04 19:09:39","1","20:配膳済"
"No:202600100001570","2026/06/04","木","2026/06/04 19:09:39","2026/06/04 20:06:35","2","13730","13730","8","フード","鰻料理","00000002555:うな重 梅","4200","2026/06/04 19:09:39","1","20:配膳済"
"No:202600100001570","2026/06/04","木","2026/06/04 19:09:39","2026/06/04 20:06:35","2","13730","13730","8","フード","サラダ","00000003261:トマトじゃこ","1100","2026/06/04 19:09:39","1","20:配膳済"
"No:202600100001570","2026/06/04","木","2026/06/04 19:09:39","2026/06/04 20:06:35","2","13730","13730","8","ドリンク","ウイスキー","00000002192:白州","1430","2026/06/04 19:09:39","1","20:配膳済"
"No:202600100001570","2026/06/04","木","2026/06/04 19:09:39","2026/06/04 20:06:35","2","13730","13730","8","ドリンク","ビール","00000000014:オールフリー","600","2026/06/04 19:09:39","1","20:配膳済"
"No:202600100001570","2026/06/04","木","2026/06/04 19:09:39","2026/06/04 20:06:35","2","13730","13730","8","フード","お通し","00000004006:お通し","660","2026/06/04 19:09:47","1","20:配膳済"
"No:202600100001570","2026/06/04","木","2026/06/04 19:09:39","2026/06/04 20:06:35","2","13730","13730","8","フード","お通し","00000004006:お通し","660","2026/06/04 19:09:47","1","20:配膳済"
"No:202600100001571","2026/06/04","木","2026/06/04 19:31:49","2026/06/04 20:54:01","0","35600","35600","7","ウーバーイーツ","鰻料理","00000004084:uberうな重松","7700","2026/06/04 19:31:49","1","20:配膳済"
"No:202600100001571","2026/06/04","木","2026/06/04 19:31:49","2026/06/04 20:54:01","0","35600","35600","7","ウーバーイーツ","鰻料理","00000004084:uberうな重松","7700","2026/06/04 19:31:49","1","20:配膳済"
"No:202600100001571","2026/06/04","木","2026/06/04 19:31:49","2026/06/04 20:54:01","0","35600","35600","7","ウーバーイーツ","鰻料理","00000004084:uberうな重松","7700","2026/06/04 19:31:49","1","20:配膳済"
"No:202600100001571","2026/06/04","木","2026/06/04 19:31:49","2026/06/04 20:54:01","0","35600","35600","7","ウーバーイーツ","鰻料理","00000004084:uberうな重松","7700","2026/06/04 19:31:49","1","20:配膳済"
"No:202600100001571","2026/06/04","木","2026/06/04 19:31:49","2026/06/04 20:54:01","0","35600","35600","7","ウーバーイーツ","サラダ","00000004096:uber大和芋のとろろサラダ","1900","2026/06/04 19:31:49","1","20:配膳済"
"No:202600100001571","2026/06/04","木","2026/06/04 19:31:49","2026/06/04 20:54:01","0","35600","35600","7","ウーバーイーツ","一品料理","00000004108:uberトマトじゃこ","1500","2026/06/04 19:31:49","1","20:配膳済"
"No:202600100001571","2026/06/04","木","2026/06/04 19:31:49","2026/06/04 20:54:01","0","35600","35600","7","ウーバーイーツ","一品料理","00000004109:uberトマト玉ねぎ","1400","2026/06/04 19:31:49","1","20:配膳済"
"No:202600100001572","2026/06/04","木","2026/06/04 19:40:55","2026/06/04 20:53:50","0","1400","1400","2","ロケットナウ","お弁当","00000003686:ロケット生姜焼き弁当","1200","2026/06/04 19:40:55","1","20:配膳済"
"No:202600100001572","2026/06/04","木","2026/06/04 19:40:55","2026/06/04 20:53:50","0","1400","1400","2","ロケットナウ","鰻料理","00000003694:ロケット大盛り","200","2026/06/04 19:40:55","1","20:配膳済"
"No:202600100001573","2026/06/04","木","2026/06/04 19:52:52","2026/06/04 20:45:12","2","10820","10820","5","フード","鰻料理","00000002555:うな重 梅","4200","2026/06/04 19:58:04","1","20:配膳済"
"No:202600100001573","2026/06/04","木","2026/06/04 19:52:52","2026/06/04 20:45:12","2","10820","10820","5","フード","鰻料理","00000002555:うな重 梅","4200","2026/06/04 19:58:04","1","20:配膳済"
"No:202600100001573","2026/06/04","木","2026/06/04 19:52:52","2026/06/04 20:45:12","2","10820","10820","5","フード","サラダ","00000003261:トマトじゃこ","1100","2026/06/04 19:58:04","1","20:配膳済"
"No:202600100001573","2026/06/04","木","2026/06/04 19:52:52","2026/06/04 20:45:12","2","10820","10820","5","フード","お通し","00000004006:お通し","660","2026/06/04 20:39:38","1","20:配膳済"
"No:202600100001573","2026/06/04","木","2026/06/04 19:52:52","2026/06/04 20:45:12","2","10820","10820","5","フード","お通し","00000004006:お通し","660","2026/06/04 20:39:38","1","20:配膳済"
"No:202600100001574","2026/06/04","木","2026/06/04 19:55:27","2026/06/04 20:54:08","0","1500","1500","2","ロケットナウ","お弁当","00000003802:ロケット唐揚げ弁当","1300","2026/06/04 19:55:27","1","20:配膳済"
"No:202600100001574","2026/06/04","木","2026/06/04 19:55:27","2026/06/04 20:54:08","0","1500","1500","2","ロケットナウ","鰻料理","00000003694:ロケット大盛り","200","2026/06/04 19:55:27","1","20:配膳済"
"No:202600100001575","2026/06/04","木","2026/06/04 20:15:27","2026/06/04 21:43:55","3","22130","22130","9","フード","鰻料理","00000002553:うな重 松","6900","2026/06/04 20:15:27","1","20:配膳済"
"No:202600100001575","2026/06/04","木","2026/06/04 20:15:27","2026/06/04 21:43:55","3","22130","22130","9","フード","鰻料理","00000002554:うな重 竹","5800","2026/06/04 20:15:27","1","20:配膳済"
"No:202600100001575","2026/06/04","木","2026/06/04 20:15:27","2026/06/04 21:43:55","3","22130","22130","9","フード","鰻料理","00000002554:うな重 竹","5800","2026/06/04 20:15:27","1","20:配膳済"
"No:202600100001575","2026/06/04","木","2026/06/04 20:15:27","2026/06/04 21:43:55","3","22130","22130","9","ドリンク","ソフトドリンク","00000001164:ジャスミン茶","550","2026/06/04 20:15:27","1","20:配膳済"
"No:202600100001575","2026/06/04","木","2026/06/04 20:15:27","2026/06/04 21:43:55","3","22130","22130","9","ドリンク","ソフトドリンク","00000000045:ウーロン茶","550","2026/06/04 20:15:27","1","20:配膳済"
"No:202600100001575","2026/06/04","木","2026/06/04 20:15:27","2026/06/04 21:43:55","3","22130","22130","9","フード","お通し","00000004006:お通し","660","2026/06/04 20:15:27","1","20:配膳済"
"No:202600100001575","2026/06/04","木","2026/06/04 20:15:27","2026/06/04 21:43:55","3","22130","22130","9","フード","お通し","00000004006:お通し","660","2026/06/04 20:15:27","1","20:配膳済"
"No:202600100001575","2026/06/04","木","2026/06/04 20:15:27","2026/06/04 21:43:55","3","22130","22130","9","フード","お通し","00000004006:お通し","660","2026/06/04 20:15:27","1","20:配膳済"
"No:202600100001575","2026/06/04","木","2026/06/04 20:15:27","2026/06/04 21:43:55","3","22130","22130","9","ドリンク","ソフトドリンク","00000001164:ジャスミン茶","550","2026/06/04 20:34:28","1","20:配膳済"
"No:202600100001576","2026/06/04","木","2026/06/04 20:29:57","2026/06/04 20:54:15","0","4200","4200","1","ロケットナウ","鰻料理","00000003689:ロケットうな重梅","4200","2026/06/04 20:29:57","1","20:配膳済"
"No:202600100001577","2026/06/04","木","2026/06/04 20:55:46","2026/06/04 21:12:21","0","3800","3800","3","ロケットナウ","お弁当","00000003802:ロケット唐揚げ弁当","1300","2026/06/04 20:55:46","1","20:配膳済"
"No:202600100001577","2026/06/04","木","2026/06/04 20:55:46","2026/06/04 21:12:21","0","3800","3800","3","ロケットナウ","お弁当","00000003802:ロケット唐揚げ弁当","1300","2026/06/04 20:55:46","1","20:配膳済"
"No:202600100001577","2026/06/04","木","2026/06/04 20:55:46","2026/06/04 21:12:21","0","3800","3800","3","ロケットナウ","お弁当","00000003686:ロケット生姜焼き弁当","1200","2026/06/04 20:55:46","1","20:配膳済"
"No:202600100001578","2026/06/04","木","2026/06/04 21:02:11","2026/06/04 21:42:38","1","4990","4990","7","フード","お通し","00000004006:お通し","660","2026/06/04 21:02:43","1","20:配膳済"
"No:202600100001578","2026/06/04","木","2026/06/04 21:02:11","2026/06/04 21:42:38","1","4990","4990","7","フード","焼き物","00000000066:ぎんだら焼","1800","2026/06/04 21:02:43","1","20:配膳済"
"No:202600100001578","2026/06/04","木","2026/06/04 21:02:11","2026/06/04 21:42:38","1","4990","4990","7","フード","おすすめ","00000002646:とり天2カン","550","2026/06/04 21:02:43","1","20:配膳済"
"No:202600100001578","2026/06/04","木","2026/06/04 21:02:11","2026/06/04 21:42:38","1","4990","4990","7","フード","一品料理","00000000145:味噌汁","330","2026/06/04 21:02:43","1","20:配膳済"
"No:202600100001578","2026/06/04","木","2026/06/04 21:02:11","2026/06/04 21:42:38","1","4990","4990","7","フード","一品料理","00000000144:ライス","220","2026/06/04 21:02:43","1","20:配膳済"
"No:202600100001578","2026/06/04","木","2026/06/04 21:02:11","2026/06/04 21:42:38","1","4990","4990","7","ドリンク","サワー","00000003239:コーン茶ハイ","660","2026/06/04 21:02:43","1","20:配膳済"
"No:202600100001578","2026/06/04","木","2026/06/04 21:02:11","2026/06/04 21:42:38","1","4990","4990","7","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","2026/06/04 21:32:49","1","20:配膳済"
"No:202600100001579","2026/06/05","金","2026/06/05 11:29:42","2026/06/05 12:13:26","4","5100","4700","4","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/05 11:32:08","1","20:配膳済"
"No:202600100001579","2026/06/05","金","2026/06/05 11:29:42","2026/06/05 12:13:26","4","5100","4700","4","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/05 11:32:08","1","20:配膳済"
"No:202600100001579","2026/06/05","金","2026/06/05 11:29:42","2026/06/05 12:13:26","4","5100","4700","4","ランチ","ランチ","00000004027:とり天定食","1100","2026/06/05 11:32:08","1","20:配膳済"
"No:202600100001579","2026/06/05","金","2026/06/05 11:29:42","2026/06/05 12:13:26","4","5100","4700","4","ランチ","ランチ","00000004029:カキフライ定食","1800","2026/06/05 11:32:08","1","20:配膳済"
