"H.伝票番号","H.集計対象営業年月日","H.曜日","H.伝票発行日","H.伝票処理日","H.客数（合計）","H.小計","H.総商品数","D.商品カテゴリ1","D.商品カテゴリ2","D.サブメニュー","D.価格","D.オーダー日時","D.数量","D.オーダーステータス","D.商品"
"No:202500100007393","2026/02/20","金","2026/02/20 13:10:41","2026/02/20 13:36:49","1","1200","1","ランチ","ランチ","並盛x1","1200","2026/02/20 13:10:55","1","20:配膳済","00000001786:サバ定食"
"No:202500100007394","2026/02/20","金","2026/02/20 13:28:01","2026/02/20 14:08:35","2","8360","3","ランチ","ランチ","並盛x1","3300","2026/02/20 13:28:42","1","20:配膳済","00000002567:うな重 梅 定食"
"No:202500100007394","2026/02/20","金","2026/02/20 13:28:01","2026/02/20 14:08:35","2","8360","3","ランチ","ランチ","並盛x1","4400","2026/02/20 13:28:42","1","20:配膳済","00000002566:うな重 竹 定食"
"No:202500100007394","2026/02/20","金","2026/02/20 13:28:01","2026/02/20 14:08:35","2","8360","3","フード","おすすめ","","660","2026/02/20 14:01:22","1","20:配膳済","00000002648:うなぷりん"
"No:202500100007395","2026/02/20","金","2026/02/20 12:42:05","2026/02/20 13:51:29","-5","-6500","-5","ランチ","ランチ","少なめx1","-1200","2026/02/20 12:44:21","-1","20:配膳済","00000004028:しょうが焼き定食"
"No:202500100007395","2026/02/20","金","2026/02/20 12:42:05","2026/02/20 13:51:29","-5","-6500","-5","ランチ","ランチ","並盛x1","-1200","2026/02/20 12:44:21","-1","20:配膳済","00000004028:しょうが焼き定食"
"No:202500100007395","2026/02/20","金","2026/02/20 12:42:05","2026/02/20 13:51:29","-5","-6500","-5","ランチ","ランチ","並盛x1","-1200","2026/02/20 12:44:21","-1","20:配膳済","00000004028:しょうが焼き定食"
"No:202500100007395","2026/02/20","金","2026/02/20 12:42:05","2026/02/20 13:51:29","-5","-6500","-5","ランチ","ランチ","少なめx1","-1800","2026/02/20 12:44:21","-1","20:配膳済","00000002463:海鮮丼"
"No:202500100007395","2026/02/20","金","2026/02/20 12:42:05","2026/02/20 13:51:29","-5","-6500","-5","ランチ","ランチ","おろしソースx1 / 並盛x1","-1100","2026/02/20 12:44:21","-1","20:配膳済","00000004027:とり天定食"
"No:202500100007395","2026/02/20","金","2026/02/20 12:42:05","2026/02/20 13:48:38","-5","-1200","-1","ランチ","ランチ","少なめx1","-1200","2026/02/20 12:44:21","-1","20:配膳済","00000004028:しょうが焼き定食"
"No:202500100007395","2026/02/20","金","2026/02/20 12:42:05","2026/02/20 13:50:10","-5","-1200","-1","ランチ","ランチ","並盛x1","-1200","2026/02/20 12:44:21","-1","20:配膳済","00000004028:しょうが焼き定食"
"No:202500100007395","2026/02/20","金","2026/02/20 12:42:05","2026/02/20 13:51:29","-5","-4100","-3","ランチ","ランチ","並盛x1","-1200","2026/02/20 12:44:21","-1","20:配膳済","00000004028:しょうが焼き定食"
"No:202500100007395","2026/02/20","金","2026/02/20 12:42:05","2026/02/20 13:51:29","-5","-4100","-3","ランチ","ランチ","少なめx1","-1800","2026/02/20 12:44:21","-1","20:配膳済","00000002463:海鮮丼"
"No:202500100007395","2026/02/20","金","2026/02/20 12:42:05","2026/02/20 13:51:29","-5","-4100","-3","ランチ","ランチ","おろしソースx1 / 並盛x1","-1100","2026/02/20 12:44:21","-1","20:配膳済","00000004027:とり天定食"
"No:202500100007396","2026/02/20","金","2026/02/20 13:52:02","2026/02/20 13:52:26","5","6500","5","ランチ","ランチ","少なめx1","1200","2026/02/20 13:52:02","1","20:配膳済","00000004028:しょうが焼き定食"
"No:202500100007396","2026/02/20","金","2026/02/20 13:52:02","2026/02/20 13:52:26","5","6500","5","ランチ","ランチ","並盛x1","1200","2026/02/20 13:52:02","1","20:配膳済","00000004028:しょうが焼き定食"
"No:202500100007396","2026/02/20","金","2026/02/20 13:52:02","2026/02/20 13:52:26","5","6500","5","ランチ","ランチ","並盛x1","1200","2026/02/20 13:52:02","1","20:配膳済","00000004028:しょうが焼き定食"
"No:202500100007396","2026/02/20","金","2026/02/20 13:52:02","2026/02/20 13:52:26","5","6500","5","ランチ","ランチ","少なめx1","1800","2026/02/20 13:52:02","1","20:配膳済","00000002463:海鮮丼"
"No:202500100007396","2026/02/20","金","2026/02/20 13:52:02","2026/02/20 13:52:26","5","6500","5","ランチ","ランチ","おろしソースx1 / 並盛x1","1100","2026/02/20 13:52:02","1","20:配膳済","00000004027:とり天定食"
"No:202500100007397","2026/02/20","金","2026/02/20 14:09:17","2026/02/20 17:05:58","0","3630","2","ウーバーイーツ","鰻料理","","3430","2026/02/20 14:09:17","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007397","2026/02/20","金","2026/02/20 14:09:17","2026/02/20 17:05:58","0","3630","2","ウーバーイーツ","鰻料理","","200","2026/02/20 14:09:17","1","20:配膳済","00000004092:uber大盛り"
"No:202500100007398","2026/02/20","金","2026/02/20 17:06:46","2026/02/20 21:42:08","0","1800","1","ロケットナウ","お弁当","","1800","2026/02/20 17:06:46","1","20:配膳済","00000003684:ロケット牡蠣フライ弁当"
"No:202500100007399","2026/02/20","金","2026/02/20 18:00:41","2026/02/20 21:42:15","0","3430","1","ウーバーイーツ","鰻料理","","3430","2026/02/20 18:00:41","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007400","2026/02/20","金","2026/02/20 18:15:49","2026/02/20 21:42:23","0","8660","5","ウーバーイーツ","鰻料理","","3430","2026/02/20 18:15:49","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007400","2026/02/20","金","2026/02/20 18:15:49","2026/02/20 21:42:23","0","8660","5","ウーバーイーツ","鰻料理","","3430","2026/02/20 18:15:49","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007400","2026/02/20","金","2026/02/20 18:15:49","2026/02/20 21:42:23","0","8660","5","ウーバーイーツ","鰻料理","","750","2026/02/20 18:15:49","1","20:配膳済","00000004090:uber肝焼き"
"No:202500100007400","2026/02/20","金","2026/02/20 18:15:49","2026/02/20 21:42:23","0","8660","5","ウーバーイーツ","鰻料理","","0","2026/02/20 18:15:49","1","20:配膳済","00000004091:uber肝焼きプロモーション"
"No:202500100007400","2026/02/20","金","2026/02/20 18:15:49","2026/02/20 21:42:23","0","8660","5","ウーバーイーツ","揚げ物","","1050","2026/02/20 18:15:49","1","20:配膳済","00000004191:唐揚げ30％オフ"
"No:202500100007401","2026/02/20","金","2026/02/20 19:01:47","2026/02/20 20:48:42","3","13290","15","ドリンク","ソフトドリンク","","660","2026/02/20 19:01:47","1","20:配膳済","00000003761:内臓美人茶"
"No:202500100007401","2026/02/20","金","2026/02/20 19:01:47","2026/02/20 20:48:42","3","13290","15","フード","お通し","","660","2026/02/20 19:01:47","1","20:配膳済","00000004006:お通し"
"No:202500100007401","2026/02/20","金","2026/02/20 19:01:47","2026/02/20 20:48:42","3","13290","15","フード","揚げ物","","1100","2026/02/20 19:01:47","1","20:配膳済","00000000071:大和芋の磯辺揚"
"No:202500100007401","2026/02/20","金","2026/02/20 19:01:47","2026/02/20 20:48:42","3","13290","15","フード","お通し","","660","2026/02/20 19:05:56","1","20:配膳済","00000004006:お通し"
"No:202500100007401","2026/02/20","金","2026/02/20 19:01:47","2026/02/20 20:48:42","3","13290","15","フード","お通し","","660","2026/02/20 19:05:56","1","20:配膳済","00000004006:お通し"
"No:202500100007401","2026/02/20","金","2026/02/20 19:01:47","2026/02/20 20:48:42","3","13290","15","ドリンク","ビール","","500","2026/02/20 19:16:28","1","20:配膳済","00000000010:ﾌﾟﾚﾐｱﾑﾓﾙﾂ 小ｸﾞﾗｽ"
"No:202500100007401","2026/02/20","金","2026/02/20 19:01:47","2026/02/20 20:48:42","3","13290","15","ドリンク","ビール","","770","2026/02/20 19:30:42","1","20:配膳済","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ"
"No:202500100007401","2026/02/20","金","2026/02/20 19:01:47","2026/02/20 20:48:42","3","13290","15","フード","お刺身","三点２人前x1","2200","2026/02/20 19:39:31","1","20:配膳済","00000001072:お刺身盛合せ"
"No:202500100007401","2026/02/20","金","2026/02/20 19:01:47","2026/02/20 20:48:42","3","13290","15","フード","おすすめ","","1650","2026/02/20 19:39:31","1","20:配膳済","00000004246:鰻ハム天ぷら"
"No:202500100007401","2026/02/20","金","2026/02/20 19:01:47","2026/02/20 20:48:42","3","13290","15","フード","おすすめ","明太マヨx1","440","2026/02/20 19:40:16","1","20:配膳済","00000003209:フライドポテト"
"No:202500100007401","2026/02/20","金","2026/02/20 19:01:47","2026/02/20 20:48:42","3","13290","15","ドリンク","日本酒","","1100","2026/02/20 19:52:43","1","20:配膳済","00000002262:貴"
"No:202500100007401","2026/02/20","金","2026/02/20 19:01:47","2026/02/20 20:48:42","3","13290","15","フード","おすすめ","","800","2026/02/20 20:07:49","1","20:配膳済","00000002645:海鮮パクチー春巻2本"
"No:202500100007401","2026/02/20","金","2026/02/20 19:01:47","2026/02/20 20:48:42","3","13290","15","フード","おすすめ","","770","2026/02/20 20:07:49","1","20:配膳済","00000004245:アンコウ唐揚げ"
"No:202500100007401","2026/02/20","金","2026/02/20 19:01:47","2026/02/20 20:48:42","3","13290","15","フード","一品料理","","220","2026/02/20 20:07:49","1","20:配膳済","00000000144:ライス"
"No:202500100007401","2026/02/20","金","2026/02/20 19:01:47","2026/02/20 20:48:42","3","13290","15","フード","揚げ物","","1100","2026/02/20 20:07:49","1","20:配膳済","00000000069:若鳥のうまから揚げ"
"No:202500100007402","2026/02/20","金","2026/02/20 19:05:30","2026/02/20 19:56:51","2","0","0","フード","お通し","","0","2026/02/20 19:05:30","0","30:キャンセル済","00000004006:お通し"
"No:202500100007402","2026/02/20","金","2026/02/20 19:05:30","2026/02/20 19:56:51","2","0","0","フード","お通し","","0","2026/02/20 19:05:30","0","30:キャンセル済","00000004006:お通し"
"No:202500100007402","2026/02/20","金","2026/02/20 19:05:30","2026/02/20 19:56:51","2","0","0","ランチ","ランチ","大盛りx1","0","2026/02/20 19:06:36","0","30:キャンセル済","00000004030:お刺身定食"
"No:202500100007402","2026/02/20","金","2026/02/20 19:05:30","2026/02/20 19:56:51","2","0","0","ランチ","ランチ","大盛りx1","0","2026/02/20 19:07:06","0","30:キャンセル済","00000004031:とんかつ定食"
"No:202500100007402","2026/02/20","金","2026/02/20 19:05:30","2026/02/20 19:56:51","2","0","0","フード","鰻料理","大盛りx1","0","2026/02/20 19:09:36","0","30:キャンセル済","00000002554:うな重 竹"
"No:202500100007402","2026/02/20","金","2026/02/20 19:05:30","2026/02/20 19:56:51","2","0","0","フード","鰻料理","大盛りx1","0","2026/02/20 19:09:36","0","30:キャンセル済","00000002555:うな重 梅"
"No:202500100007403","2026/02/20","金","2026/02/20 19:06:20","2026/02/20 21:07:49","2","17430","4","コース","コース","","8000","2026/02/20 19:06:20","1","20:配膳済","00000004205:歓送迎会コース飲み放題"
"No:202500100007403","2026/02/20","金","2026/02/20 19:06:20","2026/02/20 21:07:49","2","17430","4","コース","コース","","8000","2026/02/20 19:06:20","1","20:配膳済","00000004205:歓送迎会コース飲み放題"
"No:202500100007403","2026/02/20","金","2026/02/20 19:06:20","2026/02/20 21:07:49","2","17430","4","フード","おすすめ","","880","2026/02/20 19:55:10","1","20:配膳済","00000003658:ぶりの幽庵焼き"
"No:202500100007403","2026/02/20","金","2026/02/20 19:06:20","2026/02/20 21:07:49","2","17430","4","フード","おすすめ","","550","2026/02/20 19:55:10","1","20:配膳済","00000002646:とり天2カン"
"No:202500100007404","2026/02/20","金","2026/02/20 19:08:28","2026/02/20 19:56:51","1","0","0","","","","0"," ","1","",""
"No:202500100007405","2026/02/20","金","2026/02/20 19:05:30","2026/02/20 20:26:56","2","11320","4","フード","お通し","","660","2026/02/20 19:05:30","1","20:配膳済","00000004006:お通し"
"No:202500100007405","2026/02/20","金","2026/02/20 19:05:30","2026/02/20 20:26:56","2","11320","4","フード","鰻料理","大盛りx1","5800","2026/02/20 19:09:36","1","20:配膳済","00000002554:うな重 竹"
"No:202500100007405","2026/02/20","金","2026/02/20 19:05:30","2026/02/20 20:26:56","2","11320","4","ランチ","ランチ","大盛りx1","0","2026/02/20 19:06:36","0","30:キャンセル済","00000004030:お刺身定食"
"No:202500100007405","2026/02/20","金","2026/02/20 19:05:30","2026/02/20 20:26:56","2","11320","4","ランチ","ランチ","大盛りx1","0","2026/02/20 19:07:06","0","30:キャンセル済","00000004031:とんかつ定食"
"No:202500100007405","2026/02/20","金","2026/02/20 19:05:30","2026/02/20 20:26:56","2","11320","4","フード","お通し","","660","2026/02/20 19:05:30","1","20:配膳済","00000004006:お通し"
"No:202500100007405","2026/02/20","金","2026/02/20 19:05:30","2026/02/20 20:26:56","2","11320","4","フード","鰻料理","大盛りx1","4200","2026/02/20 19:09:36","1","20:配膳済","00000002555:うな重 梅"
"No:202500100007405","2026/02/20","金","2026/02/20 19:05:30","2026/02/20 20:26:20","2","6460","2","フード","お通し","","660","2026/02/20 19:05:30","1","20:配膳済","00000004006:お通し"
"No:202500100007405","2026/02/20","金","2026/02/20 19:05:30","2026/02/20 20:26:20","2","6460","2","フード","鰻料理","大盛りx1","5800","2026/02/20 19:09:36","1","20:配膳済","00000002554:うな重 竹"
"No:202500100007405","2026/02/20","金","2026/02/20 19:05:30","2026/02/20 20:26:56","2","4860","2","フード","お通し","","660","2026/02/20 19:05:30","1","20:配膳済","00000004006:お通し"
"No:202500100007405","2026/02/20","金","2026/02/20 19:05:30","2026/02/20 20:26:56","2","4860","2","フード","鰻料理","大盛りx1","4200","2026/02/20 19:09:36","1","20:配膳済","00000002555:うな重 梅"
"No:202500100007406","2026/02/20","金","2026/02/20 20:57:42","2026/02/20 21:42:31","0","3430","1","ウーバーイーツ","鰻料理","","3430","2026/02/20 20:57:42","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007407","2026/02/20","金","2026/02/20 20:58:06","2026/02/20 21:42:42","0","6860","2","ウーバーイーツ","鰻料理","","3430","2026/02/20 20:58:06","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007407","2026/02/20","金","2026/02/20 20:58:06","2026/02/20 21:42:42","0","6860","2","ウーバーイーツ","鰻料理","","3430","2026/02/20 20:58:06","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007408","2026/02/21","土","2026/02/21 11:45:37","2026/02/21 12:52:50","5","22180","14","ランチ","ランチ","並盛x1","2750","2026/02/21 11:46:24","1","20:配膳済","00000003820:鰻玉丼定食"
"No:202500100007408","2026/02/21","土","2026/02/21 11:45:37","2026/02/21 12:52:50","5","22180","14","ランチ","ランチ","並盛x1","2750","2026/02/21 11:46:24","1","20:配膳済","00000003820:鰻玉丼定食"
"No:202500100007408","2026/02/21","土","2026/02/21 11:45:37","2026/02/21 12:52:50","5","22180","14","ランチ","ランチ","並盛x1","3300","2026/02/21 11:46:24","1","20:配膳済","00000002567:うな重 梅 定食"
"No:202500100007408","2026/02/21","土","2026/02/21 11:45:37","2026/02/21 12:52:50","5","22180","14","ランチ","ランチ","並盛x1","3300","2026/02/21 11:46:24","1","20:配膳済","00000002567:うな重 梅 定食"
"No:202500100007408","2026/02/21","土","2026/02/21 11:45:37","2026/02/21 12:52:50","5","22180","14","ランチ","ランチ","大盛りx1","3300","2026/02/21 11:46:24","1","20:配膳済","00000002567:うな重 梅 定食"
"No:202500100007408","2026/02/21","土","2026/02/21 11:45:37","2026/02/21 12:52:50","5","22180","14","ランチ","ランチ","天つゆx1 / 大盛りx1","1100","2026/02/21 11:46:24","1","20:配膳済","00000004027:とり天定食"
"No:202500100007408","2026/02/21","土","2026/02/21 11:45:37","2026/02/21 12:52:50","5","22180","14","ドリンク","ビール","","770","2026/02/21 11:46:50","1","20:配膳済","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ"
"No:202500100007408","2026/02/21","土","2026/02/21 11:45:37","2026/02/21 12:52:50","5","22180","14","ドリンク","ビール","","500","2026/02/21 11:46:50","1","20:配膳済","00000000010:ﾌﾟﾚﾐｱﾑﾓﾙﾂ 小ｸﾞﾗｽ"
"No:202500100007408","2026/02/21","土","2026/02/21 11:45:37","2026/02/21 12:52:50","5","22180","14","ドリンク","ビール","","500","2026/02/21 11:46:50","1","20:配膳済","00000000010:ﾌﾟﾚﾐｱﾑﾓﾙﾂ 小ｸﾞﾗｽ"
"No:202500100007408","2026/02/21","土","2026/02/21 11:45:37","2026/02/21 12:52:50","5","22180","14","ドリンク","ビール","","500","2026/02/21 11:46:50","1","20:配膳済","00000000010:ﾌﾟﾚﾐｱﾑﾓﾙﾂ 小ｸﾞﾗｽ"
"No:202500100007408","2026/02/21","土","2026/02/21 11:45:37","2026/02/21 12:52:50","5","22180","14","ドリンク","サワー","普通x1","900","2026/02/21 11:46:50","1","20:配膳済","00000003230:自家製レモンサワー"
"No:202500100007408","2026/02/21","土","2026/02/21 11:45:37","2026/02/21 12:52:50","5","22180","14","ドリンク","ソフトドリンク","","550","2026/02/21 12:04:23","1","20:配膳済","00000000048:オレンジジュース"
"No:202500100007408","2026/02/21","土","2026/02/21 11:45:37","2026/02/21 12:52:50","5","22180","14","ドリンク","ウイスキー","メガx1","1000","2026/02/21 12:18:43","1","20:配膳済","00000003245:角ハイボール"
"No:202500100007408","2026/02/21","土","2026/02/21 11:45:37","2026/02/21 12:52:50","5","22180","14","ドリンク","サワー","メガx1","960","2026/02/21 12:18:43","1","20:配膳済","00000000277:緑茶ハイ"
"No:202500100007409","2026/02/21","土","2026/02/21 11:51:35","2026/02/21 12:14:04","2","3600","2","ランチ","ランチ","大盛りx1","1800","2026/02/21 11:51:54","1","20:配膳済","00000004029:カキフライ定食"
"No:202500100007409","2026/02/21","土","2026/02/21 11:51:35","2026/02/21 12:14:04","2","3600","2","ランチ","ランチ","大盛りx1","1800","2026/02/21 11:51:54","1","20:配膳済","00000004030:お刺身定食"
"No:202500100007410","2026/02/21","土","2026/02/21 11:55:38","2026/02/21 12:14:54","1","1100","1","ランチ","ランチ","おろしソースx1 / 大盛りx1","1100","2026/02/21 11:56:06","1","20:配膳済","00000004027:とり天定食"
"No:202500100007411","2026/02/21","土","2026/02/21 11:58:56","2026/02/21 12:49:53","4","10160","9","ランチ","ランチ","並盛x1","1800","2026/02/21 12:04:33","1","20:配膳済","00000004031:とんかつ定食"
"No:202500100007411","2026/02/21","土","2026/02/21 11:58:56","2026/02/21 12:49:53","4","10160","9","ランチ","ランチ","並盛x1","1200","2026/02/21 12:04:33","1","20:配膳済","00000003135:チキン南蛮定食"
"No:202500100007411","2026/02/21","土","2026/02/21 11:58:56","2026/02/21 12:49:53","4","10160","9","ランチ","ランチ","並盛x1","1800","2026/02/21 12:04:33","1","20:配膳済","00000004030:お刺身定食"
"No:202500100007411","2026/02/21","土","2026/02/21 11:58:56","2026/02/21 12:49:53","4","10160","9","ランチ","ランチ","大盛りx1","1800","2026/02/21 12:04:33","1","20:配膳済","00000004029:カキフライ定食"
"No:202500100007411","2026/02/21","土","2026/02/21 11:58:56","2026/02/21 12:49:53","4","10160","9","ランチ","ランチ","おろしソースx1 / 並盛x1","1100","2026/02/21 12:04:33","1","20:配膳済","00000004027:とり天定食"
"No:202500100007411","2026/02/21","土","2026/02/21 11:58:56","2026/02/21 12:49:53","4","10160","9","フード","おすすめ","","1200","2026/02/21 12:04:33","1","20:配膳済","00000004014:鰻ざく"
"No:202500100007411","2026/02/21","土","2026/02/21 11:58:56","2026/02/21 12:49:53","4","10160","9","フード","おすすめ","","330","2026/02/21 12:04:33","1","20:配膳済","00000003593:鰻ヒレ串"
"No:202500100007411","2026/02/21","土","2026/02/21 11:58:56","2026/02/21 12:49:53","4","10160","9","フード","おすすめ","","330","2026/02/21 12:04:33","1","20:配膳済","00000003593:鰻ヒレ串"
"No:202500100007411","2026/02/21","土","2026/02/21 11:58:56","2026/02/21 12:49:53","4","10160","9","フード","鰻料理","","600","2026/02/21 12:04:33","1","20:配膳済","00000002558:肝焼き"
"No:202500100007412","2026/02/21","土","2026/02/21 12:00:27","2026/02/21 12:22:53","1","1100","1","ランチ","ランチ","天つゆx1 / 並盛x1","1100","2026/02/21 12:00:45","1","20:配膳済","00000004027:とり天定食"
"No:202500100007413","2026/02/21","土","2026/02/21 12:07:04","2026/02/21 12:44:09","2","2400","2","ランチ","ランチ","大盛りx1","1200","2026/02/21 12:08:40","1","20:配膳済","00000001786:サバ定食"
"No:202500100007413","2026/02/21","土","2026/02/21 12:07:04","2026/02/21 12:44:09","2","2400","2","ランチ","ランチ","大盛りx1","1200","2026/02/21 12:08:40","1","20:配膳済","00000003135:チキン南蛮定食"
"No:202500100007414","2026/02/21","土","2026/02/21 12:20:54","2026/02/21 13:04:59","1","5500","1","ランチ","ランチ","大盛りx1","5500","2026/02/21 12:21:53","1","20:配膳済","00000002565:うな重 松 定食"
"No:202500100007415","2026/02/21","土","2026/02/21 12:32:43","2026/02/21 13:11:13","2","3300","2","ランチ","ランチ","大盛りx1","1500","2026/02/21 12:33:56","1","20:配膳済","00000004034:穴子天丼定食"
"No:202500100007415","2026/02/21","土","2026/02/21 12:32:43","2026/02/21 13:11:13","2","3300","2","ランチ","ランチ","大盛りx1","1800","2026/02/21 12:33:56","1","20:配膳済","00000004029:カキフライ定食"
"No:202500100007416","2026/02/21","土","2026/02/21 12:44:55","2026/02/21 12:49:12","0","19600","3","TO/出前","鰻料理","","6900","2026/02/21 12:44:55","1","20:配膳済","00000004051:TO)うな重 松"
"No:202500100007416","2026/02/21","土","2026/02/21 12:44:55","2026/02/21 12:49:12","0","19600","3","TO/出前","鰻料理","","6900","2026/02/21 12:44:55","1","20:配膳済","00000004051:TO)うな重 松"
"No:202500100007416","2026/02/21","土","2026/02/21 12:44:55","2026/02/21 12:49:12","0","19600","3","TO/出前","鰻料理","","5800","2026/02/21 12:44:55","1","20:配膳済","00000004052:TO)うな重 竹"
"No:202500100007417","2026/02/21","土","2026/02/21 12:57:28","2026/02/21 13:53:32","4","13440","6","ランチ","ランチ","並盛x1","5500","2026/02/21 13:01:54","1","20:配膳済","00000002565:うな重 松 定食"
"No:202500100007417","2026/02/21","土","2026/02/21 12:57:28","2026/02/21 13:53:32","4","13440","6","ランチ","ランチ","並盛x1","2750","2026/02/21 13:01:54","1","20:配膳済","00000003820:鰻玉丼定食"
"No:202500100007417","2026/02/21","土","2026/02/21 12:57:28","2026/02/21 13:53:32","4","13440","6","ランチ","ランチ","並盛x1","4200","2026/02/21 13:01:54","1","20:配膳済","00000004033:ハラミうな重定食"
"No:202500100007417","2026/02/21","土","2026/02/21 12:57:28","2026/02/21 13:53:32","4","13440","6","ランチ","ランチ単品","","220","2026/02/21 13:01:54","1","20:配膳済","00000004040:ランチ肝吸いへ変更"
"No:202500100007417","2026/02/21","土","2026/02/21 12:57:28","2026/02/21 13:53:32","4","13440","6","ランチ","ランチ単品","","220","2026/02/21 13:01:54","1","20:配膳済","00000004040:ランチ肝吸いへ変更"
"No:202500100007417","2026/02/21","土","2026/02/21 12:57:28","2026/02/21 13:53:32","4","13440","6","ランチ","ランチ単品","","550","2026/02/21 13:01:54","1","20:配膳済","00000004038:ランチ肝焼き"
"No:202500100007418","2026/02/21","土","2026/02/21 13:18:44","2026/02/21 14:08:04","2","11880","5","ランチ","ランチ","並盛x1","5500","2026/02/21 13:18:44","1","20:配膳済","00000002565:うな重 松 定食"
"No:202500100007418","2026/02/21","土","2026/02/21 13:18:44","2026/02/21 14:08:04","2","11880","5","ランチ","ランチ","並盛x1","4400","2026/02/21 13:18:44","1","20:配膳済","00000002566:うな重 竹 定食"
"No:202500100007418","2026/02/21","土","2026/02/21 13:18:44","2026/02/21 14:08:04","2","11880","5","ランチ","ランチ単品","","550","2026/02/21 13:18:44","1","20:配膳済","00000004038:ランチ肝焼き"
"No:202500100007418","2026/02/21","土","2026/02/21 13:18:44","2026/02/21 14:08:04","2","11880","5","ランチ","ランチ単品","","550","2026/02/21 13:18:44","1","20:配膳済","00000004038:ランチ肝焼き"
"No:202500100007418","2026/02/21","土","2026/02/21 13:18:44","2026/02/21 14:08:04","2","11880","5","ドリンク","日本酒","","880","2026/02/21 13:18:44","1","20:配膳済","00000000109:八海山"
"No:202500100007419","2026/02/21","土","2026/02/21 13:19:22","2026/02/21 13:54:13","0","3630","2","ウーバーイーツ","鰻料理","","3430","2026/02/21 13:19:22","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007419","2026/02/21","土","2026/02/21 13:19:22","2026/02/21 13:54:13","0","3630","2","ウーバーイーツ","鰻料理","","200","2026/02/21 13:19:22","1","20:配膳済","00000004092:uber大盛り"
"No:202500100007420","2026/02/21","土","2026/02/21 13:23:14","2026/02/21 13:54:22","0","6860","2","ウーバーイーツ","鰻料理","","3430","2026/02/21 13:23:14","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007420","2026/02/21","土","2026/02/21 13:23:14","2026/02/21 13:54:22","0","6860","2","ウーバーイーツ","鰻料理","","3430","2026/02/21 13:23:14","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007421","2026/02/21","土","2026/02/21 13:26:47","2026/02/21 14:01:27","1","1200","1","ランチ","ランチ","並盛x1","1200","2026/02/21 13:27:00","1","20:配膳済","00000004028:しょうが焼き定食"
"No:202500100007422","2026/02/21","土","2026/02/21 13:28:09","2026/02/21 13:54:34","0","3630","2","ウーバーイーツ","鰻料理","","3430","2026/02/21 13:28:09","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007422","2026/02/21","土","2026/02/21 13:28:09","2026/02/21 13:54:34","0","3630","2","ウーバーイーツ","鰻料理","","200","2026/02/21 13:28:09","1","20:配膳済","00000004092:uber大盛り"
"No:202500100007423","2026/02/21","土","2026/02/21 13:40:29","2026/02/21 13:54:45","0","3430","1","ウーバーイーツ","鰻料理","","3430","2026/02/21 13:40:29","1","20:配膳済","00000004189:梅肝重30％オフ"
"No:202500100007424","2026/02/21","土","2026/02/21 13:40:35","2026/02/21 14:09:23","1","1200","1","ランチ","ランチ","並盛x1","1200","2026/02/21 13:46:56","1","20:配膳済","00000002484:豚しゃぶ定食"
"No:202500100007425","2026/02/21","土","2026/02/21 13:46:39","2026/02/21 21:21:52","6","122050","89","フード","お通し","","660","2026/02/21 17:11:59","1","20:配膳済","00000004006:お通し"
"No:202500100007425","2026/02/21","土","2026/02/21 13:46:39","2026/02/21 21:21:52","6","122050","89","フード","お通し","","660","2026/02/21 17:11:59","1","20:配膳済","00000004006:お通し"
"No:202500100007425","2026/02/21","土","2026/02/21 13:46:39","2026/02/21 21:21:52","6","122050","89","フード","お通し","","660","2026/02/21 17:11:59","1","20:配膳済","00000004006:お通し"
"No:202500100007425","2026/02/21","土","2026/02/21 13:46:39","2026/02/21 21:21:52","6","122050","89","フード","お通し","","660","2026/02/21 17:11:59","1","20:配膳済","00000004006:お通し"
"No:202500100007425","2026/02/21","土","2026/02/21 13:46:39","2026/02/21 21:21:52","6","122050","89","フード","お通し","","660","2026/02/21 17:11:59","1","20:配膳済","00000004006:お通し"
"No:202500100007425","2026/02/21","土","2026/02/21 13:46:39","2026/02/21 21:21:52","6","122050","89","フード","お通し","","660","2026/02/21 17:11:59","1","20:配膳済","00000004006:お通し"
"No:202500100007425","2026/02/21","土","2026/02/21 13:46:39","2026/02/21 21:21:52","6","122050","89","フード","ふぐ料理","","6600","2026/02/21 17:11:59","1","20:配膳済","00000000092:ふぐ刺し"
"No:202500100007425","2026/02/21","土","2026/02/21 13:46:39","2026/02/21 21:21:52","6","122050","89","フード","ふぐ料理","","6600","2026/02/21 17:11:59","1","20:配膳済","00000000092:ふぐ刺し"
