"H.伝票番号","H.集計対象営業年月日","H.曜日","H.伝票発行日","H.伝票処理日","H.客数（合計）","H.小計","H.総商品数","D.商品カテゴリ1","D.商品カテゴリ2","D.商品","D.サブメニュー","D.価格","D.数量","D.オーダー日時","D.オーダーステータス"
"No:202600100001129","2026/05/18","月","2026/05/18 11:33:19","2026/05/18 12:31:52","2","3000","2","ランチ","ランチ","00000004034:穴子天丼定食","並盛x1","1500","1","2026/05/18 11:33:40","20:配膳済"
"No:202600100001129","2026/05/18","月","2026/05/18 11:33:19","2026/05/18 12:31:52","2","3000","2","ランチ","ランチ","00000004034:穴子天丼定食","並盛x1","1500","1","2026/05/18 11:33:40","20:配膳済"
"No:202600100001129","2026/05/18","月","2026/05/18 11:33:19","2026/05/18 12:31:41","2","1500","1","ランチ","ランチ","00000004034:穴子天丼定食","並盛x1","1500","1","2026/05/18 11:33:40","20:配膳済"
"No:202600100001129","2026/05/18","月","2026/05/18 11:33:19","2026/05/18 12:31:52","2","1500","1","ランチ","ランチ","00000004034:穴子天丼定食","並盛x1","1500","1","2026/05/18 11:33:40","20:配膳済"
"No:202600100001130","2026/05/18","月","2026/05/18 11:38:22","2026/05/18 12:00:24","1","1800","1","ランチ","ランチ","00000004030:お刺身定食","並盛x1","1800","1","2026/05/18 11:39:28","20:配膳済"
"No:202600100001131","2026/05/18","月","2026/05/18 11:38:26","2026/05/18 12:08:33","2","2200","2","ランチ","ランチ","00000004027:とり天定食","天つゆx1 / 並盛x1","1100","1","2026/05/18 11:38:26","20:配膳済"
"No:202600100001131","2026/05/18","月","2026/05/18 11:38:26","2026/05/18 12:08:33","2","2200","2","ランチ","ランチ","00000004027:とり天定食","ユーリンチー風x1 / 並盛x1","1100","1","2026/05/18 11:38:26","20:配膳済"
"No:202600100001132","2026/05/18","月","2026/05/18 11:38:49","2026/05/18 12:07:01","2","3300","4","ランチ","ランチ","00000004030:お刺身定食","少なめx1","1800","1","2026/05/18 11:40:26","20:配膳済"
"No:202600100001132","2026/05/18","月","2026/05/18 11:38:49","2026/05/18 12:07:01","2","3300","4","ランチ","サイドメニュー","00000004041:生卵","","150","1","2026/05/18 11:40:26","20:配膳済"
"No:202600100001132","2026/05/18","月","2026/05/18 11:38:49","2026/05/18 12:07:01","2","3300","4","ランチ","サイドメニュー","00000004042:納豆","","150","1","2026/05/18 11:40:26","20:配膳済"
"No:202600100001132","2026/05/18","月","2026/05/18 11:38:49","2026/05/18 12:07:01","2","3300","4","ランチ","ランチ","00000004028:しょうが焼き定食","並盛x1","1200","1","2026/05/18 11:40:26","20:配膳済"
"No:202600100001133","2026/05/18","月","2026/05/18 11:39:59","2026/05/18 12:09:24","1","1200","1","ランチ","ランチ","00000003135:チキン南蛮定食","並盛x1","1200","1","2026/05/18 11:39:59","20:配膳済"
"No:202600100001134","2026/05/18","月","2026/05/18 11:41:24","2026/05/18 13:43:20","0","1400","2","ロケットナウ","お弁当","00000003826:ロケットとり天弁当","明太マヨx1 / 大盛りx1","1200","1","2026/05/18 11:41:24","20:配膳済"
"No:202600100001134","2026/05/18","月","2026/05/18 11:41:24","2026/05/18 13:43:20","0","1400","2","ロケットナウ","鰻料理","00000003694:ロケット大盛り","","200","1","2026/05/18 11:41:34","20:配膳済"
"No:202600100001135","2026/05/18","月","2026/05/18 11:51:04","2026/05/18 12:20:55","7","9000","7","ランチ","ランチ","00000004028:しょうが焼き定食","大盛りx1","1200","1","2026/05/18 11:54:37","20:配膳済"
"No:202600100001135","2026/05/18","月","2026/05/18 11:51:04","2026/05/18 12:20:55","7","9000","7","ランチ","ランチ","00000003135:チキン南蛮定食","少なめx1","1200","1","2026/05/18 11:54:37","20:配膳済"
"No:202600100001135","2026/05/18","月","2026/05/18 11:51:04","2026/05/18 12:20:55","7","9000","7","ランチ","ランチ","00000003135:チキン南蛮定食","並盛x1","1200","1","2026/05/18 11:54:37","20:配膳済"
"No:202600100001135","2026/05/18","月","2026/05/18 11:51:04","2026/05/18 12:20:55","7","9000","7","ランチ","ランチ","00000003135:チキン南蛮定食","並盛x1","1200","1","2026/05/18 11:54:37","20:配膳済"
"No:202600100001135","2026/05/18","月","2026/05/18 11:51:04","2026/05/18 12:20:55","7","9000","7","ランチ","ランチ","00000002484:豚しゃぶ定食","並盛x1","1200","1","2026/05/18 11:54:37","20:配膳済"
"No:202600100001135","2026/05/18","月","2026/05/18 11:51:04","2026/05/18 12:20:55","7","9000","7","ランチ","ランチ","00000004034:穴子天丼定食","大盛りx1","1500","1","2026/05/18 11:54:37","20:配膳済"
"No:202600100001135","2026/05/18","月","2026/05/18 11:51:04","2026/05/18 12:20:55","7","9000","7","ランチ","ランチ","00000004034:穴子天丼定食","大盛りx1","1500","1","2026/05/18 11:54:37","20:配膳済"
"No:202600100001136","2026/05/18","月","2026/05/18 12:01:00","2026/05/18 12:27:31","1","1350","2","ランチ","ランチ","00000001786:サバ定食","大盛りx1","1200","1","2026/05/18 12:01:37","20:配膳済"
"No:202600100001136","2026/05/18","月","2026/05/18 12:01:00","2026/05/18 12:27:31","1","1350","2","ランチ","サイドメニュー","00000004042:納豆","","150","1","2026/05/18 12:01:37","20:配膳済"
