"H.伝票番号","H.集計対象営業年月日","H.曜日","H.伝票発行日","H.伝票処理日","H.客数（合計）","H.小計","H.総商品数","D.商品カテゴリ1","D.商品カテゴリ2","D.商品","D.サブメニュー","D.価格","D.数量","D.オーダー日時","D.オーダーステータス"
"No:202500200005090","2026/03/09","月","2026/03/09 11:27:57","2026/03/09 12:44:49","3","17400","3","コース","コース","00000003220:ランチ松セット1ドリンク","","5800","1","2026/03/09 11:27:57","20:配膳済"
"No:202500200005090","2026/03/09","月","2026/03/09 11:27:57","2026/03/09 12:44:49","3","17400","3","コース","コース","00000003220:ランチ松セット1ドリンク","","5800","1","2026/03/09 11:27:57","20:配膳済"
"No:202500200005090","2026/03/09","月","2026/03/09 11:27:57","2026/03/09 12:44:49","3","17400","3","コース","コース","00000003220:ランチ松セット1ドリンク","","5800","1","2026/03/09 11:27:57","20:配膳済"
"No:202500200005091","2026/03/09","月","2026/03/09 11:28:14","2026/03/09 13:28:38","3","11400","3","コース","コース","00000003215:ランチ梅セット1ドリンク","","3800","1","2026/03/09 11:28:14","20:配膳済"
"No:202500200005091","2026/03/09","月","2026/03/09 11:28:14","2026/03/09 13:28:38","3","11400","3","コース","コース","00000003215:ランチ梅セット1ドリンク","","3800","1","2026/03/09 11:28:14","20:配膳済"
"No:202500200005091","2026/03/09","月","2026/03/09 11:28:14","2026/03/09 13:28:38","3","11400","3","コース","コース","00000003215:ランチ梅セット1ドリンク","","3800","1","2026/03/09 11:28:14","20:配膳済"
"No:202500200005092","2026/03/09","月","2026/03/09 11:31:34","2026/03/09 12:06:02","1","1900","3","フード","ランチ","00000001991:しょうが焼き定食","","1200","1","2026/03/09 11:31:34","20:配膳済"
"No:202500200005092","2026/03/09","月","2026/03/09 11:31:34","2026/03/09 12:06:02","1","1900","3","フード","ランチサイド","00000002537:生卵","","200","1","2026/03/09 11:31:34","20:配膳済"
"No:202500200005092","2026/03/09","月","2026/03/09 11:31:34","2026/03/09 12:06:02","1","1900","3","フード","ランチサイド","00000002641:カキフライ1個","","500","1","2026/03/09 11:31:34","20:配膳済"
"No:202500200005093","2026/03/09","月","2026/03/09 12:12:55","2026/03/09 12:43:30","3","3500","3","フード","ランチ","00000003114:とり天定食４個","おろしポン酢x1","1100","1","2026/03/09 12:12:55","20:配膳済"
"No:202500200005093","2026/03/09","月","2026/03/09 12:12:55","2026/03/09 12:43:30","3","3500","3","フード","ランチ","00000001996:サバの一夜干し定食","","1200","1","2026/03/09 12:12:55","20:配膳済"
"No:202500200005093","2026/03/09","月","2026/03/09 12:12:55","2026/03/09 12:43:30","3","3500","3","フード","ランチ","00000001996:サバの一夜干し定食","","1200","1","2026/03/09 12:12:55","20:配膳済"
"No:202500200005094","2026/03/09","月","2026/03/09 12:47:51","2026/03/09 14:18:53","0","22800","4","テイクアウト","出前館","00000002581:Uberうな重梅","","5700","1","2026/03/09 12:47:51","20:配膳済"
"No:202500200005094","2026/03/09","月","2026/03/09 12:47:51","2026/03/09 14:18:53","0","22800","4","テイクアウト","出前館","00000002581:Uberうな重梅","","5700","1","2026/03/09 12:47:51","20:配膳済"
"No:202500200005094","2026/03/09","月","2026/03/09 12:47:51","2026/03/09 14:18:53","0","22800","4","テイクアウト","出前館","00000002581:Uberうな重梅","","5700","1","2026/03/09 12:47:51","20:配膳済"
"No:202500200005094","2026/03/09","月","2026/03/09 12:47:51","2026/03/09 14:18:53","0","22800","4","テイクアウト","出前館","00000002581:Uberうな重梅","","5700","1","2026/03/09 12:47:51","20:配膳済"
"No:202500200005095","2026/03/09","月","2026/03/09 12:47:59","2026/03/09 14:19:03","0","7800","1","テイクアウト","出前館","00000002580:Uberうな重竹","","7800","1","2026/03/09 12:47:59","20:配膳済"
"No:202500200005096","2026/03/09","月","2026/03/09 17:45:04","2026/03/09 21:01:11","0","25000","5","テイクアウト","出前館","00000000515:Uberうな重ハーフ肝焼き入り","","6300","1","2026/03/09 17:45:04","20:配膳済"
"No:202500200005096","2026/03/09","月","2026/03/09 17:45:04","2026/03/09 21:01:11","0","25000","5","テイクアウト","出前館","00000000515:Uberうな重ハーフ肝焼き入り","","6300","1","2026/03/09 17:45:04","20:配膳済"
"No:202500200005096","2026/03/09","月","2026/03/09 17:45:04","2026/03/09 21:01:11","0","25000","5","テイクアウト","出前館","00000000530:Uber白焼き","","8600","1","2026/03/09 17:45:04","20:配膳済"
"No:202500200005096","2026/03/09","月","2026/03/09 17:45:04","2026/03/09 21:01:11","0","25000","5","テイクアウト","ウーバーイーツ","00000001458:Uberかきフライ","","1900","1","2026/03/09 17:45:04","20:配膳済"
"No:202500200005096","2026/03/09","月","2026/03/09 17:45:04","2026/03/09 21:01:11","0","25000","5","テイクアウト","ウーバーイーツ","00000001481:Uber豆腐サラダ","","1900","1","2026/03/09 17:45:04","20:配膳済"
"No:202500200005097","2026/03/09","月","2026/03/09 17:59:50","2026/03/09 20:22:18","2","32180","18","フード","お通し","00000000443:お通し","","700","1","2026/03/09 17:59:50","20:配膳済"
"No:202500200005097","2026/03/09","月","2026/03/09 17:59:50","2026/03/09 20:22:18","2","32180","18","フード","お通し","00000000443:お通し","","700","1","2026/03/09 17:59:50","20:配膳済"
"No:202500200005097","2026/03/09","月","2026/03/09 17:59:50","2026/03/09 20:22:18","2","32180","18","ドリンク","ビール","00000000400:ｻﾞ･ﾌﾟﾚﾐｱﾑ･ﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","700","1","2026/03/09 18:01:49","20:配膳済"
"No:202500200005097","2026/03/09","月","2026/03/09 17:59:50","2026/03/09 20:22:18","2","32180","18","ドリンク","ビール","00000000400:ｻﾞ･ﾌﾟﾚﾐｱﾑ･ﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","700","1","2026/03/09 18:01:49","20:配膳済"
"No:202500200005097","2026/03/09","月","2026/03/09 17:59:50","2026/03/09 20:22:18","2","32180","18","ドリンク","焼酎グラス","00000000422:吉四六 ボトル","","6500","1","2026/03/09 18:06:30","20:配膳済"
"No:202500200005097","2026/03/09","月","2026/03/09 17:59:50","2026/03/09 20:22:18","2","32180","18","ドリンク","焼酎グラス","00000000429:ボトルセット)氷","","300","1","2026/03/09 18:06:30","20:配膳済"
"No:202500200005097","2026/03/09","月","2026/03/09 17:59:50","2026/03/09 20:22:18","2","32180","18","ドリンク","焼酎グラス","00000000431:ボトルセット)炭酸","","600","1","2026/03/09 18:06:30","20:配膳済"
"No:202500200005097","2026/03/09","月","2026/03/09 17:59:50","2026/03/09 20:22:18","2","32180","18","フード","一品料理","00000003526:旬菜3点盛り","","1000","1","2026/03/09 18:06:30","20:配膳済"
"No:202500200005097","2026/03/09","月","2026/03/09 17:59:50","2026/03/09 20:22:18","2","32180","18","フード","一品料理","00000003526:旬菜3点盛り","","1000","1","2026/03/09 18:06:30","20:配膳済"
"No:202500200005097","2026/03/09","月","2026/03/09 17:59:50","2026/03/09 20:22:18","2","32180","18","フード","サラダ","00000000385:豆腐サラダ ハーフ","","900","1","2026/03/09 18:06:30","20:配膳済"
"No:202500200005097","2026/03/09","月","2026/03/09 17:59:50","2026/03/09 20:22:18","2","32180","18","フード","鰻料理","00000000357:うなぎ白焼き","","6000","1","2026/03/09 18:06:30","20:配膳済"
"No:202500200005097","2026/03/09","月","2026/03/09 17:59:50","2026/03/09 20:22:18","2","32180","18","フード","一品料理","00000000391:エシャレット","","800","1","2026/03/09 18:09:54","20:配膳済"
"No:202500200005097","2026/03/09","月","2026/03/09 17:59:50","2026/03/09 20:22:18","2","32180","18","ドリンク","焼酎グラス","00000000465:レモン","","300","1","2026/03/09 18:15:33","20:配膳済"
