取引No,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ QR),クレジットカード(オンライン決済),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジ担当者名,ID,カテゴリー名,メニュー名,価格,注文数量
RB0120260501205322000,2026/05/01,22:02:46,4770,5300,433,0,4770,433,4770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-530,0,-530,2,6,01:09:24,"B","橋本",E30342747F8F4C3F83D48B1BBCE285C4,"未設定","No charge",0,2
RB0120260501205322000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E30342747F8F4C3F83D48B1BBCE285C4,"ウイスキー","ハイランドパーク10年",1400,1
RB0120260501205322000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E30342747F8F4C3F83D48B1BBCE285C4,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1
RB0120260501205322000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E30342747F8F4C3F83D48B1BBCE285C4,"COLD APPETIZERS","BFAカプレーゼ",1100,1
RB0120260501205322000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E30342747F8F4C3F83D48B1BBCE285C4,"HOT APPETIZERS","マティポテ",1300,1
RB0120260501193346000,2026/05/01,22:27:15,14000,14000,1272,0,14000,1272,20000,0,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,2,2,02:53:29,"C","橋本",3908EF2203E2425B81AD67712CD14DBA,"未設定","7000円飲み放題付（3時間制）",7000,2
RB0120260501205126000,2026/05/01,22:53:16,10800,10800,981,0,10800,981,11000,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,3,9,02:01:49,"D","橋本",A88462DD984E45698CAEFB826AFD993D,"その他","tablecharge",600,3
RB0120260501205126000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A88462DD984E45698CAEFB826AFD993D,"NEW CLASSIC COCKTAIL","森のジントニック",1500,2
RB0120260501205126000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A88462DD984E45698CAEFB826AFD993D,"NEW CLASSIC COCKTAIL","オーチャードマティーニ",1500,1
RB0120260501205126000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A88462DD984E45698CAEFB826AFD993D,"NEW CLASSIC COCKTAIL","カルヴァドスモヒート",1500,1
RB0120260501205126000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A88462DD984E45698CAEFB826AFD993D,"NEW CLASSIC COCKTAIL","サンセットソルティドッグ",1500,1
RB0120260501205126000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A88462DD984E45698CAEFB826AFD993D,"NEW CLASSIC COCKTAIL","オリエンタルアフタヌーン",1500,1
