"H.伝票番号","H.集計対象営業年月日","H.曜日","H.伝票発行日","H.伝票処理日","H.客数（合計）","H.小計","H.総商品数","D.商品カテゴリ1","D.商品カテゴリ2","D.商品","D.サブメニュー","D.価格","D.数量","D.オーダー日時","D.オーダーステータス"
"No:202500200005256","2026/03/23","月","2026/03/23 11:45:56","2026/03/23 13:09:34","4","23200","4","フード","ランチ","00000001984:ランチうな重","","0","0","2026/03/23 11:45:56","30:キャンセル済"
"No:202500200005256","2026/03/23","月","2026/03/23 11:45:56","2026/03/23 13:09:34","4","23200","4","フード","ランチ","00000001984:ランチうな重","","0","0","2026/03/23 11:45:56","30:キャンセル済"
"No:202500200005256","2026/03/23","月","2026/03/23 11:45:56","2026/03/23 13:09:34","4","23200","4","フード","ランチ","00000001984:ランチうな重","","0","0","2026/03/23 11:45:56","30:キャンセル済"
"No:202500200005256","2026/03/23","月","2026/03/23 11:45:56","2026/03/23 13:09:34","4","23200","4","フード","ランチ","00000001984:ランチうな重","","0","0","2026/03/23 11:45:56","30:キャンセル済"
"No:202500200005256","2026/03/23","月","2026/03/23 11:45:56","2026/03/23 13:09:34","4","23200","4","コース","コース","00000003220:ランチ松セット1ドリンク","","5800","1","2026/03/23 12:17:04","20:配膳済"
"No:202500200005256","2026/03/23","月","2026/03/23 11:45:56","2026/03/23 13:09:34","4","23200","4","コース","コース","00000003220:ランチ松セット1ドリンク","","5800","1","2026/03/23 12:17:04","20:配膳済"
"No:202500200005256","2026/03/23","月","2026/03/23 11:45:56","2026/03/23 13:09:34","4","23200","4","コース","コース","00000003220:ランチ松セット1ドリンク","","5800","1","2026/03/23 12:17:04","20:配膳済"
"No:202500200005256","2026/03/23","月","2026/03/23 11:45:56","2026/03/23 13:09:34","4","23200","4","コース","コース","00000003220:ランチ松セット1ドリンク","","5800","1","2026/03/23 12:17:04","20:配膳済"
"No:202500200005257","2026/03/23","月","2026/03/23 11:47:32","2026/03/23 14:00:37","0","29000","5","テイクアウト","TO鰻料理","00000002595:TOうな重竹","","5800","1","2026/03/23 11:47:32","20:配膳済"
"No:202500200005257","2026/03/23","月","2026/03/23 11:47:32","2026/03/23 14:00:37","0","29000","5","テイクアウト","TO鰻料理","00000002595:TOうな重竹","","5800","1","2026/03/23 11:47:32","20:配膳済"
"No:202500200005257","2026/03/23","月","2026/03/23 11:47:32","2026/03/23 14:00:37","0","29000","5","テイクアウト","TO鰻料理","00000002595:TOうな重竹","","5800","1","2026/03/23 11:47:32","20:配膳済"
"No:202500200005257","2026/03/23","月","2026/03/23 11:47:32","2026/03/23 14:00:37","0","29000","5","テイクアウト","TO鰻料理","00000002595:TOうな重竹","","5800","1","2026/03/23 11:47:32","20:配膳済"
"No:202500200005257","2026/03/23","月","2026/03/23 11:47:32","2026/03/23 14:00:37","0","29000","5","テイクアウト","TO鰻料理","00000002595:TOうな重竹","","5800","1","2026/03/23 11:47:32","20:配膳済"
"No:202500200005258","2026/03/23","月","2026/03/23 12:16:39","2026/03/23 13:07:15","2","12200","4","フード","ランチ","00000001984:ランチうな重","","5500","1","2026/03/23 12:16:39","20:配膳済"
"No:202500200005258","2026/03/23","月","2026/03/23 12:16:39","2026/03/23 13:07:15","2","12200","4","フード","ランチ","00000001984:ランチうな重","","5500","1","2026/03/23 12:16:39","20:配膳済"
"No:202500200005258","2026/03/23","月","2026/03/23 12:16:39","2026/03/23 13:07:15","2","12200","4","フード","ランチドリンク","00000002538:ランチビール","","600","1","2026/03/23 12:16:39","20:配膳済"
"No:202500200005258","2026/03/23","月","2026/03/23 12:16:39","2026/03/23 13:07:15","2","12200","4","フード","ランチドリンク","00000002538:ランチビール","","600","1","2026/03/23 12:16:39","20:配膳済"
"No:202500200005259","2026/03/23","月","2026/03/23 13:00:09","2026/03/23 13:55:16","0","5930","3","テイクアウト","出前館","00000002581:Uberうな重梅","","5700","1","2026/03/23 13:00:09","20:配膳済"
"No:202500200005259","2026/03/23","月","2026/03/23 13:00:09","2026/03/23 13:55:16","0","5930","3","テイクアウト","ウーバーイーツ","00000001205:大盛り","","200","1","2026/03/23 13:00:09","20:配膳済"
"No:202500200005259","2026/03/23","月","2026/03/23 13:00:09","2026/03/23 13:55:16","0","5930","3","ウーバーイーツ","鰻料理","00000003299:Uber山椒小袋","","30","1","2026/03/23 13:00:09","20:配膳済"
"No:202500200005260","2026/03/23","月","2026/03/23 13:18:03","2026/03/23 13:45:02","1","1200","1","フード","ランチ","00000001996:サバの一夜干し定食","","1200","1","2026/03/23 13:18:03","20:配膳済"
"No:202500200005261","2026/03/23","月","2026/03/23 11:47:32","2026/03/23 14:00:37","0","-29000","-5","テイクアウト","TO鰻料理","00000002595:TOうな重竹","","-5800","-1","2026/03/23 11:47:32","20:配膳済"
"No:202500200005261","2026/03/23","月","2026/03/23 11:47:32","2026/03/23 14:00:37","0","-29000","-5","テイクアウト","TO鰻料理","00000002595:TOうな重竹","","-5800","-1","2026/03/23 11:47:32","20:配膳済"
"No:202500200005261","2026/03/23","月","2026/03/23 11:47:32","2026/03/23 14:00:37","0","-29000","-5","テイクアウト","TO鰻料理","00000002595:TOうな重竹","","-5800","-1","2026/03/23 11:47:32","20:配膳済"
"No:202500200005261","2026/03/23","月","2026/03/23 11:47:32","2026/03/23 14:00:37","0","-29000","-5","テイクアウト","TO鰻料理","00000002595:TOうな重竹","","-5800","-1","2026/03/23 11:47:32","20:配膳済"
"No:202500200005261","2026/03/23","月","2026/03/23 11:47:32","2026/03/23 14:00:37","0","-29000","-5","テイクアウト","TO鰻料理","00000002595:TOうな重竹","","-5800","-1","2026/03/23 11:47:32","20:配膳済"
"No:202500200005262","2026/03/23","月","2026/03/23 14:12:26","2026/03/23 14:12:31","0","29000","5","テイクアウト","TO鰻料理","00000002595:TOうな重竹","","5800","1","2026/03/23 14:12:26","20:配膳済"
"No:202500200005262","2026/03/23","月","2026/03/23 14:12:26","2026/03/23 14:12:31","0","29000","5","テイクアウト","TO鰻料理","00000002595:TOうな重竹","","5800","1","2026/03/23 14:12:26","20:配膳済"
"No:202500200005262","2026/03/23","月","2026/03/23 14:12:26","2026/03/23 14:12:31","0","29000","5","テイクアウト","TO鰻料理","00000002595:TOうな重竹","","5800","1","2026/03/23 14:12:26","20:配膳済"
"No:202500200005262","2026/03/23","月","2026/03/23 14:12:26","2026/03/23 14:12:31","0","29000","5","テイクアウト","TO鰻料理","00000002595:TOうな重竹","","5800","1","2026/03/23 14:12:26","20:配膳済"
"No:202500200005262","2026/03/23","月","2026/03/23 14:12:26","2026/03/23 14:12:31","0","29000","5","テイクアウト","TO鰻料理","00000002595:TOうな重竹","","5800","1","2026/03/23 14:12:26","20:配膳済"
"No:202500200005263","2026/03/23","月","2026/03/23 16:42:00","2026/03/23 16:51:05","0","5700","1","テイクアウト","出前館","00000002581:Uberうな重梅","","5700","1","2026/03/23 16:42:00","20:配膳済"
"No:202500200005264","2026/03/23","月","2026/03/23 17:34:30","2026/03/23 20:54:54","0","5700","1","テイクアウト","出前館","00000002581:Uberうな重梅","","5700","1","2026/03/23 17:34:30","20:配膳済"
"No:202500200005265","2026/03/23","月","2026/03/23 17:35:01","2026/03/23 20:55:13","0","10250","3","テイクアウト","出前館","00000000530:Uber白焼き","","8600","1","2026/03/23 17:35:01","20:配膳済"
"No:202500200005265","2026/03/23","月","2026/03/23 17:35:01","2026/03/23 20:55:13","0","10250","3","テイクアウト","出前館","00000000520:Uber肝焼き","","750","1","2026/03/23 17:35:01","20:配膳済"
"No:202500200005265","2026/03/23","月","2026/03/23 17:35:01","2026/03/23 20:55:13","0","10250","3","テイクアウト","ウーバーイーツ","00000001475:Uberおしんこ盛り","","900","1","2026/03/23 17:35:01","20:配膳済"
"No:202500200005266","2026/03/23","月","2026/03/23 19:18:07","2026/03/23 21:17:30","3","33630","22","フード","お通し","00000000443:お通し","","700","1","2026/03/23 19:18:07","20:配膳済"
"No:202500200005266","2026/03/23","月","2026/03/23 19:18:07","2026/03/23 21:17:30","3","33630","22","フード","お通し","00000000443:お通し","","700","1","2026/03/23 19:18:07","20:配膳済"
"No:202500200005266","2026/03/23","月","2026/03/23 19:18:07","2026/03/23 21:17:30","3","33630","22","フード","お通し","00000000443:お通し","","700","1","2026/03/23 19:18:07","20:配膳済"
"No:202500200005266","2026/03/23","月","2026/03/23 19:18:07","2026/03/23 21:17:30","3","33630","22","ドリンク","サワー","00000003532:内臓美人ハイ","","1000","1","2026/03/23 19:18:07","20:配膳済"
"No:202500200005266","2026/03/23","月","2026/03/23 19:18:07","2026/03/23 21:17:30","3","33630","22","ドリンク","ソフトドリンク","00000000437:オレンジジュース","","500","1","2026/03/23 19:18:07","20:配膳済"
"No:202500200005266","2026/03/23","月","2026/03/23 19:18:07","2026/03/23 21:17:30","3","33630","22","ドリンク","日本酒","00000003274:酔鯨","","1100","1","2026/03/23 19:18:07","20:配膳済"
"No:202500200005266","2026/03/23","月","2026/03/23 19:18:07","2026/03/23 21:17:30","3","33630","22","フード","サラダ","00000000382:トマト玉ねぎ","","900","1","2026/03/23 19:22:16","20:配膳済"
