week,menu_name,subtotal,quantity,構成比
2025-W09,Uberうな重松,62300,7,17.143171624336148
2025-W09,Uberうな重竹,30000,4,8.25513882391789
2025-W09,ランチ松セット1ドリンク,29000,5,7.9799675297872925
2025-W09,Uberうな重梅,27000,3,7.4296249415261
2025-W09,うな重竹,17400,3,4.787980517872375
2025-W09,うな重松,13800,2,3.797363859002229
2025-W09,Uberうな重松 肝吸いなし,8600,1,2.3664731295231283
2025-W09,Uber白焼き,8200,1,2.25640461187089
2025-W09,Uberう巻,5800,1,1.5959935059574586
2025-W09,お通し,4900,7,1.3483393412399218
2025-W09,Uber肝焼き,4550,7,1.252029388294213
2025-W09,うな重梅,4200,1,1.1557194353485045
2025-W09,肝焼き,1800,3,0.49530832943507336
2025-W10,Uberうな重松,106800,12,9.289541437617425
2025-W10,Uberうな重竹,90000,10,7.8282652564191775
2025-W10,うな重梅,75600,18,6.575742815392109
2025-W10,Uberうな重梅,59400,11,5.166655069236657
2025-W10,うな重松,48300,7,4.201169020944959
2025-W10,うな重竹,46400,8,4.035905643309443
2025-W10,ランチ松セット1ドリンク,46400,8,4.035905643309443
2025-W10,お通し,30100,43,2.618119824646858
2025-W10,肝焼き,17400,29,1.513464616241041
2025-W10,Uber白焼き,16400,2,1.4264838911697169
2025-W10,Uberうな重ハーフ肝焼き入り,12000,2,1.0437687008558902
2025-W10,う巻,9000,2,0.7828265256419177
2025-W10,Uberう巻,5800,1,0.5044882054136803
2025-W10,Uber肝焼き,4550,7,0.3957622990745251
2025-W11,Uberうな重松,124600,12,9.271730152470106
2025-W11,Uberうな重竹,120000,16,8.92943513881551
2025-W11,麻布しき本店満喫コース,84000,6,6.250604597170857
2025-W11,うな重竹,69600,12,5.179072380512996
2025-W11,Uberうな重梅,54000,10,4.01824581246698
2025-W11,うな重梅,50400,12,3.7503627583025145
2025-W11,ランチ松セット1ドリンク,40600,7,3.021125555299248
2025-W11,うな重松,34500,5,2.5672126024094593
2025-W11,お通し,29400,42,2.1877116090098
2025-W11,Uber白焼き,24600,3,1.8305342034571797
2025-W11,う巻,22500,5,1.6742690885279083
2025-W11,麻布しきコース,20000,2,1.488239189802585
2025-W11,Uberうな重ハーフ肝焼き入り,18000,3,1.3394152708223266
2025-W11,Uberう巻,17400,3,1.294768095128249
2025-W11,肝焼き,10800,18,0.8036491624933959
2025-W11,Uber肝焼き,7800,12,0.5804132840230082
2025-W12,Uberうな重松,142400,16,11.69734756072517
2025-W12,Uberうな重竹,90000,12,7.392986520121244
2025-W12,うな重竹,81200,14,6.670116727042723
2025-W12,Uberうな重梅,59400,11,4.879371103280022
2025-W12,麻布しき本店満喫コース,55000,4,4.517936206740761
2025-W12,うな重梅,50400,12,4.140072451267897
2025-W12,うな重松,48300,7,3.967569432465068
2025-W12,Uberうな重松 肝吸いなし,43000,5,3.5322046707245947
2025-W12,Uberうな重ハーフ肝焼き入り,42000,7,3.450060376056581
2025-W12,ランチ松セット1ドリンク,40600,7,3.3350583635213615
2025-W12,お通し,27300,39,2.2425392444367778
2025-W12,う巻,22500,5,1.848246630030311
2025-W12,麻布しきコース,20000,2,1.6428858933602766
2025-W12,Uberう巻,11600,2,0.9528738181489604
2025-W12,Uber肝焼き,10400,16,0.8543006645473439
2025-W12,肝焼き,10200,17,0.8378718056137411
2025-W12,馬刺し盛り合わせ,8400,3,0.6900120752113161
2025-W12,Uber白焼き,8200,1,0.6735832162777134
2025-W13,Uberうな重松,106800,12,10.335017128258723
2025-W13,Uberうな重梅,64800,10,6.270684549730013
2025-W13,うな重梅,63000,15,6.096498867793067
2025-W13,うな重竹,58000,10,5.6126497513015545
2025-W13,ランチ松セット1ドリンク,52200,9,5.051384776171399
