予約No,顧客No,来店数,キャンセル数,連絡なしキャンセル数,来店日,来店時間,滞在時間,人数,お子様人数,ステータス,受付窓口,Vポイント,卓,コース,メニュー/コース,予約属性,予約メモ,作成日,作成時間,インポート時に指定した作成日,インポート時に指定した作成時間
SD1029863,,,,,2025/12/13,17:30,105,5,0,来店済み,HOT PEPPERグルメネット予約,0,D1,"","","","",2025/11/20,17:12,"",""
SD3649509,,,,,2025/12/13,17:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2025/12/13,12:27,"",""
PHTNGRANRH,130618488,0,1,0,2025/12/13,18:00,105,5,0,店舗キャンセル,食べログネット予約,0,"A3, A4",お席のみのご予約,"","","",2025/12/06,21:26,"",""
RAR567987,,,,,2025/12/13,18:00,105,8,0,店舗キャンセル,HOT PEPPERグルメネット予約,0,"","","","","",2025/11/30,20:49,"",""
SD2745947,,,,,2025/12/13,18:00,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2025/12/05,18:14,"",""
LTREAG25H3,131363319,0,1,0,2025/12/13,19:00,105,8,0,店舗キャンセル,食べログネット予約,0,"A3, A5",お席のみのご予約,"","","",2025/12/12,18:21,"",""
QQP4QAAWK7,127658604,1,0,0,2025/12/13,19:30,105,11,4,来店済み,食べログネット予約,0,"B1, B3, B4",お席のみのご予約,"",お子様連れ,"",2025/11/11,21:03,"",""
SCY115686,,,,,2025/12/14,17:00,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2025/10/23,10:17,"",""
SD3352687,,,,,2025/12/14,18:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2025/12/10,20:24,"",""
SD3118150,,,,,2025/12/14,19:00,105,2,0,ユーザーキャンセル,HOT PEPPERグルメネット予約,0,A4,"","","","",2025/12/08,20:18,"",""
SD2781782,,,,,2025/12/14,19:30,105,5,0,来店済み,HOT PEPPERグルメネット予約,0,D1,"","","","",2025/12/05,21:46,"",""
SD3578247,,,,,2025/12/14,20:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2025/12/12,18:54,"",""
SD4031399,,,,,2025/12/17,11:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2025/12/16,18:40,"",""
SD4063510,,,,,2025/12/17,18:30,105,5,0,来店済み,HOT PEPPERグルメネット予約,0,D1,"","","","",2025/12/16,22:07,"",""
SD2379479,,,,,2025/12/18,18:30,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2025/12/02,18:36,"",""
SD3850876,,,,,2025/12/18,19:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2025/12/15,02:00,"",""
SD4264343,,,,,2025/12/18,20:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2025/12/18,18:06,"",""
2QGX7FRVTX,129375457,1,0,0,2025/12/19,18:45,135,4,0,来店済み,食べログネット予約,0,A1,【各種120分飲み放題付】生サムギョプサルペゴパヨコース◆自家製キムチ盛りやサムギョプサルを楽しむ,"","","",2025/11/27,08:50,"",""
RAR090824,,,,,2025/12/19,19:00,105,14,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2025/11/16,20:13,"",""
SD4399618,,,,,2025/12/20,11:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2025/12/19,19:30,"",""
SD2602665,,,,,2025/12/20,12:00,105,4,0,ユーザーキャンセル,HOT PEPPERグルメネット予約,0,A1,"","","","",2025/12/04,16:45,"",""
SD2967095,,,,,2025/12/20,12:00,105,5,0,来店済み,HOT PEPPERグルメネット予約,0,D1,"","","","",2025/12/07,15:41,"",""
SD4117936,,,,,2025/12/20,12:30,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2025/12/17,13:47,"",""
SD3824033,,,,,2025/12/20,16:30,105,5,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2025/12/14,20:27,"",""
SD4207716,,,,,2025/12/20,17:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2025/12/18,07:59,"",""
AFFDZ94UQX,129450162,1,0,0,2025/12/20,18:00,135,8,0,来店済み,食べログネット予約,0,"A3, A5",【各種120分飲み放題付】チーズダッカルビスタンダードコース◆チーズダッカルビや韓国のり、チヂミ、キンパなどを楽しむ！宴会に◎,"","","",2025/11/27,19:44,"",""
SCZ720071,,,,,2025/12/20,18:00,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2025/11/08,05:08,"",""
DDJP6SHYKM,130034954,1,0,0,2025/12/20,19:00,135,7,0,来店済み,食べログネット予約,0,"B1, B3",【各種120分飲み放題付】チュクミサムギョプサルスタンダードコース◆チュクミサムギョプサルや韓国のり、チヂミ、キンパなどを楽しむ,"","","",2025/12/02,17:28,"",""
TP524RPQLE,125218967,1,0,0,2025/12/20,19:45,105,5,0,来店済み,食べログネット予約,250,D1,お席のみのご予約,"","","",2025/10/17,22:59,"",""
SD4043555,,,,,2025/12/20,20:00,105,5,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2025/12/16,19:55,"",""
SD4587519,,,,,2025/12/21,13:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2025/12/21,13:03,"",""
SD4344593,,,,,2025/12/21,19:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2025/12/19,12:01,"",""
SD4422141,,,,,2025/12/21,19:00,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,A3,"","","","",2025/12/19,22:02,"",""
SD4627419,,,,,2025/12/21,19:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2025/12/21,18:10,"",""
SD3517697,,,,,2025/12/21,19:30,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2025/12/12,09:23,"",""
SD4827129,,,,,2025/12/23,17:30,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2025/12/23,14:36,"",""
SD3041422,,,,,2025/12/23,18:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2025/12/08,08:08,"",""
SD4837438,,,,,2025/12/23,18:00,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,A3,"","","","",2025/12/23,16:26,"",""
SD2454436,,,,,2025/12/23,18:30,105,5,0,来店済み,HOT PEPPERグルメネット予約,0,D1,"","","","",2025/12/03,12:05,"",""
SD4749340,,,,,2025/12/23,19:30,105,5,0,来店済み,HOT PEPPERグルメネット予約,0,"B1, B2","","","","",2025/12/22,19:50,"",""
SD4936099,,,,,2025/12/24,17:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2025/12/24,13:02,"",""
SD4271501,,,,,2025/12/24,18:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2025/12/18,19:01,"",""
SD4199728,,,,,2025/12/24,18:30,105,5,0,来店済み,HOT PEPPERグルメネット予約,0,D1,"","","","",2025/12/18,00:31,"",""
SD4819222,,,,,2025/12/24,19:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2025/12/23,13:10,"",""
SD4931491,,,,,2025/12/24,19:00,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2025/12/24,12:26,"",""
SD4918687,,,,,2025/12/24,20:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2025/12/24,09:39,"",""
6WGN83RS9G,131798130,0,1,0,2025/12/25,11:30,105,4,1,ユーザーキャンセル,食べログネット予約,0,A1,お席のみのご予約,"",お子様連れ,"",2025/12/16,13:03,"",""
SD4806802,,,,,2025/12/25,11:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2025/12/23,11:09,"",""
SD4870417,,,,,2025/12/25,11:30,105,5,0,来店済み,HOT PEPPERグルメネット予約,0,D1,"","","","",2025/12/23,20:20,"",""
UZWR4MA3GW,130047538,0,1,0,2025/12/25,12:00,105,2,0,ユーザーキャンセル,食べログネット予約,0,A4,お席のみのご予約,"","","",2025/12/02,18:35,"",""
SD4917612,,,,,2025/12/25,12:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2025/12/24,09:31,"",""
SD5015161,,,,,2025/12/25,18:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2025/12/24,23:44,"",""
SD4990044,,,,,2025/12/25,18:30,105,6,0,来店済み,HOT PEPPERグルメネット予約,0,D1,"","","","",2025/12/24,20:21,"",""
SD4994016,,,,,2025/12/25,20:00,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2025/12/24,20:57,"",""
EF99FF7NJQ,132886616,1,0,0,2025/12/25,20:15,105,2,0,来店済み,食べログネット予約,2590,A4,お席のみのご予約,"","","",2025/12/25,19:57,"",""
SD5145443,,,,,2025/12/26,17:00,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,A3,"","","","",2025/12/26,08:57,"",""
SD3560350,,,,,2025/12/26,18:00,105,4,0,ユーザーキャンセル,HOT PEPPERグルメネット予約,0,A1,"","","","",2025/12/12,17:06,"",""
SD3713837,,,,,2025/12/26,18:00,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2025/12/13,20:28,"",""
SD4419470,,,,,2025/12/26,18:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2025/12/19,21:43,"",""
SD4668190,,,,,2025/12/27,14:00,105,4,0,ユーザーキャンセル,HOT PEPPERグルメネット予約,0,A1,"","","","",2025/12/21,23:38,"",""
SD5025061,,,,,2025/12/27,17:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2025/12/25,07:33,"",""
SD5111735,,,,,2025/12/27,17:00,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2025/12/25,21:00,"",""
SD2182711,,,,,2025/12/27,17:30,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A3,"","","","",2025/11/30,21:49,"",""
SD5198774,,,,,2025/12/27,17:30,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2025/12/26,17:55,"",""
SD3445386,,,,,2025/12/27,18:00,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A5,"","","","",2025/12/11,17:57,"",""
DPP6GLXJG5,128291702,1,0,0,2025/12/27,19:00,105,4,0,来店済み,食べログネット予約,0,A1,お席のみのご予約,"","","",2025/11/17,17:53,"",""
SD4748744,,,,,2025/12/27,19:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2025/12/22,19:44,"",""
SD3904123,,,,,2025/12/28,11:30,105,6,0,来店済み,HOT PEPPERグルメネット予約,0,D1,"","","","",2025/12/15,17:21,"",""
SD5190185,,,,,2025/12/28,12:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2025/12/26,17:00,"",""
SD4793808,,,,,2025/12/28,16:00,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2025/12/23,07:13,"",""
SD5400926,,,,,2025/12/28,16:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2025/12/28,11:34,"",""
E7GLCJEEFQ,132323495,1,0,0,2025/12/28,17:00,135,5,0,来店済み,食べログネット予約,0,D1,【各種120分飲み放題付】生サムギョプサルペゴパヨコース◆自家製キムチ盛りやサムギョプサルを楽しむ,"","","",2025/12/20,18:51,"",""
SD2690865,,,,,2025/12/28,17:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2025/12/05,09:59,"",""
SD5061424,,,,,2025/12/28,18:30,105,5,0,ユーザーキャンセル,HOT PEPPERグルメネット予約,0,"B1, B2","","","","",2025/12/25,15:14,"",""
SD5247493,,,,,2025/12/28,18:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2025/12/26,23:45,"",""
SD5423329,,,,,2025/12/28,18:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2025/12/28,14:54,"",""
SD5200651,,,,,2025/12/28,20:00,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2025/12/26,18:06,"",""
SD4481476,,,,,2025/12/29,17:00,105,5,0,来店済み,HOT PEPPERグルメネット予約,0,D1,"","","","",2025/12/20,14:19,"",""
SD5487545,,,,,2025/12/29,17:00,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2025/12/28,22:05,"",""
SD2863355,,,,,2025/12/29,18:00,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2025/12/06,17:00,"",""
SD3408725,,,,,2025/12/29,18:00,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,A3,"","","","",2025/12/11,12:10,"",""
SD3551479,,,,,2025/12/29,18:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2025/12/12,15:45,"",""
SD4972213,,,,,2025/12/29,18:00,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A5,"","","","",2025/12/24,18:24,"",""
SD5378296,,,,,2025/12/29,18:30,105,2,0,ユーザーキャンセル,HOT PEPPERグルメネット予約,0,"","","","","",2025/12/28,01:38,"",""
SD5061708,,,,,2025/12/29,19:00,105,5,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2025/12/25,15:06,"",""
SD5414907,,,,,2025/12/29,19:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2025/12/28,13:31,"",""
SD5371961,,,,,2025/12/29,20:00,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2025/12/27,23:27,"",""
SD5554956,,,,,2025/12/30,11:30,75,4,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2025/12/29,16:15,"",""
SD5529028,,,,,2025/12/30,12:00,75,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2025/12/29,12:25,"",""
SD5624580,,,,,2025/12/30,13:00,75,3,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2025/12/30,09:11,"",""
SD3614038,,,,,2025/12/30,17:00,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2025/12/12,23:08,"",""
SD2942733,,,,,2025/12/30,18:30,105,5,0,来店済み,HOT PEPPERグルメネット予約,0,D1,"","","","",2025/12/07,11:43,"",""
JJDCMKKAHQ,129679552,1,0,0,2025/12/30,18:45,135,8,0,来店済み,食べログネット予約,0,"A3, A5",【ハイボール、レモンサワー120分飲み放題付】チュクミサムギョプサルライトコース◆チュクミサムギョプサルやチヂミ、キンパを楽しめるお値打ちなプラン,"","","",2025/11/29,17:45,"",""
SD3491332,,,,,2025/12/30,19:00,105,7,0,来店済み,HOT PEPPERグルメネット予約,0,"B1, B3","","","","",2025/12/11,22:31,"",""
