予約No,顧客No,来店数,キャンセル数,連絡なしキャンセル数,来店日,来店時間,滞在時間,人数,お子様人数,ステータス,受付窓口,Vポイント,卓,コース,メニュー/コース,予約属性,予約メモ,作成日,作成時間,インポート時に指定した作成日,インポート時に指定した作成時間
SDJ866966,,,,,2026/04/25,16:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/04/25,16:03,"",""
SDH625263,,,,,2026/04/25,17:00,105,5,0,来店済み,HOT PEPPERグルメネット予約,0,"A3, A4","","","","",2026/04/14,20:35,"",""
SDF799164,,,,,2026/04/25,18:00,105,5,0,ユーザーキャンセル,HOT PEPPERグルメネット予約,0,D1,"","","","",2026/03/29,22:25,"",""
SDJ730949,,,,,2026/04/25,18:30,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/04/24,16:00,"",""
SDJ813808,,,,,2026/04/25,19:00,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/04/25,08:12,"",""
SDJ886724,,,,,2026/04/25,19:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/04/25,17:46,"",""
SDH436140,,,,,2026/04/25,19:30,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/04/12,23:19,"",""
SDJ951831,,,,,2026/04/26,12:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/04/26,09:13,"",""
SDJ972244,,,,,2026/04/26,13:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,D2,"","","","",2026/04/26,12:55,"",""
SDJ969923,,,,,2026/04/26,14:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2026/04/26,12:22,"",""
QELNQRRUKR,143812920,1,0,0,2026/04/28,19:30,105,5,0,来店済み,食べログネット予約,0,D1,お席のみのご予約,"","","",2026/04/06,16:43,"",""
SDJ441981,,,,,2026/04/28,20:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/04/21,23:44,"",""
SDH360825,,,,,2026/04/29,11:30,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/04/12,12:29,"",""
SDK306142,,,,,2026/04/29,11:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/04/28,22:13,"",""
SDK146249,,,,,2026/04/29,12:30,105,6,0,来店済み,HOT PEPPERグルメネット予約,0,D1,"","","","",2026/04/27,19:34,"",""
SDJ880828,,,,,2026/04/29,17:00,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/04/25,17:20,"",""
SDK397125,,,,,2026/04/29,18:00,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,A5,"","","","",2026/04/29,16:57,"",""
SDK277165,,,,,2026/04/29,18:30,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,A3,"","","","",2026/04/28,19:22,"",""
SDK332338,,,,,2026/04/29,19:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/04/29,08:13,"",""
SDH723805,,,,,2026/04/29,20:00,105,2,0,ユーザーキャンセル,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/04/15,19:37,"",""
SDJ152606,,,,,2026/04/29,20:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2026/04/19,13:32,"",""
SDK442636,,,,,2026/04/29,20:45,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/04/29,20:33,"",""
SDK443094,,,,,2026/04/29,20:45,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/04/29,20:44,"",""
SDJ333211,,,,,2026/04/30,11:30,105,2,0,ユーザーキャンセル,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/04/20,23:43,"",""
SDK468310,,,,,2026/04/30,11:30,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/04/29,23:36,"",""
SDK535194,,,,,2026/04/30,17:15,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,D2,"","","","",2026/04/30,17:14,"",""
SDK535629,,,,,2026/04/30,17:15,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2026/04/30,17:09,"",""
SDJ125369,,,,,2026/04/30,17:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/04/19,08:22,"",""
SDK535584,,,,,2026/04/30,18:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/04/30,17:26,"",""
SDK547459,,,,,2026/04/30,18:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B1,"","","","",2026/04/30,18:25,"",""
SDH828326,,,,,2026/04/30,19:00,105,7,0,来店済み,HOT PEPPERグルメネット予約,0,"A3, A5","","","","",2026/04/16,19:20,"",""
