予約No,顧客No,来店数,キャンセル数,連絡なしキャンセル数,来店日,来店時間,滞在時間,人数,お子様人数,ステータス,受付窓口,Vポイント,卓,コース,メニュー/コース,予約属性,予約メモ,作成日,作成時間,インポート時に指定した作成日,インポート時に指定した作成時間
SDB365134,,,,,2026/03/07,12:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/02/24,12:11,"",""
SDC669937,,,,,2026/03/07,12:00,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/06,21:45,"",""
SDC717280,,,,,2026/03/07,14:30,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/07,12:35,"",""
PQ6EWZKN66,138584226,1,0,0,2026/03/07,17:00,135,12,0,来店済み,食べログネット予約,0,"B1, B2, B3, B4",【ハイボール、レモンサワー120分飲み放題付】チーズダッカルビライトコース◆チーズダッカルビやキムチを楽しむお値打ちなプラン,"","","",2026/02/18,15:11,"",""
SDC385499,,,,,2026/03/07,17:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/04,18:54,"",""
N67PJT3NVS,140004811,1,0,0,2026/03/07,17:30,105,5,0,来店済み,食べログネット予約,0,D1,お席のみのご予約,"","","",2026/03/03,19:51,"",""
SDC262295,,,,,2026/03/07,18:30,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/03/03,18:17,"",""
SDC429102,,,,,2026/03/07,19:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/04,23:42,"",""
SDC437474,,,,,2026/03/07,19:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/05,07:48,"",""
SDC460927,,,,,2026/03/07,19:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/05,12:36,"",""
SDC825181,,,,,2026/03/08,11:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2026/03/08,09:48,"",""
SDC814261,,,,,2026/03/08,12:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/08,00:52,"",""
SDC680310,,,,,2026/03/08,17:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/06,23:23,"",""
SD9580846,,,,,2026/03/10,17:00,105,2,0,店舗キャンセル,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/02/07,20:38,"",""
SDC500809,,,,,2026/03/11,18:00,105,4,0,ユーザーキャンセル,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/03/05,18:16,"",""
SDD107443,,,,,2026/03/11,18:30,105,5,0,来店済み,HOT PEPPERグルメネット予約,0,D1,"","","","",2026/03/10,18:23,"",""
SDD238547,,,,,2026/03/11,20:00,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/03/11,19:47,"",""
SDC623121,,,,,2026/03/12,12:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/06,17:39,"",""
SDD278752,,,,,2026/03/12,17:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/12,00:39,"",""
SDC654626,,,,,2026/03/13,17:30,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/06,20:15,"",""
SDD389979,,,,,2026/03/13,17:30,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/12,22:58,"",""
SDA614286,,,,,2026/03/13,18:00,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/02/17,19:51,"",""
PG4TQJ7WFW,140047698,1,0,0,2026/03/13,19:00,135,7,0,来店済み,食べログネット予約,0,"A3, A5",【各種120分飲み放題付】チュクミサムギョプサルスタンダードコース◆チュクミサムギョプサルや韓国のり、チヂミ、キンパなどを楽しむ,"","","",2026/03/04,07:04,"",""
SDC448258,,,,,2026/03/13,19:30,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/05,18:55,"",""
SDD552575,,,,,2026/03/14,13:00,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/14,12:15,"",""
SDD442285,,,,,2026/03/14,15:30,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/03/13,14:56,"",""
P4YA4MPLCE,139425485,1,0,0,2026/03/14,16:00,105,5,0,来店済み,食べログネット予約,0,D1,お席のみのご予約,"","","",2026/02/26,16:02,"",""
SDD552596,,,,,2026/03/14,16:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/14,12:16,"",""
SDD110770,,,,,2026/03/14,18:00,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/03/10,18:36,"",""
SDD484960,,,,,2026/03/14,18:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/13,19:39,"",""
SDD311864,,,,,2026/03/14,18:30,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A3,"","","","",2026/03/12,13:34,"",""
SDD400523,,,,,2026/03/14,19:30,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,A5,"","","","",2026/03/13,07:51,"",""
SDA214401,,,,,2026/03/15,12:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/02/13,22:11,"",""
SDD677261,,,,,2026/03/15,13:30,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/03/15,12:10,"",""
SDD686662,,,,,2026/03/15,14:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2026/03/15,13:51,"",""
SDD673195,,,,,2026/03/15,16:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/15,11:39,"",""
SDD713518,,,,,2026/03/15,18:00,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/15,17:17,"",""
SDD720748,,,,,2026/03/15,18:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/15,17:47,"",""
SDD706803,,,,,2026/03/15,18:30,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/15,16:42,"",""
SDD508116,,,,,2026/03/15,19:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/13,22:04,"",""
SDD871497,,,,,2026/03/17,17:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/16,21:40,"",""
LFV4GUWKYA,141603906,1,0,0,2026/03/17,17:45,105,3,0,来店済み,食べログネット予約,0,A1,お席のみのご予約,"","","",2026/03/17,16:44,"",""
SDD884900,,,,,2026/03/17,18:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2026/03/16,23:23,"",""
SDD953911,,,,,2026/03/17,18:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/17,17:55,"",""
SDD125309,,,,,2026/03/17,19:30,105,3,0,ユーザーキャンセル,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/03/10,20:04,"",""
SDD606944,,,,,2026/03/17,19:30,105,5,0,来店済み,HOT PEPPERグルメネット予約,0,D1,"","","","",2026/03/14,18:10,"",""
SDE024046,,,,,2026/03/18,17:00,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/03/18,15:46,"",""
SDE062275,,,,,2026/03/18,20:00,105,6,0,来店済み,HOT PEPPERグルメネット予約,0,D1,"","","","",2026/03/18,15:51,"",""
SDE028833,,,,,2026/03/19,11:30,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/03/18,09:45,"",""
SDE145046,,,,,2026/03/19,12:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/19,00:07,"",""
SDD199359,,,,,2026/03/19,17:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/11,15:10,"",""
SDE102058,,,,,2026/03/19,17:30,105,6,0,来店済み,HOT PEPPERグルメネット予約,0,D1,"","","","",2026/03/18,19:27,"",""
SDE209132,,,,,2026/03/19,18:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/19,17:11,"",""
SDE236344,,,,,2026/03/19,20:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/19,19:38,"",""
SDE277764,,,,,2026/03/20,12:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/19,23:44,"",""
SDE130085,,,,,2026/03/20,13:00,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/18,22:00,"",""
SDE310375,,,,,2026/03/20,18:30,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/20,12:01,"",""
SDE372297,,,,,2026/03/20,18:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/20,18:04,"",""
SDE380052,,,,,2026/03/20,18:45,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/20,18:41,"",""
SDE250294,,,,,2026/03/20,19:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/19,20:55,"",""
SDD695542,,,,,2026/03/21,12:30,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/03/15,15:19,"",""
SDE471911,,,,,2026/03/21,14:30,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/21,14:23,"",""
SDE491146,,,,,2026/03/21,17:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/21,16:47,"",""
SDD887002,,,,,2026/03/21,17:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/17,00:06,"",""
SDE415546,,,,,2026/03/21,17:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2026/03/20,22:29,"",""
SDE420172,,,,,2026/03/21,17:30,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/03/20,23:08,"",""
SDD406268,,,,,2026/03/21,19:00,105,2,0,ユーザーキャンセル,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/13,09:08,"",""
SDE297844,,,,,2026/03/21,19:00,105,6,0,来店済み,HOT PEPPERグルメネット予約,0,D1,"","","","",2026/03/20,09:45,"",""
SDE432038,,,,,2026/03/21,19:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/21,07:28,"",""
SDE546801,,,,,2026/03/22,11:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/21,21:03,"",""
SDE446866,,,,,2026/03/22,12:00,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/03/21,11:07,"",""
SDE550617,,,,,2026/03/22,12:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2026/03/21,21:15,"",""
SDE597311,,,,,2026/03/22,13:00,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A3,"","","","",2026/03/22,12:48,"",""
SDD778361,,,,,2026/03/22,17:00,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/03/16,08:07,"",""
SDE580502,,,,,2026/03/22,17:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/22,10:44,"",""
SDE615214,,,,,2026/03/22,17:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/22,15:33,"",""
SDE652760,,,,,2026/03/22,18:15,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/22,18:13,"",""
SDE566197,,,,,2026/03/22,18:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2026/03/22,01:43,"",""
SDE315601,,,,,2026/03/22,19:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/20,12:18,"",""
SDE669671,,,,,2026/03/22,19:45,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/22,19:34,"",""
SDE611007,,,,,2026/03/22,20:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/22,14:44,"",""
SDE933463,,,,,2026/03/24,18:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/24,18:27,"",""
SDE942106,,,,,2026/03/24,19:00,105,6,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/24,18:50,"",""
SDF020837,,,,,2026/03/25,11:45,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/25,11:43,"",""
SDE695994,,,,,2026/03/25,12:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/22,23:53,"",""
SDF022009,,,,,2026/03/25,12:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/25,11:58,"",""
SDD232377,,,,,2026/03/25,18:30,105,6,0,来店済み,HOT PEPPERグルメネット予約,0,D1,"","","","",2026/03/11,19:00,"",""
SDE312542,,,,,2026/03/25,19:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/20,12:05,"",""
SDF074506,,,,,2026/03/26,11:30,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/03/25,18:02,"",""
SDF164278,,,,,2026/03/26,13:00,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,A3,"","","","",2026/03/26,11:54,"",""
SDD672289,,,,,2026/03/26,18:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/15,11:24,"",""
SDF224436,,,,,2026/03/26,19:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2026/03/26,18:08,"",""
SDF262239,,,,,2026/03/26,20:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/26,20:18,"",""
SDF334474,,,,,2026/03/27,12:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2026/03/27,12:29,"",""
SDF335314,,,,,2026/03/27,12:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/27,12:27,"",""
RAT878337,,,,,2026/03/27,18:30,105,23,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/02/18,19:18,"",""
SDE629669,,,,,2026/03/28,12:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/22,16:50,"",""
SDF513121,,,,,2026/03/28,12:45,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/28,12:34,"",""
SDF513164,,,,,2026/03/28,12:45,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/28,12:35,"",""
SDF521310,,,,,2026/03/28,13:30,105,2,0,ユーザーキャンセル,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/28,13:15,"",""
SDF521441,,,,,2026/03/28,13:30,105,2,0,ユーザーキャンセル,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/28,13:16,"",""
SDF521850,,,,,2026/03/28,13:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/28,13:17,"",""
SDE735134,,,,,2026/03/28,14:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/23,13:43,"",""
SDF530577,,,,,2026/03/28,14:30,105,3,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/28,14:18,"",""
SDE670742,,,,,2026/03/28,17:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2026/03/22,19:45,"",""
SDF257594,,,,,2026/03/28,17:00,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,A1,"","","","",2026/03/26,20:01,"",""
SDF428785,,,,,2026/03/28,17:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A3,"","","","",2026/03/27,19:45,"",""
SDF500425,,,,,2026/03/28,17:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/28,11:42,"",""
SDC119368,,,,,2026/03/28,18:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/02,13:29,"",""
SDF348253,,,,,2026/03/28,18:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,D2,"","","","",2026/03/27,13:39,"",""
SDF453433,,,,,2026/03/28,18:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A5,"","","","",2026/03/27,21:57,"",""
SDC365387,,,,,2026/03/28,20:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/05,00:09,"",""
SDF497014,,,,,2026/03/28,20:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2026/03/28,11:22,"",""
XD9LH99UW9,142754426,1,0,0,2026/03/29,11:30,105,4,0,来店済み,食べログネット予約,0,A1,お席のみのご予約,"","","",2026/03/27,17:07,"",""
SDF473589,,,,,2026/03/29,12:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2026/03/28,03:05,"",""
SDF649918,,,,,2026/03/29,12:00,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,A3,"","","","",2026/03/29,02:53,"",""
SDF637702,,,,,2026/03/29,12:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,D2,"","","","",2026/03/28,22:36,"",""
SDF680866,,,,,2026/03/29,12:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/29,12:21,"",""
SDF456592,,,,,2026/03/29,13:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/27,22:10,"",""
SDF684717,,,,,2026/03/29,13:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/29,12:45,"",""
SDF691567,,,,,2026/03/29,13:45,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/29,13:32,"",""
SDF697615,,,,,2026/03/29,14:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/29,13:54,"",""
SDF708966,,,,,2026/03/29,15:45,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/29,15:30,"",""
SDF709916,,,,,2026/03/29,15:45,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/29,15:35,"",""
SDF716024,,,,,2026/03/29,16:15,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/29,16:14,"",""
SDF716234,,,,,2026/03/29,16:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/29,16:18,"",""
SDF717963,,,,,2026/03/29,16:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/29,16:25,"",""
SDF719723,,,,,2026/03/29,16:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/29,16:27,"",""
SDF718476,,,,,2026/03/29,16:45,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/29,16:36,"",""
SDF720562,,,,,2026/03/29,16:45,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/29,16:41,"",""
SDF722595,,,,,2026/03/29,16:45,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/29,16:42,"",""
SDD858477,,,,,2026/03/29,18:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/16,20:19,"",""
SDF262682,,,,,2026/03/29,18:30,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2026/03/26,20:11,"",""
SDF741149,,,,,2026/03/29,20:00,105,4,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/29,17:42,"",""
SDF785543,,,,,2026/03/29,21:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,"","","","","",2026/03/29,20:46,"",""
SDF801228,,,,,2026/03/31,18:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,A4,"","","","",2026/03/29,22:48,"",""
SDG054890,,,,,2026/03/31,19:00,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,B2,"","","","",2026/03/31,18:50,"",""
SDG060923,,,,,2026/03/31,19:15,105,2,0,来店済み,HOT PEPPERグルメネット予約,0,D2,"","","","",2026/03/31,19:14,"",""
