business_date,entry_16_bucket,mean_duration_min,mean_sales_per_guest,mean_guests,n_bills,day_sales_total,day_sales_category
2025/06/12,16時以降入店,106.40079365079364,2599.095238095238,2.6666666666666665,21,146088,低売上日
2025/06/13,16時以降入店,110.33623188405797,4099.176811594203,2.739130434782609,23,230362,高売上日
2025/06/14,16時以降入店,107.97847222222221,2783.0208333333335,2.2916666666666665,24,210761,高売上日
2025/06/14,16時前入店,74.7090909090909,2846.3333333333335,1.9090909090909092,11,210761,高売上日
2025/06/15,16時以降入店,80.21342592592593,2466.260185185185,2.5555555555555554,36,263732,高売上日
2025/06/15,16時前入店,58.89047619047619,2612.452380952381,2.142857142857143,7,263732,高売上日
2025/06/16,16時以降入店,97.88840579710146,2714.2702898550724,2.260869565217391,23,131788,低売上日
2025/06/17,16時以降入店,88.36111111111111,3173.4444444444443,2.111111111111111,18,116070,低売上日
2025/06/18,16時以降入店,91.4925925925926,2597.538888888889,2.3333333333333335,18,103396,低売上日
2025/06/19,16時以降入店,91.82733333333334,2379.058,2.2,25,130452,低売上日
2025/06/20,16時以降入店,95.42916666666667,2839.4770408163267,2.5714285714285716,28,202271,高売上日
2025/06/21,16時以降入店,87.23725490196078,2786.5245098039213,2.3823529411764706,34,251303,高売上日
2025/06/21,16時前入店,108.87857142857142,1912.5833333333333,2.4285714285714284,7,251303,高売上日
2025/06/22,16時以降入店,85.76666666666667,2885.1487654320986,2.2962962962962963,27,216986,高売上日
2025/06/22,16時前入店,87.66190476190476,2792.761904761905,2.142857142857143,7,216986,高売上日
2025/06/23,16時以降入店,108.20588235294117,3711.3725490196075,2.235294117647059,17,138821,低売上日
2025/06/24,16時以降入店,87.90757575757576,2917.890909090909,2.1363636363636362,22,136495,低売上日
2025/06/25,16時以降入店,92.48863636363636,2925.1727272727276,2.3636363636363638,22,159383,低売上日
2025/06/26,16時以降入店,116.49880952380953,2812.648809523809,2.4285714285714284,14,97038,低売上日
2025/06/27,16時以降入店,92.87929292929293,2861.118686868687,2.3333333333333335,33,212977,高売上日
2025/06/28,16時以降入店,91.75555555555556,2897.4641414141415,2.4242424242424243,33,271712,高売上日
2025/06/28,16時前入店,97.25,2680.7,2.0,10,271712,高売上日
2025/06/29,16時以降入店,104.87986111111111,3552.4791666666665,2.125,24,299774,高売上日
2025/06/29,16時前入店,96.5686274509804,3465.470588235294,2.0,17,299774,高売上日
2025/06/30,16時以降入店,102.11363636363636,3421.0651515151517,2.5,22,195828,高売上日
2025/07/01,16時以降入店,106.60533333333333,3452.47,2.52,25,212728,高売上日
2025/07/02,16時以降入店,106.27105263157895,3099.9929824561405,3.4210526315789473,19,227898,高売上日
2025/07/03,16時以降入店,101.50733333333334,3068.96,2.16,25,163590,低売上日
2025/07/04,16時以降入店,90.87916666666668,3063.592261904762,2.2857142857142856,28,197880,高売上日
2025/07/05,16時以降入店,89.49375,2603.6901041666665,2.375,32,240192,高売上日
2025/07/05,16時前入店,72.66666666666667,2394.7571428571428,2.4285714285714284,7,240192,高売上日
2025/07/06,16時以降入店,143.86923076923077,3146.623018648019,2.6538461538461537,26,292742,高売上日
2025/07/06,16時前入店,89.18703703703704,3184.9814814814813,2.3333333333333335,9,292742,高売上日
2025/07/07,16時以降入店,81.17045454545455,3325.174242424242,2.1363636363636362,22,157104,低売上日
2025/07/08,16時以降入店,94.56136363636364,3789.2098484848484,2.1818181818181817,22,181438,低売上日
2025/07/09,16時以降入店,108.32348484848485,2991.4545454545455,2.772727272727273,22,185343,低売上日
2025/07/10,16時以降入店,101.31960784313726,3470.4196078431373,2.6470588235294117,17,141168,低売上日
2025/07/11,16時以降入店,91.76602564102564,2706.5673076923076,2.8076923076923075,26,211079,高売上日
2025/07/12,16時以降入店,91.35138888888889,3013.1805555555557,2.2222222222222223,36,289739,高売上日
