business_date,entry_16_bucket,mean_duration_min,mean_sales_per_guest,mean_guests,n_bills,day_sales_total,day_sales_category
2025/05/10,16時以降入店,97.72380952380952,2822.708333333333,2.3214285714285716,28,168066,低売上日
2025/05/11,16時以降入店,98.9375,2703.067857142857,2.2857142857142856,28,202146,高売上日
2025/05/11,16時前入店,86.92500000000001,2484.375,2.0,4,202146,高売上日
2025/05/12,16時以降入店,92.22254901960784,2428.7372549019606,2.588235294117647,17,102287,低売上日
2025/05/13,16時以降入店,98.16111111111111,7329.4537037037035,2.6666666666666665,9,242732,高売上日
2025/05/14,16時以降入店,112.5090909090909,2685.3719696969697,2.4545454545454546,22,148060,低売上日
2025/05/15,16時以降入店,110.15263157894738,3092.9605263157896,2.3157894736842106,19,142624,低売上日
2025/05/16,16時以降入店,105.19166666666668,2947.464743589743,2.3846153846153846,26,183676,低売上日
2025/05/17,16時以降入店,96.25864197530863,2956.1221340388006,2.4814814814814814,27,196883,高売上日
2025/05/17,16時前入店,47.18333333333333,900.0,2.0,1,196883,高売上日
2025/05/18,16時以降入店,97.91091954022988,2647.0258620689656,3.0689655172413794,29,245439,高売上日
2025/05/18,16時前入店,122.99000000000001,2094.5833333333335,3.2,5,245439,高売上日
2025/05/19,16時以降入店,105.66428571428571,3013.9126984126983,2.4761904761904763,21,170361,低売上日
2025/05/19,16時前入店,1.6333333333333333,13200.0,1.0,1,170361,低売上日
2025/05/20,16時以降入店,115.78968253968254,3176.436507936508,2.380952380952381,21,166144,低売上日
2025/05/21,16時以降入店,98.01458333333333,2914.78125,2.1666666666666665,24,151412,低売上日
2025/05/22,16時以降入店,96.22777777777777,2734.215277777778,2.25,24,165213,低売上日
2025/05/22,16時前入店,139.7,19728.0,1.0,1,165213,低売上日
2025/05/23,16時以降入店,114.75378787878789,3485.568181818182,2.8181818181818183,22,206049,高売上日
2025/05/24,16時以降入店,86.23611111111111,2285.4694444444444,3.0,30,212064,高売上日
2025/05/24,16時前入店,44.08888888888888,942.9285714285714,3.6666666666666665,3,212064,高売上日
2025/05/25,16時以降入店,88.75245098039215,2628.5245098039213,2.176470588235294,34,191447,低売上日
2025/05/26,16時以降入店,82.26666666666667,2817.3947368421054,2.0526315789473686,19,107046,低売上日
2025/05/27,16時以降入店,108.35466666666667,3216.463333333333,2.36,25,180314,低売上日
2025/05/28,16時以降入店,99.73680555555556,2529.8866792929293,2.6666666666666665,24,172443,低売上日
2025/05/29,16時以降入店,90.61866666666667,2820.862380952381,2.4,25,171826,低売上日
2025/05/30,16時以降入店,101.96078431372548,3108.2247899159665,2.823529411764706,17,152890,低売上日
2025/05/31,16時以降入店,90.24947916666667,2852.7233630952383,2.5625,32,237285,高売上日
2025/05/31,16時前入店,61.34166666666667,2215.8125,2.25,4,237285,高売上日
2025/06/01,16時以降入店,86.98611111111111,2566.266111111111,2.433333333333333,30,274768,高売上日
2025/06/01,16時前入店,88.97692307692309,2551.394230769231,2.769230769230769,13,274768,高売上日
2025/06/02,16時以降入店,88.16234567901235,2774.1895943562613,2.4444444444444446,27,170114,低売上日
2025/06/03,16時以降入店,122.26746031746032,3188.4801587301586,2.1904761904761907,21,140154,低売上日
2025/06/04,16時以降入店,80.75493827160493,2569.6641975308644,2.5555555555555554,27,181720,低売上日
2025/06/05,16時以降入店,105.42583333333334,2629.0641666666666,2.9,20,140022,低売上日
2025/06/06,16時以降入店,92.42323232323233,2827.757575757576,2.606060606060606,33,253778,高売上日
2025/06/07,16時以降入店,102.35740740740741,2882.5055555555555,2.3333333333333335,36,330826,高売上日
2025/06/07,16時前入店,73.66923076923078,2329.630769230769,2.6153846153846154,13,330826,高売上日
2025/06/08,16時以降入店,103.45277777777778,2704.8597222222224,2.533333333333333,30,236257,高売上日
2025/06/08,16時前入店,66.67407407407407,2495.777777777778,1.8888888888888888,9,236257,高売上日
2025/06/09,16時以降入店,97.96833333333333,2794.391666666667,2.2,20,127152,低売上日
2025/06/10,16時以降入店,139.25964912280702,3374.0394736842104,2.3684210526315788,19,146816,低売上日
2025/06/11,16時以降入店,104.77708333333334,3111.975694444445,2.5,24,194176,高売上日
