year_week,menu_name,subtotal,quantity,構成比
2026-W17,うな重 梅,105000.0,25,6.468185766295208
2026-W17,鰻贅沢コース,84000.0,14,5.174548613036166
2026-W17,麻布しきコース飲み放題,77000.0,7,4.743336228616486
2026-W17,鰻満喫コース飲み放題,75600.0,6,4.65709375173255
2026-W17,大将お任せコース,72000.0,4,4.435327382602428
2026-W17,uberうな重竹,71500.0,11,4.404526498001022
2026-W17,うな重 竹 定食,61600.0,14,3.7946689828931888
2026-W17,麻布しきコース,58960.0,7,3.6320403121977667
2026-W17,とり天定食,49500.0,45,3.0492875755391697
2026-W17,チキン南蛮定食,46800.0,39,2.8829627986915787
2026-W17,ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ,43890.0,57,2.7037016503113973
2026-W17,鰻満喫コース,43200.0,4,2.661196429561457
2026-W17,うな重 梅 定食,36300.0,11,2.2361442220620575
2026-W17,うな重 松,34500.0,5,2.125261037496997
2026-W17,うな重 松 定食,33000.0,6,2.0328583836927794
2026-W17,白州,32890.0,23,2.02608218908047
2026-W17,uberうな重松,30800.0,4,1.8973344914465944
2026-W17,お通し,27720.0,42,1.7076010423019348
2026-W17,鰻玉丼定食,27500.0,10,1.6940486530773162
2026-W17,出前館うな重梅,26400.0,2,1.6262867069542237
2026-W17,サバ定食,25200.0,21,1.55236458391085
2026-W17,ランチ麻布しきコース,25200.0,4,1.55236458391085
2026-W17,uberうな重梅肝焼き,24500.0,5,1.5092433454688818
2026-W17,TO)うな重 松,20700.0,3,1.275156622498198
2026-W17,穴子天丼定食,19500.0,13,1.2012344994548243
2026-W17,しょうが焼き定食,19200.0,16,1.182753968693981
2026-W17,豚しゃぶ定食,19200.0,16,1.182753968693981
2026-W17,う巻 上,15000.0,5,0.9240265380421726
2026-W17,お刺身盛合せ,14960.0,8,0.9215624672740601
2026-W17,uber白焼き,14400.0,2,0.8870654765204856
2026-W17,カキフライ定食,14400.0,8,0.8870654765204856
2026-W17,uberうな重梅,13200.0,3,0.8131433534771119
2026-W17,うなぎ白焼き,12000.0,2,0.739221230433738
2026-W17,うな重 竹,11600.0,2,0.7145805227526135
2026-W17,肝焼き,10800.0,18,0.6652991073903642
2026-W17,エビフライ定食,10800.0,6,0.6652991073903642
2026-W17,出前館うな重梅肝焼き,9800.0,2,0.6036973381875528
2026-W17,TO)うなぎ蒲焼,9600.0,2,0.5913769843469905
2026-W17,角ハイボール,8700.0,12,0.5359353920644602
2026-W17,自家製レモンサワー,8100.0,9,0.49897433054277324
2026-W17,馬刺し,7700.0,5,0.4743336228616486
2026-W17,出前館うな重松,7700.0,1,0.4743336228616486
2026-W17,牡蠣フライ(2個),7700.0,7,0.4743336228616486
2026-W17,ﾊｰﾌうなぎ白焼き,7200.0,2,0.4435327382602428
2026-W17,海鮮丼,7200.0,4,0.4435327382602428
2026-W17,とんかつ定食,7200.0,4,0.4435327382602428
2026-W17,大和芋の磯辺揚,6600.0,6,0.40657167673855593
2026-W17,常山,6600.0,4,0.40657167673855593
2026-W17,出前館うな重竹,6500.0,1,0.4004114998182748
2026-W17,シーザー風サラダ,6400.0,4,0.39425132289799364
2026-W17,酔鯨,6050.0,5,0.37269070367700957
2026-W17,uberチキン南蛮弁当,5700.0,3,0.35113008445602556
2026-W17,筍焼き,5390.0,7,0.332033536003154
2026-W17,コーラ,4950.0,9,0.30492875755391696
2026-W17,鰻ハム天ぷら,4950.0,3,0.30492875755391696
2026-W17,ロケットとり天弁当,4800.0,4,0.29568849217349524
2026-W17,ランチ蒲焼,4800.0,1,0.29568849217349524
