year_week,category1,subtotal,quantity,構成比
2026-W05,コース&セット,144800.0,21,21.731952573915652
2026-W05,ジャパニーズカクテル,86700.0,48,13.012156686177399
2026-W05,オリジナルカクテル,63500.0,36,9.530241632898093
2026-W05,その他,55000.0,122,8.254539996998348
2026-W05,ワイン（グラス）,54200.0,36,8.134473960678374
2026-W05,スナック,35100.0,31,5.267897343538946
2026-W05,ワイン,34500.0,5,5.177847816298964
2026-W05,ウイスキー,32400.0,19,4.8626744709590275
2026-W05,ウイスキー（ハイボール・ボトル・オリジナル）,27600.0,19,4.142278253039171
2026-W05,ジャパニーズウイスキー,27000.0,14,4.052228725799189
2026-W05,アラカルト,16500.0,13,2.4763619990995047
2026-W05,ビール,16400.0,14,2.4613537445595077
2026-W05,未設定,14000.0,20,2.1011556355995795
2026-W05,カクテル,10000.0,6,1.5008254539997
2026-W05,ご飯もの,9600.0,6,1.4407924358397117
2026-W05,日本酒,8500.0,5,1.2757016358997448
2026-W05,ドリンク,7200.0,6,1.0805943268797837
2026-W05,ソフトドリンク,6000.0,7,0.9004952723998199
2026-W05,黒板メニュー,5400.0,3,0.8104457451598379
2026-W05,デザート,4800.0,4,0.7203962179198559
2026-W05,ジン,4500.0,3,0.675371454299865
2026-W05,ノンアルコールカクテル,2600.0,2,0.39021461803992197
