business_hour,account_total,customer_count,account_id,客単価,time_bucket
17,158882.0,29,5,5478.689655172414,その他
18,238378.0,62,27,3844.8064516129034,18-20時
19,492529.0,118,53,4173.974576271186,18-20時
20,2281096.0,464,121,4916.1551724137935,20-22時
21,2391758.0,496,143,4822.092741935484,20-22時
22,1677194.0,373,111,4496.498659517426,22-24時
23,1187721.0,270,76,4398.966666666666,22-24時
24,245345.0,68,21,3608.014705882353,24-26時
25,78853.0,21,5,3754.904761904762,24-26時
