year_week,menu_name,subtotal,quantity,構成比
2026-W07,串大亀コース【6000】,144000.0,24,10.267570022688478
2026-W07,鍋かめやコース【5000】,100000.0,20,7.130256960200332
2026-W07,生ビール,93720.0,142,6.68247682309975
2026-W07,お通し,81180.0,246,5.78834260029063
2026-W07,角ハイボール,68390.0,91,4.876382735081007
2026-W07,串かめやコース【5000】,65000.0,13,4.6346670241302155
2026-W07,かめやハイボール,32340.0,50,2.3059251009287873
2026-W07,アスパラ肉巻き,28050.0,85,2.000037077336193
2026-W07,こだわり酒場のレモンサワー,25300.0,46,1.8039550109306839
2026-W07,豚しそ巻き,22880.0,80,1.6314027924938361
2026-W07,ジャスミンハイ,22250.0,29,1.586482173644574
2026-W07,レタス巻き,21290.0,63,1.5180317068266507
2026-W07,のりチーズ,21120.0,64,1.50591026999431
2026-W07,万能ネギのしゃぶ串,19470.0,59,1.3882610301510045
2026-W07,記憶に残るポテトサラダ,19448.0,26,1.3866923736197605
2026-W07,瓶ビール【赤星】,17710.0,23,1.2627685076514787
2026-W07,ウーロンハイ,16545.0,27,1.179701014065145
2026-W07,緑茶ハイ,15955.0,31,1.1376324979999628
2026-W07,こだわりレモン【メガ】,14960.0,17,1.0666864412459696
2026-W07,富乃宝山（芋）,14850.0,22,1.0588431585897493
2026-W07,つくね,13244.0,43,0.944331231808932
2026-W07,大那【超辛口純米】,13200.0,10,0.9411939187464438
2026-W07,枝豆,12958.0,31,0.923938696902759
2026-W07,豚串,12540.0,38,0.8941342228091216
2026-W07,グレープフルーツサワー,12100.0,22,0.8627610921842401
2026-W07,うずら肉巻き串,12100.0,44,0.8627610921842401
2026-W07,鶏唐揚げ,11968.0,16,0.8533491529967756
2026-W07,鳳凰美田【剱】,11880.0,9,0.8470745268717994
2026-W07,シャカシャカポテト,11484.0,18,0.818838709309406
2026-W07,焼き鳥【皮】,11396.0,37,0.8125640831844299
2026-W07,揚げ餃子,11000.0,20,0.7843282656220365
2026-W07,えびしそチーズおろしポン酢,10950.0,30,0.7807631371419363
2026-W07,ウーロン茶,10780.0,28,0.7686417003095958
2026-W07,椎茸肉巻き,10164.0,33,0.7247193174347617
2026-W07,焼きおにぎり,10032.0,24,0.7153073782472973
2026-W07,抹茶ハイ,9985.0,14,0.7119561574760032
2026-W07,焼き鳥【もも】,9856.0,32,0.7027581259973447
2026-W07,えのき肉巻き,9548.0,31,0.6807969345599276
2026-W07,豆苗しゃぶ串,9240.0,30,0.6588357431225106
2026-W07,焼き鳥【せせり】塩,9240.0,30,0.6588357431225106
2026-W07,梅水晶,8976.0,17,0.6400118647475818
2026-W07,たたききゅうり,8910.0,18,0.6353058951538495
2026-W07,飲み放題,8800.0,4,0.6274626124976291
2026-W07,黒チーズ,7920.0,24,0.5647163512478663
2026-W07,メガビール,7315.0,7,0.5215782966386542
2026-W07,大那【ましだやコレクション】,7150.0,5,0.5098133726543237
2026-W07,紅生姜巻き,7084.0,23,0.5051074030605915
2026-W07,吉野物語,6875.0,10,0.4902051660137728
2026-W07,ピリ辛メンマ,6864.0,13,0.48942083774815076
2026-W07,タコのネギだく,6732.0,9,0.48000889856068635
2026-W07,男梅サワー,6600.0,12,0.4705969593732219
2026-W07,ミニトマト肉巻き,6578.0,23,0.4690283028419778
2026-W07,茄子の揚げ浸し,6380.0,10,0.45491039406078115
2026-W07,漬物盛り合わせ,6280.0,10,0.44778013710058084
2026-W07,ネギトロユッケ,5984.0,8,0.4266745764983878
2026-W07,わさびと食べる紅生姜のだし巻き,5940.0,9,0.4235372634358997
2026-W07,焼き鳥【レバー】,5544.0,18,0.3953014458735064
2026-W07,きつね納豆,5280.0,10,0.3764775674985775
2026-W07,忠愛【辛口純米】,5280.0,4,0.3764775674985775
2026-W07,吉四六（麦）,5280.0,8,0.3764775674985775
2026-W07,焼き鳥【ぼんじり】,5236.0,17,0.37334025443608937
2026-W07,山ねこ,5170.0,7,0.36863428484235716
2026-W07,イカの一夜干し,5148.0,6,0.3670656283111131
2026-W07,お好み焼き串,4928.0,16,0.35137906299867233
2026-W07,鬼おろしサワー【果実酒】,4675.0,7,0.33333951288936553
2026-W07,富乃宝山,4675.0,1,0.33333951288936553
2026-W07,焼き鳥【砂肝】,4620.0,15,0.3294178715612553
2026-W07,冷奴,4598.0,11,0.32784921503001124
2026-W07,キャンセル分4500,4500.0,1,0.32086156320901493
2026-W07,いぶりがっこ,4466.0,7,0.31843727584254683
2026-W07,ジャスミン茶,4400.0,10,0.31373130624881457
2026-W07,ししゃも,4400.0,8,0.31373130624881457
2026-W07,オレンジ【100%】,4400.0,10,0.31373130624881457
2026-W07,無限ゴボウフライ,4396.0,7,0.31344609597040657
2026-W07,焼き鳥【ささみ】,4312.0,14,0.3074566801238383
2026-W07,焼き鳥【軟骨】,4312.0,14,0.3074566801238383
2026-W07,2倍シャカシャカポテト,4312.0,4,0.3074566801238383
2026-W07,ジンジャーエール【瓶】,3960.0,9,0.28235817562393317
2026-W07,ニラ玉,3960.0,6,0.28235817562393317
2026-W07,カシスリキュール,3960.0,6,0.28235817562393317
2026-W07,おたる醸造【白ワイン】,3850.0,1,0.27451489296771275
2026-W07,イモフライ,3762.0,9,0.26824026684273644
2026-W07,炙り明太子,3740.0,5,0.2666716103114924
2026-W07,ニラのおひたし,3696.0,7,0.2635342972490043
2026-W07,コーラ【瓶】,3520.0,8,0.25098504499905167
2026-W07,ブラックレモンサワー,3500.0,5,0.24955899360701161
2026-W07,たこわさ,3465.0,7,0.24706340367094148
