曜日,対象週売上,過去4週平均売上,売上差,対象週客数,過去4週平均客数,客数差,対象週1人単価,過去4週平均1人単価,1人単価差,客数要因寄与,客単価要因寄与,検算
火,217164.0,178301.66666666666,38862.33333333334,52,39.333333333333336,12.666666666666664,4176.2307692307695,4707.438233034572,-531.207463803802,56263.237014347156,-24258.47418037363,32004.762833973527
水,112869.0,176039.75,-63170.75,22,35.0,-13.0,5130.409090909091,4990.791603343465,139.6174875656261,-65787.80451264161,3979.098395620344,-61808.70611702127
木,218102.0,167103.0,50999.0,43,38.75,4.25,5072.139534883721,4257.03700436828,815.1025305154417,19824.5001459105,33317.31593481868,53141.816080729186
金,382787.0,418755.25,-35968.25,76,85.5,-9.5,5036.671052631579,4909.556241586414,127.11481104516497,-47244.579647535465,10264.520991897072,-36980.05865563839
土,292461.0,383249.25,-90788.25,71,80.75,-9.75,4119.169014084507,4748.184465532622,-629.0154514481155,-43228.348213133504,-47726.547378625764,-90954.89559175927
日,179091.0,70335.0,108756.0,45,14.5,30.5,3979.8,4681.77,-701.9700000000003,132088.9425,-20883.60750000001,111205.33499999999
