year_week,category1,subtotal,quantity,構成比
2026-W02,未設定,126000.0,29,24.263431542461007
2026-W02,コース&セット,88500.0,20,17.042172154823803
2026-W02,ジャパニーズカクテル,51400.0,28,9.89793953398806
2026-W02,オリジナルカクテル,35800.0,20,6.893895628730984
2026-W02,その他,26500.0,57,5.103023300596957
2026-W02,ご飯もの,23800.0,14,4.583092624687079
2026-W02,ウイスキー（ハイボール・ボトル・オリジナル）,22000.0,15,4.236472174080493
2026-W02,ワイン,21500.0,2,4.140188715578664
2026-W02,ジャパニーズウイスキー,20200.0,10,3.8898517234739067
2026-W02,アラカルト,18300.0,13,3.5239745811669554
2026-W02,ビール,17000.0,14,3.273637589062199
2026-W02,ワイン（グラス）,14800.0,11,2.84999037165415
2026-W02,ウイスキー,13900.0,9,2.676680146350857
2026-W02,イベント,12000.0,1,2.310803004043905
2026-W02,スナック,11700.0,12,2.2530329289428077
2026-W02,ドリンク,4800.0,4,0.924321201617562
2026-W02,デザート,3600.0,3,0.6932409012131715
2026-W02,カクテル,3000.0,2,0.5777007510109763
2026-W02,サラダ,1600.0,1,0.308107067205854
2026-W02,ソフトドリンク,1600.0,2,0.308107067205854
2026-W02,ノンアルコールカクテル,1300.0,1,0.2503369921047564
