business_hour,account_total,customer_count,account_id,客単価
16,20350.0,2,1,10175.0
17,525960.0,58,19,9068.275862068966
18,3083680.0,301,85,10244.784053156147
19,2125310.0,218,61,9749.128440366972
20,556800.0,73,21,7627.397260273972
