曜日,対象週売上,過去4週平均売上,売上差,対象週客数,過去4週平均客数,客数差,対象週1人単価,過去4週平均1人単価,1人単価差,客数要因寄与,客単価要因寄与,検算
月,43030.0,178662.5,-135632.5,8,18.0,-10.0,5378.75,10085.710152116402,-4706.960152116402,-77322.30076058202,-61190.48197751323,-138512.78273809524
火,153740.0,189355.0,-35615.0,16,18.75,-2.75,9608.75,9946.207664884136,-337.45766488413574,-26888.066789215685,-5863.326927361859,-32751.393716577542
水,36280.0,231686.66666666666,-195406.66666666666,4,23.666666666666668,-19.666666666666668,9070.0,9729.523199023199,-659.5231990231987,-184861.97812372813,-9123.40425315425,-193985.38237688236
木,265040.0,272873.3333333333,-7833.333333333314,29,28.0,1.0,9139.310344827587,9435.877695298694,-296.5673504711067,9287.594020063141,-8452.169488426542,835.4245316365996
金,202170.0,295366.6666666667,-93196.66666666669,20,30.666666666666668,-10.666666666666668,10108.5,9603.8737446198,504.62625538020075,-105132.6599713056,12783.86513629842,-92348.79483500718
土,20490.0,91846.66666666667,-71356.66666666667,3,12.333333333333334,-9.333333333333334,6830.0,7371.5067340067335,-541.5067340067335,-66273.69809203142,-4151.551627384957,-70425.24971941637
