year_week,category1,subtotal,quantity,構成比
2026-W03,しゃぶしゃぶ,120300.0,28,26.726800115527315
2026-W03,前菜・一品,91600.0,51,20.350580969096445
2026-W03,ウィスキー・ジン・リキュール,61250.0,42,13.607784763724423
2026-W03,ビール・ノンアルコール,33900.0,42,7.531492301881762
2026-W03,日本酒,32320.0,20,7.1804669969563
2026-W03,飯物・〆,24570.0,21,5.458665659505455
2026-W03,温菜・揚げ物,22660.0,18,5.034324942791762
2026-W03,ソフトドリンク,19270.0,32,4.281175712603586
2026-W03,プレミア限定酒（日本酒）,16250.0,9,3.6102286107840302
2026-W03,サワー,13300.0,16,2.95483326298016
2026-W03,お茶割り,8310.0,11,1.8462153695763257
2026-W03,ワイン,3780.0,2,0.839794716846993
2026-W03,焼酎,1750.0,2,0.3887938503921264
2026-W03,果実酒,850.0,1,0.18884272733331853
2026-W03,別天地コース,0.0,274,0.0
2026-W03,サービス,0.0,3,0.0
2026-W03,松・飲み放題（コース内）,0.0,55,0.0
2026-W03,しゃぶしゃぶセット,0.0,18,0.0
