business_hour,account_total,customer_count,account_id,客単価,time_bucket
6,1257890,71,133,17716.76056338028,その他
7,197410,17,12,11612.35294117647,その他
8,189320,8,1,23665.0,その他
18,78600,0,2,inf,18-20時
19,394920,28,22,14104.285714285714,18-20時
20,12092075,3154,1638,3833.885542168675,20-22時
21,11924795,4877,2690,2445.1086733647735,20-22時
22,6135030,2069,1322,2965.2150797486706,22-24時
23,569070,66,82,8622.272727272728,22-24時
24,393670,1,56,393670.0,24-26時
25,2872530,180,146,15958.5,24-26時
26,17682742,1642,849,10769.026796589525,その他
27,14101796,1313,848,10740.134044173648,その他
28,9095650,870,657,10454.770114942528,その他
29,4394076,384,393,11442.90625,その他
