曜日,対象週売上,過去4週平均売上,売上差,対象週客数,過去4週平均客数,客数差,対象週1人単価,過去4週平均1人単価,1人単価差,客数要因寄与,客単価要因寄与,検算
月,172790,132940.0,39850.0,38,26.25,11.75,4547.105263157895,inf,-inf,inf,-inf,
火,31530,169110.0,-137580.0,19,30.0,-11.0,1659.4736842105262,5728.517126148705,-4069.0434419381786,-40633.94945697577,-99691.56432748538,-140325.51378446116
水,99900,229073.33333333334,-129173.33333333334,21,40.666666666666664,-19.666666666666664,4757.142857142857,5640.267577950505,-883.1247208076484,-102241.20261175139,-27229.678891569158,-129470.88150332055
木,79690,149670.0,-69980.0,19,30.0,-11.0,4194.210526315789,5064.710008973,-870.499482657211,-50924.06294408834,-21327.23732510167,-72251.30026919002
金,161430,219996.66666666666,-58566.66666666666,36,40.0,-4.0,4484.166666666667,5289.275489385167,-805.1088227185,-19546.88431210367,-30594.135263303004,-50141.01957540667
土,206430,309953.3333333333,-103523.33333333331,41,48.666666666666664,-7.666666666666664,5034.878048780488,6429.706273258905,-1394.8282244784168,-43947.57323448433,-62534.79873078235,-106482.37196526668
日,185930,303323.3333333333,-117393.33333333331,37,48.333333333333336,-11.333333333333336,5025.135135135135,6221.290043290043,-1196.1549081549083,-63729.742677742695,-51035.94274794276,-114765.68542568546
