year_week,category1,subtotal,quantity,構成比
2026-W01,ジャパニーズカクテル,88800.0,49,19.941612396137433
2026-W01,オリジナルカクテル,66100.0,37,14.843925443521222
2026-W01,未設定,56000.0,15,12.57579160116775
2026-W01,その他,54600.0,98,12.261396811138559
2026-W01,ご飯もの,25600.0,15,5.748933303390973
2026-W01,スナック,25200.0,23,5.659106220525489
2026-W01,アラカルト,21700.0,15,4.8731192454525045
2026-W01,ノンアルコールカクテル,21000.0,14,4.715921850437907
2026-W01,ワイン（グラス）,20600.0,14,4.626094767572423
2026-W01,ビール,16400.0,14,3.682910397484842
2026-W01,ウイスキー（ハイボール・ボトル・オリジナル）,7200.0,5,1.6168874915787108
2026-W01,ジャパニーズウイスキー,7200.0,4,1.6168874915787108
2026-W01,ウイスキー,6500.0,4,1.4596900965641142
2026-W01,サラダ,6400.0,4,1.4372333258477432
2026-W01,黒板メニュー,6000.0,2,1.347406242982259
2026-W01,カクテル,5600.0,4,1.2575791601167752
2026-W01,デザート,4800.0,4,1.0779249943858074
2026-W01,ソフトドリンク,4000.0,5,0.8982708286548395
2026-W01,ジン,1600.0,1,0.3593083314619358
