"store_code","store_name","account_id","entry_at","exit_at","day_of_week","account_total","customer_count","item_count","has_reservation","is_course","menu_name","price","quantity","subtotal","category1","ordered_at","cost_rate"
"bfa-001","BAR FIVE Arrows","000120260301205634248","2026-03-01 20:57:11","2026-03-01 20:57:11","日","4700.00","1","3","f","f","tablecharge","500.00","1","500.00","その他","",""
"bfa-001","BAR FIVE Arrows","000120260301205634248","2026-03-01 20:57:11","2026-03-01 20:57:11","日","4700.00","1","3","f","f","パナメラ・カルベネ・ソーヴィニョン","1600.00","2","3200.00","ワイン（グラス）","",""
"bfa-001","BAR FIVE Arrows","000120260301205634248","2026-03-01 20:57:11","2026-03-01 20:57:11","日","4700.00","1","3","f","f","紅茶","1000.00","1","1000.00","ソフトドリンク","",""
"bfa-001","BAR FIVE Arrows","000120260301205805616","2026-03-01 20:58:33","2026-03-01 20:58:33","日","4730.00","1","3","f","f","tablecharge","500.00","1","500.00","その他","",""
"bfa-001","BAR FIVE Arrows","000120260301205805616","2026-03-01 20:58:33","2026-03-01 20:58:33","日","4730.00","1","3","f","f","ガージェリー","1300.00","2","2600.00","ビール","",""
"bfa-001","BAR FIVE Arrows","000120260301205805616","2026-03-01 20:58:33","2026-03-01 20:58:33","日","4730.00","1","3","f","f","デバルド・ロッソ","1200.00","1","1200.00","ワイン（グラス）","",""
"bfa-001","BAR FIVE Arrows","000120260301205900177","2026-03-01 20:59:36","2026-03-01 20:59:36","日","4510.00","1","2","f","f","tablecharge","500.00","1","500.00","その他","",""
"bfa-001","BAR FIVE Arrows","000120260301205900177","2026-03-01 20:59:36","2026-03-01 20:59:36","日","4510.00","1","2","f","f","Tommy's Verde Margarita","1800.00","2","3600.00","オリジナルカクテル","",""
"bfa-001","BAR FIVE Arrows","000120260301210542258","2026-03-01 21:06:13","2026-03-01 21:06:13","日","12210.00","1","2","f","f","tablecharge","500.00","4","2000.00","その他","",""
"bfa-001","BAR FIVE Arrows","000120260301210542258","2026-03-01 21:06:13","2026-03-01 21:06:13","日","12210.00","1","2","f","f","ガージェリー","1300.00","7","9100.00","ビール","",""
"bfa-001","BAR FIVE Arrows","000120260301211224778","2026-03-01 21:12:49","2026-03-01 21:12:49","日","5390.00","1","3","f","f","tablecharge","500.00","1","500.00","その他","",""
