business_hour,account_total,customer_count,account_id,客単価,time_bucket
9,78600.0,0,2,inf,その他
10,386810.0,26,21,14877.307692307691,その他
11,11340015.0,2949,1505,3845.376398779247,その他
12,11075805.0,4523,2492,2448.7740437762545,その他
13,5718010.0,1923,1206,2973.4841393655747,その他
14,519760.0,61,73,8520.655737704918,その他
15,346840.0,1,50,346840.0,その他
16,2807430.0,180,135,15596.833333333334,その他
17,16126932.0,1491,768,10816.185110663984,その他
18,13409376.0,1251,797,10718.925659472423,18-20時
19,8413410.0,807,586,10425.53903345725,18-20時
20,4130956.0,375,354,11015.882666666666,20-22時
21,1193720.0,68,120,17554.70588235294,20-22時
22,200780.0,20,12,10039.0,22-24時
23,189320.0,8,1,23665.0,22-24時
