曜日,対象週売上,過去4週平均売上,売上差,対象週客数,過去4週平均客数,客数差,対象週1人単価,過去4週平均1人単価,1人単価差,客数要因寄与,客単価要因寄与,検算
月,203260.0,199207.5,4052.5,50,44.75,5.25,4065.2,4539.780057661636,-474.5800576616366,22588.072651361796,-22483.230231720034,104.84241964176181
火,249320.0,155785.0,93535.0,23,30.5,-7.5,10840.0,5440.57714050776,5399.42285949224,-61052.16427690411,144434.5614914174,83382.3972145133
木,158260.0,144747.5,13512.5,23,35.75,-12.75,6880.869565217391,4254.119128056628,2626.750437160763,-70985.55291962187,77160.7940915974,6175.241171975533
金,192660.0,190917.5,1742.5,29,37.5,-8.5,6643.448275862069,4994.749764728025,1648.6985111340437,-49462.3416725079,54819.22549520695,5356.883822699048
土,159410.0,282890.0,-123480.0,38,49.25,-11.25,4195.0,5767.8738586345435,-1572.8738586345435,-56041.165454819304,-68616.62208293196,-124657.78753775127
日,236960.0,259302.5,-22342.5,38,48.0,-10.0,6235.789473684211,5423.029049461617,812.7604242225934,-58294.09261572914,34948.69824157152,-23345.394374157622
