year_week,category1,subtotal,quantity,構成比
2026-W04,コース&セット,140000.0,23,23.018743834265045
2026-W04,未設定,84000.0,18,13.811246300559027
2026-W04,イベント,55000.0,1,9.043077934889839
2026-W04,ウイスキー,41100.0,27,6.757645511344952
2026-W04,その他,38800.0,80,6.379480434067741
2026-W04,ジャパニーズカクテル,38500.0,22,6.330154554422887
2026-W04,スナック,35000.0,26,5.754685958566261
2026-W04,オリジナルカクテル,30000.0,17,4.932587964485367
2026-W04,ワイン（グラス）,29600.0,22,4.8668201249588945
2026-W04,アラカルト,24800.0,17,4.077606050641236
2026-W04,ビール,19500.0,15,3.206182176915488
2026-W04,ウイスキー（ハイボール・ボトル・オリジナル）,18300.0,12,3.008878658336074
2026-W04,ノンアルコールカクテル,13500.0,10,2.219664584018415
2026-W04,ワイン,10000.0,1,1.644195988161789
2026-W04,ソフトドリンク,9600.0,12,1.5784281486353173
2026-W04,ジャパニーズウイスキー,7700.0,3,1.2660309108845773
2026-W04,ご飯もの,6800.0,4,1.1180532719500165
2026-W04,カクテル,3100.0,2,0.5097007563301545
2026-W04,ジン,1700.0,1,0.2795133179875041
2026-W04,ドリンク,1200.0,1,0.19730351857941467
