曜日,対象週売上,過去4週平均売上,売上差,対象週客数,過去4週平均客数,客数差,対象週1人単価,過去4週平均1人単価,1人単価差,客数要因寄与,客単価要因寄与,検算
月,72820.0,113816.66666666667,-40996.66666666667,17,24.333333333333332,-7.333333333333332,4283.529411764706,5076.463963963964,-792.9345521992573,-34319.97571100512,-16387.31407878465,-50707.28978978977
火,40150.0,100743.33333333333,-60593.33333333333,6,18.666666666666668,-12.666666666666668,6691.666666666667,5523.429774083546,1168.2368925831206,-77362.2774580847,14408.255008525155,-62954.02244955955
水,42810.0,142430.0,-99620.0,11,29.666666666666668,-18.666666666666668,3891.818181818182,4764.060984608896,-872.2428027907144,-80788.2055533194,-17735.60365674453,-98523.80921006393
木,75110.0,110710.0,-35600.0,14,14.25,-0.25,5365.0,7481.029761904762,-2116.0297619047624,-1605.7537202380954,-29888.920386904767,-31494.674107142862
金,231520.0,139992.5,91527.5,35,24.75,10.25,6614.857142857143,5661.825892857143,953.03125,62918.00055803572,28471.80859375,91389.80915178571
土,117710.0,150170.0,-32460.0,20,23.25,-3.25,5885.5,6592.184027777777,-706.6840277777774,-20276.236545138887,-15282.042100694436,-35558.27864583332
日,48020.0,69173.33333333333,-21153.33333333333,13,14.666666666666666,-1.666666666666666,3693.846153846154,4702.916666666667,-1009.0705128205132,-6997.302350427348,-13958.808760683763,-20956.11111111111
