business_hour,account_total,customer_count,account_id,客単価,time_bucket
6,1286590.0,72,136,17869.305555555555,その他
7,197410.0,17,12,11612.35294117647,その他
8,189320.0,8,1,23665.0,その他
18,78600.0,0,2,inf,18-20時
19,394920.0,28,22,14104.285714285714,18-20時
20,12245645.0,3199,1676,3827.960300093779,20-22時
21,12090345.0,4947,2746,2443.975136446331,20-22時
22,6206050.0,2099,1352,2956.669842782277,22-24時
23,604110.0,72,85,8390.416666666666,22-24時
24,570100.0,41,76,13904.878048780487,24-26時
25,2914530.0,180,149,16191.833333333334,24-26時
26,18021952.0,1677,862,10746.542635658914,その他
27,14266046.0,1333,864,10702.210052513128,その他
28,9251290.0,886,669,10441.636568848759,その他
29,4544136.0,394,405,11533.340101522843,その他
