week,menu_name,subtotal,quantity,構成比
2025-W01,うな重 梅,411600.0,94,18.288050118854553
2025-W01,うな重 竹,359600.0,52,15.97760646924222
2025-W01,お通し,149820.0,213,6.656743607402306
2025-W01,ランチ麻布しきコース,91000.0,13,4.043276386821585
2025-W01,ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ,63140.0,76,2.8054117699331305
2025-W01,ふぐ刺し,19800.0,3,0.8797458511985425
2025-W01,uberうな重竹,19500.0,3,0.8664163686046253
2025-W01,うな重 梅 定食,6600.0,2,0.2932486170661809
2025-W01,うな重 竹 定食,4400.0,1,0.1954990780441206
2025-W02,麻布しきコース飲み放題,132000.0,12,13.742699191054752
2025-W02,うな重 梅,54600.0,13,5.684480119936284
2025-W02,うな重 梅 定食,49500.0,15,5.153512196645532
2025-W02,とり天定食,45100.0,41,4.6954222236103735
2025-W02,チキン南蛮定食,35560.0,29,3.702199872984144
2025-W02,うな重 竹 定食,35200.0,8,3.6647197842812673
2025-W02,ランチ麻布しきコース,35000.0,5,3.643897512779669
2025-W02,うな重 松 定食,33000.0,6,3.435674797763688
2025-W02,お通し,17820.0,27,1.8552643907923914
2025-W02,サバ定食,16800.0,12,1.749070806134241
2025-W02,うな重 竹,11600.0,2,1.2076917470926902
2025-W02,ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ,9240.0,12,0.9619889433738326
2025-W02,お刺身定食,9000.0,5,0.9370022175719149
2025-W02,ふぐ刺し,6600.0,1,0.6871349595527376
2025-W02,uberうな重竹,6500.0,1,0.6767238238019385
2025-W02,とんかつ定食,5400.0,3,0.5622013305431489
2025-W03,ランチ麻布しきコース,84000.0,12,7.497322384862549
2025-W03,うな重 梅,63000.0,15,5.622991788646912
2025-W03,うな重 梅 定食,62700.0,17,5.596215637272403
2025-W03,チキン南蛮定食,49840.0,39,4.448411281685113
2025-W03,うな重 松 定食,49500.0,7,4.418064976794002
2025-W03,うな重 竹 定食,35200.0,8,3.1417350946090683
2025-W03,とり天定食,29360.0,26,2.6204926811852913
2025-W03,うな重 竹,29000.0,5,2.58836129953588
2025-W03,お通し,25740.0,39,2.297393787932881
2025-W03,ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ,21560.0,28,1.9243127454480542
2025-W03,ふぐ刺し,19800.0,3,1.7672259907176007
2025-W03,uberうな重竹,19500.0,3,1.7404498393430918
2025-W03,サバ定食,16360.0,13,1.4601927882898964
2025-W03,とんかつ定食,14400.0,8,1.285255265976437
2025-W03,お刺身定食,1800.0,1,0.16065690824705461
2025-W04,ランチ麻布しきコース,56000.0,8,4.786692993478131
2025-W04,うな重 梅,50400.0,12,4.308023694130317
2025-W04,とり天定食,42980.0,37,3.6737868724944653
2025-W04,ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ,42350.0,55,3.6199365763178366
2025-W04,うな重 竹 定食,39600.0,11,3.384875759673821
2025-W04,うな重 竹,34800.0,6,2.974587788804267
2025-W04,うな重 梅 定食,33000.0,10,2.820729799728184
2025-W04,チキン南蛮定食,29120.0,25,2.4890803566086284
2025-W04,お通し,29040.0,44,2.482242223760802
2025-W04,とんかつ定食,25200.0,15,2.1540118470651586
2025-W04,麻布しきコース飲み放題,22000.0,2,1.8804865331521228
2025-W04,サバ定食,19080.0,14,1.6308946842064773
2025-W04,お刺身定食,14400.0,8,1.2308639126086622
2025-W04,ふぐ刺し,9900.0,1,0.8462189399184552
2025-W04,uberうな重竹,6500.0,1,0.5555982938858545
2025-W05,麻布しきコース飲み放題,143000.0,13,14.032815198618307
2025-W05,ランチ麻布しきコース,63000.0,9,6.182289213377296
2025-W05,うな重 竹 定食,61600.0,14,6.0449050086355784
2025-W05,チキン南蛮定食,45920.0,37,4.50620191552834
2025-W05,とり天定食,42560.0,38,4.176479824148218
2025-W05,うな重 竹,23200.0,4,2.2766525357198932
2025-W05,うな重 梅,21000.0,5,2.0607630711257654
2025-W05,ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ,19250.0,25,1.8890328151986182
2025-W05,サバ定食,16360.0,13,1.6054325639817866
2025-W05,お通し,15840.0,24,1.5544041450777202
2025-W05,うな重 松 定食,11000.0,2,1.079447322970639
2025-W05,うな重 梅 定食,9900.0,3,0.9715025906735751
2025-W05,とんかつ定食,7200.0,4,0.7065473386716911
2025-W05,ふぐ刺し,6600.0,1,0.6476683937823834
2025-W05,uberうな重竹,6500.0,1,0.6378552363008322
2025-W05,お刺身定食,5400.0,3,0.5299105040037683
2025-W06,ランチ麻布しきコース,70000.0,10,7.664429383232418
2025-W06,とり天定食,48400.0,44,5.299405459263558
2025-W06,うな重 梅 定食,39600.0,12,4.335877193942911
2025-W06,うな重 梅,37800.0,9,4.138791866945506
2025-W06,うな重 竹,34800.0,6,3.810316321949831
2025-W06,チキン南蛮定食,32400.0,27,3.547535885953291
2025-W06,uberうな重竹,26000.0,4,2.846788056629184
2025-W06,とんかつ定食,19800.0,11,2.1679385969714553
2025-W06,お通し,19140.0,29,2.095673977072407
2025-W06,ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ,16940.0,22,1.8547919107422453
2025-W06,うな重 松 定食,16500.0,3,1.806615497476213
2025-W06,サバ定食,15600.0,13,1.7080728339775104
2025-W06,うな重 竹 定食,13200.0,3,1.4452923979809704
2025-W06,お刺身定食,7200.0,4,0.7883413079896201
2025-W06,ふぐ刺し,6600.0,1,0.7226461989904852
2025-W07,うな重 竹 定食,66000.0,15,6.199744495378372
2025-W07,ランチ麻布しきコース,63000.0,9,5.917937927406628
2025-W07,チキン南蛮定食,49080.0,33,4.6103554520177354
2025-W07,とり天定食,48820.0,37,4.58593221612685
2025-W07,uberうな重竹,32500.0,5,3.0529044863605623
2025-W07,うな重 竹,29000.0,5,2.724130157060194
2025-W07,うな重 松 定食,27500.0,5,2.583226873074322
2025-W07,うな重 梅,25200.0,6,2.367175170962651
