business_hour,account_total,customer_count,account_id,客単価,time_bucket
9,78600.0,0,2,inf,その他
10,386810.0,26,21,14877.307692307691,その他
11,11494285.0,2994,1533,3839.1065464261856,その他
12,11387405.0,4635,2554,2456.829557713053,その他
13,5841340.0,1972,1239,2962.1399594320487,その他
14,548920.0,64,78,8576.875,その他
15,370040.0,1,51,370040.0,その他
16,2811060.0,180,136,15617.0,その他
17,16482392.0,1524,792,10815.217847769029,その他
18,13603166.0,1265,812,10753.49090909091,18-20時
19,8647280.0,829,607,10430.977080820265,18-20時
20,4153706.0,377,358,11017.787798408488,20-22時
21,1193720.0,68,120,17554.70588235294,20-22時
22,200780.0,20,12,10039.0,22-24時
23,189320.0,8,1,23665.0,22-24時
