year_week,category1,subtotal,quantity,構成比
2026-W18,ボトル購入,233184.0,33,28.007264131907412
2026-W18,未設定,69000.0,22,8.287452076907554
2026-W18,コース&セット,66500.0,10,7.9871820741210495
2026-W18,その他,62900.0,121,7.5547932701084815
2026-W18,イベント,50000.0,1,6.005400055730113
2026-W18,NEW CLASSIC COCKTAIL,48200.0,32,5.789205653723829
2026-W18,ウイスキー,42800.0,28,5.140622447704976
2026-W18,ウイスキー（ハイボール・ボトル・オリジナル）,30200.0,25,3.627261633660988
2026-W18,COLD APPETIZERS,25900.0,21,3.1107972288681984
2026-W18,JAPANESE COCKTAIL,24700.0,13,2.9666676275306756
2026-W18,ワイン（グラス）,18400.0,14,2.2099872205086815
2026-W18,ジャパニーズカクテル,18000.0,10,2.161944020062841
2026-W18,ソフトドリンク,17000.0,21,2.041836018948238
2026-W18,ジャパニーズウイスキー,16100.0,8,1.933738817945096
2026-W18,MAIN DISHES,15600.0,8,1.8736848173877951
2026-W18,ビール,15100.0,13,1.813630816830494
2026-W18,ワイン,15000.0,1,1.8016200167190337
2026-W18,HOT APPETIZERS,12000.0,9,1.441296013375227
2026-W18,DESSERT COCKTAIL,10500.0,7,1.2611340117033236
2026-W18,ジン,9800.0,8,1.1770584109231021
2026-W18,FRUITS COCKTAIL,9000.0,6,1.0809720100314204
2026-W18,スナック,5000.0,10,0.6005400055730112
2026-W18,ドリンク,4800.0,4,0.5765184053500908
2026-W18,BAR SNACKS ,4600.0,8,0.5524968051271704
2026-W18,ブランデー,3000.0,6,0.36032400334380676
2026-W18,DESSERT,2400.0,2,0.2882592026750454
2026-W18,日本酒,1700.0,1,0.20418360189482385
2026-W18,BAR SNACKS,1200.0,2,0.1441296013375227
