date,daypart,total_sales,total_customers,slip_count,avg_unit_price,avg_customers_per_slip,alcohol_ratio,topping_ratio,soft_drink_ratio,unique_products,items_per_slip,peak_concentration,weekday,weekday_name,is_weekend,sales_category
2025-08-04,Lunch,2899,2,1,1449.5,2.0,0.0,0.0,0.0,6,7.0,1.0,0,Monday,0,Low
2025-08-03,Lunch,38081,12,5,3173.4166666666665,2.4,0.0,0.0,0.048107980357658675,51,15.8,0.0,6,Sunday,1,Middle
2025-08-02,Lunch,23760,9,6,2640.0,1.5,0.0,0.0,0.004587542087542087,32,8.5,0.15854377104377104,5,Saturday,1,Middle
2025-08-01,Lunch,3774,2,1,1887.0,2.0,0.0,0.0,0.0,10,10.0,0.0,4,Friday,0,Low
2025-07-31,Lunch,2913,1,1,2913.0,1.0,0.0,0.0,0.0,8,8.0,0.0,3,Thursday,0,Low
2025-07-30,Lunch,8800,4,2,2200.0,2.0,0.0,0.0,0.03704545454545455,10,6.0,0.3967045454545455,2,Wednesday,0,Middle
2025-07-29,Lunch,28915,9,5,3212.777777777778,1.8,0.0,0.0,0.03344284973197303,28,8.2,0.0,1,Tuesday,0,Middle
2025-07-28,Lunch,8302,2,1,4151.0,2.0,0.0,0.0,0.0,14,16.0,0.0,0,Monday,0,Middle
2025-07-27,Lunch,59617,19,11,3137.7368421052633,1.7272727272727273,0.0,0.0,0.02365097203817703,68,12.818181818181818,0.0,6,Sunday,1,High
2025-07-26,Lunch,80172,27,11,2969.3333333333335,2.4545454545454546,0.0,0.0,0.022825924262834904,66,13.363636363636363,0.054969315970663075,5,Saturday,1,High
2025-07-25,Lunch,10300,3,2,3433.3333333333335,1.5,0.0,0.0,0.0,21,12.5,0.0,4,Friday,0,Middle
2025-07-23,Lunch,6370,4,2,1592.5,2.0,0.0,0.0,0.01695447409733124,15,8.0,0.4072213500784929,2,Wednesday,0,Low
2025-07-22,Lunch,7883,2,1,3941.5,2.0,0.0,0.0,0.027527591018647723,14,14.0,0.0,1,Tuesday,0,Middle
2025-07-21,Lunch,22527,12,6,1877.25,2.0,0.0,0.0,0.02867669907222444,43,8.5,0.0,0,Monday,0,Middle
2025-07-20,Lunch,65278,21,11,3108.4761904761904,1.9090909090909092,0.0,0.0,0.021538650081191213,60,11.090909090909092,0.0,6,Sunday,1,High
2025-07-19,Lunch,37576,16,7,2348.5,2.2857142857142856,0.0,0.0,0.031509474132424956,46,10.142857142857142,0.08598573557589952,5,Saturday,1,Middle
2025-07-13,Lunch,30999,9,4,3444.3333333333335,2.25,0.0,0.0,0.0,39,13.75,0.0,6,Sunday,1,Middle
2025-07-12,Lunch,42555,18,9,2364.1666666666665,2.0,0.0,0.0,0.017882739983550697,48,9.666666666666666,0.0,5,Saturday,1,High
2025-07-06,Lunch,61097,21,9,2909.3809523809523,2.3333333333333335,0.0,0.0,0.017807748334615448,56,11.555555555555555,0.0,6,Sunday,1,High
2025-07-05,Lunch,38486,15,6,2565.733333333333,2.5,0.0,0.0,0.03624694694174505,47,11.333333333333334,0.0,5,Saturday,1,Middle
2025-06-29,Lunch,110707,32,16,3459.59375,2.0,0.0,0.0,0.015671999060583343,91,15.3125,0.0,6,Sunday,1,High
2025-06-28,Lunch,32393,12,6,2699.4166666666665,2.0,0.0,0.0,0.016793751736486277,38,10.0,0.0,5,Saturday,1,Middle
2025-06-22,Lunch,23485,9,4,2609.4444444444443,2.25,0.0,0.0,0.0,36,12.5,0.0,6,Sunday,1,Middle
2025-06-21,Lunch,7804,4,2,1951.0,2.0,0.0,0.0,0.013967196309584828,20,11.0,0.0,5,Saturday,1,Low
2025-06-15,Lunch,18675,8,4,2334.375,2.0,0.0,0.0,0.04594377510040161,18,7.25,0.0,6,Sunday,1,Middle
2025-06-14,Lunch,52008,19,10,2737.2631578947367,1.9,0.0,0.0,0.0,32,7.8,0.10807952622673435,5,Saturday,1,High
2025-06-08,Lunch,41921,17,9,2465.9411764705883,1.8888888888888888,0.0,0.0,0.0,27,6.444444444444445,0.0,6,Sunday,1,High
2025-06-07,Lunch,66429,31,12,2142.8709677419356,2.5833333333333335,0.0,0.0,0.012916045702930949,44,8.833333333333334,0.0,5,Saturday,1,High
2025-06-01,Lunch,44691,20,9,2234.55,2.2222222222222223,0.0,0.0,0.0,31,7.0,0.0,6,Sunday,1,High
2025-05-31,Lunch,19426,9,4,2158.4444444444443,2.25,0.0,0.0,0.0,27,7.75,0.0,5,Saturday,1,Middle
2025-05-24,Lunch,3229,4,2,807.25,2.0,0.0,0.0,0.0,5,3.0,0.0,5,Saturday,1,Low
2025-05-19,Lunch,13200,1,1,13200.0,1.0,0.0,0.0,0.0,1,1.0,1.0,0,Monday,0,Middle
2025-05-18,Lunch,3000,3,2,1000.0,1.5,0.0,0.0,0.0,6,3.0,0.0,6,Sunday,1,Low
2025-05-17,Lunch,1800,2,1,900.0,2.0,0.0,0.0,0.0,3,3.0,0.0,5,Saturday,1,Low
2025-05-03,Lunch,10640,6,3,1773.3333333333333,2.0,0.0,0.0,0.0,11,5.666666666666667,0.0,5,Saturday,1,Middle
2025-04-29,Lunch,15440,12,6,1286.6666666666667,2.0,0.0,0.0,0.0,11,4.166666666666667,0.0,1,Tuesday,0,Middle
2025-04-27,Lunch,1300,1,1,1300.0,1.0,0.0,0.0,0.0,2,2.0,0.0,6,Sunday,1,Low
2025-04-26,Lunch,2800,5,2,560.0,2.5,0.0,0.0,0.0,4,2.0,0.0,5,Saturday,1,Low
2025-04-04,Lunch,6000,2,2,3000.0,1.0,0.0,0.0,0.0,1,1.0,0.0,4,Friday,0,Low
2026-01-28,Lunch,15183,5,3,3036.6,1.6666666666666667,0.0,0.0,0.007113218731475993,22,9.333333333333334,0.0,2,Wednesday,0,Middle
2026-01-27,Lunch,42881,12,6,3573.4166666666665,2.0,0.0,0.0,0.020148783843660364,55,13.166666666666666,0.0,1,Tuesday,0,High
2026-01-25,Lunch,42778,15,9,2851.866666666667,1.6666666666666667,0.0,0.0,0.025246622095469635,50,8.666666666666666,0.0,6,Sunday,1,High
2026-01-24,Lunch,55228,16,9,3451.75,1.7777777777777777,0.0,0.000995871659303252,0.021420294053740855,53,10.555555555555555,0.03900195552980372,5,Saturday,1,High
2026-01-22,Lunch,15629,6,4,2604.8333333333335,1.5,0.0,0.0,0.006910230980868897,32,8.75,0.0,3,Thursday,0,Middle
2026-01-21,Lunch,23385,7,4,3340.714285714286,1.75,0.0,0.014111610006414367,0.00927945264058157,39,12.0,0.0,2,Wednesday,0,Middle
2026-01-19,Lunch,14133,3,2,4711.0,1.5,0.0,0.0,0.0,24,12.5,0.0,0,Monday,0,Middle
2026-01-18,Lunch,37195,12,7,3099.5833333333335,1.7142857142857142,0.0,0.0,0.031993547519827935,64,11.428571428571429,0.0957655598870816,6,Sunday,1,Middle
2026-01-17,Lunch,75853,24,9,3160.5416666666665,2.6666666666666665,0.0,0.0,0.01998602560215153,64,13.11111111111111,0.0,5,Saturday,1,High
2026-01-16,Lunch,28690,10,5,2869.0,2.0,0.0,0.0,0.04123387940048798,31,8.8,0.0,4,Friday,0,Middle
2026-01-15,Lunch,10233,4,2,2558.25,2.0,0.0,0.02560343985146096,0.051011433597185574,14,9.0,0.0,3,Thursday,0,Middle
2026-01-14,Lunch,10886,3,1,3628.6666666666665,3.0,0.0,0.0,0.0,9,9.0,0.0,2,Wednesday,0,Middle
2026-01-12,Lunch,62578,20,9,3128.9,2.2222222222222223,0.0,0.0,0.0031960113778005048,73,14.333333333333334,0.0,0,Monday,0,High
2026-01-11,Lunch,112242,32,12,3507.5625,2.6666666666666665,0.0,0.0,0.008722225191995866,95,14.75,0.02722688476684307,6,Sunday,1,High
2026-01-10,Lunch,28035,10,4,2803.5,2.5,0.0,0.0,0.0,51,14.75,0.0,5,Saturday,1,Middle
2026-01-08,Lunch,22464,7,5,3209.1428571428573,1.4,0.0,0.01469017094017094,0.0,27,7.8,0.0,3,Thursday,0,Middle
2026-01-07,Lunch,11720,3,2,3906.6666666666665,1.5,0.0,0.0,0.07372013651877134,19,11.0,0.0,2,Wednesday,0,Middle
2026-01-06,Lunch,25811,8,6,3226.375,1.3333333333333333,0.0,0.0,0.012552787571190578,36,8.5,0.0,1,Tuesday,0,Middle
2025-12-30,Lunch,68488,17,7,4028.705882352941,2.4285714285714284,0.0,0.0,0.03466300665810069,69,15.571428571428571,0.0,1,Tuesday,0,High
2025-12-29,Lunch,41821,12,6,3485.0833333333335,2.0,0.0,0.0,0.0,52,12.833333333333334,0.0,0,Monday,0,High
2025-12-28,Lunch,81345,25,9,3253.8,2.7777777777777777,0.0,0.0,0.022582826233941852,79,13.555555555555555,0.0,6,Sunday,1,High
2025-12-27,Lunch,60526,18,9,3362.5555555555557,2.0,0.0,0.0,0.030301027657535604,66,11.88888888888889,0.0,5,Saturday,1,High
2025-12-26,Lunch,73842,25,8,2953.68,3.125,0.0,0.00223450069066385,0.007367081064976572,73,11.875,0.0134070041439831,4,Friday,0,High
2025-12-25,Lunch,24586,9,5,2731.777777777778,1.8,0.0,0.013422272838200602,0.02651915724395998,36,7.8,0.0,3,Thursday,0,Middle
2025-12-24,Lunch,18429,8,6,2303.625,1.3333333333333333,0.0,0.02089098703130935,0.011774919963101633,32,6.166666666666667,0.28862119485593357,2,Wednesday,0,Middle
2025-12-23,Lunch,12394,9,6,1377.111111111111,1.5,0.0,0.13312893335484913,0.0,10,3.8333333333333335,0.39938680006454735,1,Tuesday,0,Middle
2025-12-22,Lunch,4893,2,2,2446.5,1.0,0.0,0.0,0.022072348252605765,8,4.5,0.2023298589822195,0,Monday,0,Low
2025-12-21,Lunch,83790,26,12,3222.6923076923076,2.1666666666666665,0.0,0.003938417472252059,0.010359231411862992,59,10.666666666666666,0.0,6,Sunday,1,High
2025-12-20,Lunch,47599,15,8,3173.266666666667,1.875,0.0,0.0,0.04743797138595349,46,9.875,0.0,5,Saturday,1,High
2025-12-18,Lunch,14505,4,3,3626.25,1.3333333333333333,0.0,0.022750775594622543,0.0,23,8.0,0.0,3,Thursday,0,Middle
2025-12-17,Lunch,18032,11,7,1639.2727272727273,1.5714285714285714,0.0,0.006100266193433896,0.01203416149068323,27,4.714285714285714,0.10980479148181012,2,Wednesday,0,Middle
2025-12-15,Lunch,37989,12,7,3165.75,1.7142857142857142,0.0,0.008686725104635553,0.014267287899128695,41,8.142857142857142,0.0,0,Monday,0,Middle
2025-12-14,Lunch,94213,29,15,3248.7241379310344,1.9333333333333333,0.0,0.007005402651438761,0.04014308004203242,75,13.0,0.03418848778830947,6,Sunday,1,High
2025-12-13,Lunch,24856,11,3,2259.6363636363635,3.6666666666666665,0.0,0.0,0.008730286449951722,39,16.0,0.0,5,Saturday,1,Middle
2025-12-11,Lunch,18011,6,4,3001.8333333333335,1.5,0.0,0.018322136472155904,0.0,26,7.25,0.0,3,Thursday,0,Middle
2025-12-10,Lunch,10747,7,6,1535.2857142857142,1.1666666666666667,0.0,0.030706243602865915,0.0,15,3.0,0.1842374616171955,2,Wednesday,0,Middle
2025-12-09,Lunch,2374,1,1,2374.0,1.0,0.0,0.0,0.04549283909014322,4,4.0,0.0,1,Tuesday,0,Low
2025-12-08,Lunch,2563,1,1,2563.0,1.0,0.0,0.0,0.0,3,3.0,0.0,0,Monday,0,Low
2025-12-07,Lunch,44444,16,6,2777.75,2.6666666666666665,0.0,0.0,0.007357573575735758,47,12.5,0.0,6,Sunday,1,High
2025-12-06,Lunch,61461,21,9,2926.714285714286,2.3333333333333335,0.0,0.0053692585542051054,0.008834870893737492,63,11.555555555555555,0.023266787068222123,5,Saturday,1,High
2025-12-05,Lunch,17682,10,4,1768.2,2.5,0.0,0.018663047166610113,0.006107906345436036,15,4.5,0.0,4,Friday,0,Middle
2025-12-04,Lunch,7477,3,2,2492.3333333333335,1.5,0.0,0.0,0.029022335161160893,17,8.5,0.0,3,Thursday,0,Low
2025-12-02,Lunch,6597,3,2,2199.0,1.5,0.0,0.03334849173866909,0.06502955889040472,14,8.0,0.0,1,Tuesday,0,Low
