business_hour,account_total,customer_count,account_id,客単価,time_bucket
25,20350,2,1,10175.0,24-26時
26,876730,102,35,8595.392156862745,その他
27,4490920,458,133,9805.502183406114,その他
28,3861560,404,107,9558.316831683169,その他
29,795720,109,33,7300.183486238532,その他
