business_hour,account_total,customer_count,account_id,客単価,time_bucket
25,20350.0,2,1,10175.0,24-26時
26,823190.0,94,31,8757.340425531915,その他
27,4299430.0,432,123,9952.38425925926,その他
28,3548250.0,366,98,9694.672131147541,その他
29,735930.0,100,31,7359.3,その他
