year_week,category1,subtotal,quantity,構成比
2026-W15,その他,53300.0,91,17.204648160103293
2026-W15,JAPANESE COCKTAIL,51300.0,27,16.55907036797934
2026-W15,NEW CLASSIC COCKTAIL,43700.0,29,14.105874757908326
2026-W15,ウイスキー（ハイボール・ボトル・オリジナル）,36000.0,30,11.620400258231117
2026-W15,COLD APPETIZERS,19900.0,16,6.423499031633312
2026-W15,MAIN DISHES,11800.0,6,3.808908973531311
2026-W15,ソフトドリンク,10800.0,13,3.4861200774693355
2026-W15,ワイン（グラス）,10400.0,7,3.357004519044545
2026-W15,ウイスキー,9400.0,6,3.0342156229825696
2026-W15,FRUITS COCKTAIL,9000.0,6,2.905100064557779
2026-W15,テキーラ,7200.0,6,2.324080051646223
2026-W15,ジャパニーズウイスキー,6700.0,3,2.1626856036152353
2026-W15,ワイン,6000.0,1,1.9367333763718526
2026-W15,黒板メニュー,5400.0,3,1.7430600387346677
2026-W15,HOT APPETIZERS,5200.0,4,1.6785022595222725
2026-W15,ビール,5200.0,4,1.6785022595222725
2026-W15,BAR SNACKS ,4600.0,7,1.4848289218850872
2026-W15,DESSERT COCKTAIL,4500.0,3,1.4525500322788896
2026-W15,STANDARD COCKTAIL,3600.0,3,1.1620400258231116
2026-W15,日本酒,3400.0,2,1.0974822466107166
2026-W15,ドリンク,1200.0,1,0.38734667527437056
2026-W15,DESSERT,1200.0,1,0.38734667527437056
2026-W15,未設定,0.0,1,0.0
