曜日,対象週売上,過去4週平均売上,売上差,対象週客数,過去4週平均客数,客数差,対象週1人単価,過去4週平均1人単価,1人単価差,客数要因寄与,客単価要因寄与,検算
月,122040.0,131010.0,-8970.0,51,30.25,20.75,2392.9411764705883,4256.4575125927895,-1863.5163361222012,68987.51139903255,-75705.35115496442,-6717.839755931869
火,186670.0,166925.0,19745.0,36,35.75,0.25,5185.277777777777,4894.739637082904,290.5381406948736,1260.0021768575853,10423.055797428591,11683.057974286177
水,163740.0,222625.0,-58885.0,39,38.0,1.0,4198.461538461538,5697.275570702589,-1498.8140322410509,4947.868554582064,-57704.34024128046,-52756.471686698394
木,137970.0,176820.0,-38850.0,23,32.5,-9.5,5998.695652173913,5440.446909412427,558.248742761486,-54335.92716753512,15491.402611631238,-38844.52455590388
金,162780.0,202687.5,-39907.5,37,36.5,0.5,4399.459459459459,5359.575,-960.1155405405407,2439.7586148648647,-35284.24611486487,-32844.48750000001
土,228380.0,256702.5,-28322.5,38,47.75,-9.75,6010.0,5386.581070889894,623.4189291101056,-55558.33272058823,26729.086585595778,-28829.246134992452
日,165440.0,218610.0,-53170.0,23,44.0,-21.0,7193.04347826087,4931.489109848485,2261.554368412385,-127307.59217514824,75762.0713418149,-51545.52083333334
