year_week,売上,客数,組数,客単価
2022-W44,359590.0,69,33,5211.449275362319
2022-W45,749890.0,101,47,7424.653465346535
2022-W46,1085560.0,134,51,8101.194029850746
2022-W47,897150.0,117,59,7667.948717948718
2022-W48,336060.0,63,31,5334.285714285715
2022-W52,37450.0,4,4,9362.5
2023-W01,181560.0,23,13,7893.913043478261
2023-W02,636690.0,107,51,5950.373831775701
2023-W03,966730.0,148,59,6531.959459459459
2023-W04,632570.0,110,61,5750.636363636364
2023-W05,840940.0,111,58,7576.036036036036
2023-W06,740120.0,120,55,6167.666666666667
2023-W07,1228920.0,177,78,6943.050847457627
2023-W08,877280.0,161,83,5448.944099378882
2023-W09,1070410.0,164,64,6526.890243902439
2023-W10,1130130.0,171,74,6608.9473684210525
2023-W11,1042100.0,142,68,7338.732394366197
2023-W12,1262820.0,206,96,6130.194174757282
2023-W13,1098240.0,174,75,6311.724137931034
2023-W14,917870.0,157,70,5846.3057324840765
2023-W15,1469880.0,192,91,7655.625
2023-W16,417380.0,63,38,6625.079365079365
2023-W17,1201340.0,189,96,6356.2962962962965
2023-W18,1363600.0,211,116,6462.559241706161
2023-W19,744240.0,121,63,6150.743801652892
2023-W20,1111390.0,173,76,6424.219653179191
2023-W21,775100.0,129,66,6008.527131782946
2023-W22,1188410.0,196,93,6063.316326530612
2023-W23,1076520.0,148,73,7273.783783783784
2023-W24,1127770.0,169,91,6673.19526627219
2023-W25,1071320.0,178,92,6018.651685393258
2023-W26,1283820.0,210,80,6113.428571428572
2023-W27,1016770.0,163,85,6237.852760736197
2023-W28,1228920.0,192,95,6400.625
2023-W29,1009510.0,164,87,6155.548780487805
2023-W30,1318420.0,188,95,7012.872340425532
2023-W31,1148600.0,181,100,6345.85635359116
2023-W32,1369230.0,217,190,6309.815668202765
2023-W33,892500.0,147,89,6071.428571428572
2023-W34,1073500.0,157,97,6837.579617834395
2023-W35,1051600.0,168,88,6259.523809523809
2023-W36,948100.0,162,81,5852.469135802469
2023-W37,1358030.0,198,98,6858.737373737374
2023-W38,826430.0,145,72,5699.517241379311
2023-W39,884830.0,164,81,5395.304878048781
2023-W40,872850.0,158,79,5524.367088607595
2023-W41,918090.0,194,87,4732.422680412371
2023-W42,619630.0,116,66,5341.637931034483
2023-W43,883790.0,178,89,4965.112359550561
2023-W44,932270.0,172,94,5420.174418604651
2023-W45,959370.0,153,76,6270.392156862745
2023-W46,893270.0,148,61,6035.608108108108
2023-W47,984640.0,169,63,5826.2721893491125
2023-W48,716410.0,129,80,5553.565891472868
2023-W49,4943940.0,180,73,27466.333333333332
2023-W50,984690.0,158,70,6232.215189873417
2023-W51,968430.0,198,84,4891.060606060606
2023-W52,-2732550.0,239,99,-11433.263598326359
2023-W53,268310.0,42,21,6388.333333333333
2024-W00,240070.0,31,15,7744.193548387097
2024-W01,1267380.0,192,76,6600.9375
2024-W02,763740.0,119,64,6417.983193277311
2024-W03,1059310.0,188,76,5634.627659574468
2024-W04,804120.0,141,64,5702.978723404255
2024-W05,919100.0,169,74,5438.461538461538
2024-W06,994330.0,199,102,4996.633165829146
2024-W07,861620.0,179,58,4813.519553072626
2024-W08,422810.0,83,43,5094.096385542169
2024-W09,508850.0,102,53,4988.725490196079
2024-W10,750900.0,130,57,5776.153846153846
2024-W11,1001910.0,217,84,4617.096774193548
2024-W12,816220.0,197,74,4143.248730964467
2024-W13,724590.0,146,74,4962.945205479452
2024-W14,866420.0,203,79,4268.07881773399
2024-W15,751900.0,153,67,4914.3790849673205
2024-W16,763820.0,171,72,4466.783625730995
2024-W17,860400.0,196,72,4389.7959183673465
2024-W18,1083700.0,166,71,6528.313253012048
2024-W19,823850.0,153,67,5384.640522875817
2024-W20,854780.0,187,77,4571.016042780749
2024-W21,1035660.0,178,57,5818.314606741573
2024-W22,948440.0,160,53,5927.75
2024-W23,703800.0,126,53,5585.714285714285
2024-W24,724790.0,145,54,4998.551724137931
2024-W25,725560.0,160,56,4534.75
2024-W26,647240.0,136,64,4759.117647058823
2024-W27,1207110.0,152,60,7941.513157894737
2024-W28,1099890.0,212,85,5188.16037735849
2024-W29,918750.0,142,40,6470.070422535211
2024-W30,831580.0,144,52,5774.861111111111
2024-W31,564520.0,114,55,4951.929824561404
2024-W32,695270.0,123,58,5652.6016260162605
2024-W33,566080.0,118,45,4797.28813559322
2024-W34,613990.0,114,49,5385.877192982456
2024-W35,1018990.0,179,71,5692.6815642458105
2024-W36,1078720.0,188,59,5737.872340425532
2024-W37,773790.0,147,60,5263.877551020408
2024-W38,1287460.0,218,83,5905.779816513761
2024-W39,1166110.0,197,87,5919.340101522843
2024-W40,804250.0,139,60,5785.971223021583
2024-W41,972010.0,191,78,5089.057591623036
2024-W42,1135790.0,251,96,4525.0597609561755
2024-W43,1203570.0,262,105,4593.778625954198
2024-W44,863110.0,180,74,4795.055555555556
2024-W45,658900.0,118,58,5583.8983050847455
2024-W46,670680.0,133,61,5042.706766917293
2024-W47,1048390.0,224,76,4680.3125
2024-W48,1069650.0,182,62,5877.197802197802
2024-W49,1181990.0,222,73,5324.279279279279
2024-W50,1219980.0,219,60,5570.684931506849
2024-W51,1089980.0,171,66,6374.152046783625
2024-W52,475660.0,113,43,4209.380530973452
2025-W01,522140.0,118,46,4424.9152542372885
2025-W02,564940.0,125,57,4519.52
2025-W03,1015440.0,161,49,6307.080745341615
2025-W04,656040.0,122,54,5377.377049180328
2025-W05,683130.0,163,51,4190.981595092025
2025-W06,954240.0,213,65,4480.0
2025-W07,749580.0,164,68,4570.609756097561
2025-W08,780930.0,194,65,4025.4123711340208
2025-W09,791850.0,177,83,4473.728813559322
2025-W10,851900.0,198,57,4302.525252525253
2025-W11,774350.0,166,71,4664.759036144578
2025-W12,844110.0,180,58,4689.5
2025-W13,1183470.0,219,71,5403.972602739726
2025-W14,779380.0,175,77,4453.6
2025-W15,942040.0,200,74,4710.2
2025-W16,719840.0,162,64,4443.456790123457
2025-W17,884860.0,203,62,4358.916256157636
2025-W18,825980.0,133,54,6210.375939849624
2025-W19,819030.0,154,55,5318.376623376624
2025-W20,694730.0,134,58,5184.55223880597
2025-W21,506170.0,102,46,4962.450980392156
2025-W22,512890.0,113,53,4538.849557522124
2025-W23,480530.0,88,37,5460.568181818182
2025-W24,614660.0,122,40,5038.196721311476
2025-W25,697540.0,145,50,4810.620689655172
2025-W26,776040.0,145,52,5352.0
2025-W27,697570.0,150,60,4650.466666666666
2025-W28,661400.0,163,57,4057.6687116564417
2025-W29,618610.0,150,55,4124.066666666667
2025-W30,502560.0,101,38,4975.841584158416
2025-W31,1027600.0,117,44,8782.905982905982
2025-W32,703660.0,116,55,6066.0344827586205
2025-W33,747790.0,144,50,5192.986111111111
2025-W34,485330.0,106,38,4578.584905660377
2025-W35,457720.0,74,33,6185.405405405405
2025-W36,604180.0,118,43,5120.169491525424
2025-W37,855240.0,162,57,5279.259259259259
2025-W38,338720.0,76,35,4456.8421052631575
2025-W39,541380.0,113,38,4790.973451327433
2025-W40,579440.0,118,43,4910.5084745762715
2025-W41,775100.0,167,46,4641.317365269461
2025-W42,624050.0,105,49,5943.333333333333
2025-W43,671880.0,114,43,5893.684210526316
2025-W44,708490.0,126,48,5622.936507936508
2025-W45,943560.0,186,58,5072.903225806452
2025-W46,784110.0,162,51,4840.185185185185
