曜日,対象週売上,過去4週平均売上,売上差,対象週客数,過去4週平均客数,客数差,対象週1人単価,過去4週平均1人単価,1人単価差,客数要因寄与,客単価要因寄与,検算
月,31350,60087.5,-28737.5,9,10.5,-1.5,3483.3333333333335,5836.464285714286,-2353.1309523809527,-6989.848214285716,-22943.02678571429,-29932.875000000007
火,56950,101872.5,-44922.5,4,14.75,-10.75,14237.5,7298.668219461698,6938.831780538302,-115756.90417960663,65051.54794254658,-50705.35623706005
水,16930,177602.5,-160672.5,5,18.25,-13.25,3386.0,8498.735605353253,-5112.735605353253,-78736.3733854653,-59435.551412231565,-138171.92479769688
木,33420,53605.0,-20185.0,8,12.5,-4.5,4177.5,4595.65811965812,-418.1581196581201,-19739.605769230773,-4286.120726495731,-24025.726495726503
金,60860,58797.5,2062.5,12,11.25,0.75,5071.666666666667,5270.414186507936,-198.74751984126942,3878.2803199404766,-2310.439918154757,1567.8404017857197
土,209190,144397.5,64792.5,31,23.5,7.5,6748.064516129032,6290.288671023965,457.77584510506676,48893.82445182374,12474.39177911307,61368.216230936814
日,105300,83732.5,21567.5,15,18.25,-3.25,7020.0,4193.359068627451,2826.640931372549,-18221.70848651961,46992.90548406863,28771.19699754902
