year_week,category1,subtotal,quantity,構成比
2026-W11,コース&セット,107500,14,21.73473513950667
2026-W11,オリジナルカクテル,46500,27,9.401536595228468
2026-W11,ジャパニーズカクテル,43000,24,8.69389405580267
2026-W11,その他,36400,76,7.359482410028306
2026-W11,ワイン,30600,4,6.186817630408411
2026-W11,イベント,30000,1,6.06550748079256
2026-W11,ビール,29500,25,5.9644156894460165
2026-W11,ウイスキー,28600,19,5.78245046502224
2026-W11,ワイン（グラス）,24400,17,4.933279417711281
2026-W11,スナック,23800,27,4.811969268095431
2026-W11,カクテル,23700,14,4.791750909826122
2026-W11,ジャパニーズウイスキー,14200,8,2.8710068742418113
2026-W11,ウイスキー（ハイボール・ボトル・オリジナル）,13000,10,2.628386575010109
2026-W11,アラカルト,11500,8,2.325111200970481
2026-W11,黒板メニュー,7200,4,1.4557217953902144
2026-W11,ドリンク,6000,5,1.213101496158512
2026-W11,ジン,5900,4,1.1928831378892033
2026-W11,テキーラ,4500,3,0.9098261221188839
2026-W11,ノンアルコールカクテル,2600,2,0.5256773150020219
2026-W11,ソフトドリンク,2400,3,0.4852405984634048
2026-W11,ご飯もの,1800,1,0.3639304488475536
2026-W11,デザート,1500,1,0.303275374039628
2026-W11,未設定,0,13,0.0
