business_hour,account_total,customer_count,account_id,客単価,time_bucket
17,8446.0,4,3,2111.5,その他
18,203465.0,53,23,3838.9622641509436,18-20時
19,391377.0,94,42,4163.585106382979,18-20時
20,1907234.0,383,99,4979.723237597911,20-22時
21,2039965.0,428,118,4766.273364485981,20-22時
22,1524869.0,332,95,4592.97891566265,22-24時
23,969374.0,215,58,4508.716279069768,22-24時
24,225699.0,62,19,3640.3064516129034,24-26時
25,78853.0,21,5,3754.904761904762,24-26時
