曜日,対象週売上,過去4週平均売上,売上差,対象週客数,過去4週平均客数,客数差,対象週1人単価,過去4週平均1人単価,1人単価差,客数要因寄与,客単価要因寄与,検算
月,179770,170147.5,9622.5,37,36.0,1.0,4858.648648648648,4823.080552780552,35.56809586809595,4840.8646007146,1298.2354991855022,6139.100099900103
火,111740,213507.5,-101767.5,24,34.0,-10.0,4655.833333333333,6954.76993681011,-2298.9366034767772,-58053.01635071722,-66669.16150082654,-124722.17785154376
水,256670,191873.33333333334,64796.66666666666,42,36.0,6.0,6111.190476190476,5330.227895410822,780.9625807796538,34324.2551148039,30457.540650406496,64781.795765210394
木,198320,135990.0,62330.0,41,28.5,12.5,4837.073170731707,5113.112557732123,-276.03938700041545,62188.660802898936,-9592.368698264436,52596.2921046345
金,373790,148512.5,225277.5,50,34.25,15.75,7475.8,4516.6976333728135,2959.1023666271867,94440.91886281091,124652.18719417024,219093.10605698114
土,270150,306620.0,-36470.0,45,46.0,-1.0,6003.333333333333,6616.779704944179,-613.4463716108457,-6310.056519138756,-27911.809908293482,-34221.86642743224
日,203950,325605.0,-121655.0,35,50.75,-15.75,5827.142857142857,6434.7882775119615,-607.6454203691046,-96562.7076854067,-26052.79739832536,-122615.50508373206
