year_week,category1,subtotal,quantity,構成比
2026-W14,コース&セット,188500.0,37,28.53466545564638
2026-W14,その他,65500.0,107,9.915228580078717
2026-W14,NEW CLASSIC COCKTAIL,63400.0,42,9.597335755373901
2026-W14,ウイスキー,43300.0,27,6.554647290342114
2026-W14,ご飯もの,26000.0,16,3.9358159249167426
2026-W14,ビール,22800.0,18,3.451407811080836
2026-W14,アラカルト,22700.0,15,3.4362700575234633
2026-W14,ワイン（グラス）,19400.0,13,2.936724190130185
2026-W14,ジャパニーズウイスキー,19100.0,10,2.8913109294580686
2026-W14,JAPANESE COCKTAIL,19000.0,10,2.8761731759006963
2026-W14,スナック,18500.0,15,2.8004844081138356
2026-W14,ウイスキー（ハイボール・ボトル・オリジナル）,15300.0,12,2.316076294277929
2026-W14,FRUITS COCKTAIL,15000.0,10,2.2706630336058127
2026-W14,ソフトドリンク,12800.0,16,1.937632455343627
2026-W14,BAR SNACKS ,11300.0,17,1.7105661519830457
2026-W14,オリジナルカクテル,10900.0,6,1.6500151377535572
2026-W14,HOT APPETIZERS,10600.0,8,1.6046018770814412
2026-W14,カクテル,10500.0,7,1.589464123524069
2026-W14,COLD APPETIZERS,9000.0,7,1.3623978201634876
2026-W14,イベント,9000.0,1,1.3623978201634876
2026-W14,DESSERT COCKTAIL,9000.0,6,1.3623978201634876
2026-W14,ワイン,6000.0,1,0.9082652134423252
2026-W14,ラム,5700.0,4,0.862851952770209
2026-W14,黒板メニュー,5400.0,3,0.8174386920980926
2026-W14,ジャパニーズカクテル,5200.0,3,0.7871631849833485
2026-W14,サラダ,4800.0,3,0.7266121707538601
2026-W14,MAIN DISHES,4000.0,2,0.6055101422948834
2026-W14,ノンアルコールカクテル,3900.0,3,0.5903723887375113
2026-W14,ジン,2800.0,2,0.4238570996064184
2026-W14,デザート,1200.0,1,0.18165304268846502
2026-W14,未設定,0.0,6,0.0
