曜日,対象週売上,過去4週平均売上,売上差,対象週客数,過去4週平均客数,客数差,対象週1人単価,過去4週平均1人単価,1人単価差,客数要因寄与,客単価要因寄与,検算
月,157315.0,208055.0,-50740.0,12,11.75,0.25,13109.583333333334,19812.83088235294,-6703.247549019607,4115.301776960784,-79601.06464460783,-75485.76286764705
火,187235.0,148115.0,39120.0,13,8.25,4.75,14402.692307692309,19848.026556776556,-5445.334249084248,81345.45730311355,-57856.67639652013,23488.78090659342
水,214200.0,162990.0,51210.0,3,6.75,-3.75,71400.0,36941.58838383838,34458.41161616162,-203140.478219697,167984.7566287879,-35155.72159090909
木,224950.0,169782.5,55167.5,14,9.0,5.0,16067.857142857143,21863.645833333332,-5795.788690476189,94828.75744047618,-66651.56994047617,28177.187500000015
金,174685.0,183333.75,-8648.75,13,9.5,3.5,13437.307692307691,21772.132936507936,-8334.825244200245,61616.52110042736,-93766.78399725276,-32150.2628968254
土,199720.0,150272.5,49447.5,7,12.5,-5.5,28531.428571428572,12015.456245143745,16515.972326284827,-111503.93324557388,161030.73018127706,49526.79693570318
日,273075.0,185060.0,88015.0,12,13.666666666666666,-1.666666666666666,22756.25,17146.740481740482,5609.509518259518,-33252.492068117055,71988.70548433046,38736.21341621341
