year_week,menu_name,subtotal,quantity,構成比
2026-W13,Uberうな重松,197400.0,21,13.516104294478529
2026-W13,Uberうな重梅,125400.0,22,8.586218229623139
2026-W13,Uberうな重竹,124800.0,16,8.545135845749343
2026-W13,TOうな重竹,116000.0,10,7.94259421560035
2026-W13,うな重松,75900.0,11,5.196921560035057
2026-W13,TOうな重松,62100.0,9,4.252026730937774
2026-W13,Uber白焼き,51600.0,6,3.533085013146363
2026-W13,ランチコース,49000.0,7,3.3550613496932518
2026-W13,Uberう巻,48800.0,8,3.34136722173532
2026-W13,うな重梅,37800.0,9,2.5881901840490795
2026-W13,ランチ松セット1ドリンク,34800.0,6,2.3827782646801055
2026-W13,うなぎ白焼き,30000.0,5,2.054119193689746
2026-W13,お通し,27300.0,39,1.8692484662576687
2026-W13,ランチ梅セット1ドリンク,26600.0,7,1.821319018404908
2026-W13,ロケットナウうな重竹,23200.0,4,1.58851884312007
2026-W13,ランチうな重,22000.0,4,1.5063540753724802
2026-W13,麻布しきコース,20000.0,2,1.3694127957931639
2026-W13,おまかせコース,18000.0,2,1.2324715162138475
2026-W13,うなぎ白焼き(ハーフ),18000.0,5,1.2324715162138475
2026-W13,Uberうな重竹 肝吸いなし,15000.0,2,1.027059596844873
2026-W13,Uber肝焼き,14250.0,19,0.9757066170026294
2026-W13,麻布しき特別コース,14000.0,2,0.9585889570552147
2026-W13,肝焼き,13800.0,23,0.9448948290972832
2026-W13,う巻,13500.0,3,0.9243536371603855
2026-W13,Uberとろろサラダ,12600.0,6,0.8627300613496933
2026-W13,Uberうな重ハーフ肝焼き入り,12600.0,2,0.8627300613496933
2026-W13,酔鯨,11000.0,10,0.7531770376862401
2026-W13,馬刺し盛り合わせ,10800.0,3,0.7394829097283084
2026-W13,ｻﾞ･ﾌﾟﾚﾐｱﾑ･ﾓﾙﾂ ﾀﾝﾌﾞﾗｰ,10500.0,15,0.718941717791411
2026-W13,白州,9000.0,5,0.6162357581069238
2026-W13,ふぐから揚げ,8000.0,2,0.5477651183172656
2026-W13,ｱｻﾋｽｰﾊﾟｰﾄﾞﾗｲ(瓶),7200.0,8,0.492988606485539
2026-W13,ロケットナウうな重松,6900.0,1,0.4724474145486416
2026-W13,三岳 ボトル,6500.0,1,0.4450591586327783
2026-W13,うなぎ蒲焼,6000.0,1,0.41082383873794914
2026-W13,うな重竹,5800.0,1,0.3971297107800175
2026-W13,menuうな重梅,5700.0,1,0.3902826468010517
2026-W13,しき焼酎(麦) ボトル,5500.0,1,0.37658851884312006
2026-W13,たこの唐揚げ,5000.0,5,0.34235319894829097
