business_hour,account_total,customer_count,account_id,客単価
17,496060.0,53,18,9359.622641509433
18,2687580.0,261,70,10297.241379310344
19,1920880.0,193,51,9952.746113989637
20,486830.0,65,17,7489.692307692308
