year_week,category1,subtotal,quantity,構成比
2026-W10,コース&セット,70500,10,15.279583875162551
2026-W10,ウイスキー（ハイボール・ボトル・オリジナル）,67500,36,14.629388816644994
2026-W10,その他,39700,72,8.604247941048982
2026-W10,ビール,39400,31,8.539228435197225
2026-W10,オリジナルカクテル,39000,23,8.452535760728217
2026-W10,ジャパニーズカクテル,36400,19,7.88903337667967
2026-W10,ワイン（グラス）,34600,24,7.498916341569137
2026-W10,ご飯もの,32600,19,7.065452969224101
2026-W10,ウイスキー,25300,15,5.483311660164716
2026-W10,アラカルト,23900,18,5.17988729952319
2026-W10,スナック,14200,11,3.0775899436497616
2026-W10,日本酒,10200,6,2.2106631989596877
2026-W10,カクテル,7400,5,1.6038144776766363
2026-W10,サラダ,5200,4,1.1270047680970958
2026-W10,ソフトドリンク,4800,6,1.0403120936280885
2026-W10,黒板メニュー,3600,2,0.7802340702210664
2026-W10,ノンアルコールカクテル,2600,2,0.5635023840485479
2026-W10,ジャパニーズウイスキー,1800,1,0.3901170351105332
2026-W10,デザート,1500,1,0.3250975292587776
2026-W10,ジン,1200,1,0.26007802340702213
2026-W10,未設定,0,11,0.0
