予約受付日,ステータス,予約経路,AIR店舗ID,店舗コード,店舗名,来店日,開始時間,終了時間,コース名,コース金額,利用ポイント,人数,ネット予約フラグ,テーブル,予約依頼番号,発行ポイント,要望,メモ,キーワード,スマート支払い利用有無,決済確定金額
20251129 10:59:19,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251203,1835,2005,,,,2,,A5,,,,,,,
20251129 15:20:52,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251214,1905,2035,,,,3,,A5,,,,,,,
20251129 17:23:09,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251212,1900,2100,『ハイボール、レモンサワー120分飲み放題付』チュクミサムギョプのサルライトコース!!3800円,4180,,5,HPGリク,"A3, A4",RAR529923,250,,,,,
20251129 17:45:52,退店,ネット予約（食べログ）,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251230,1845,2045,,,,7,,"A3, A4",,,,"コース          ：【ハイボール、レモンサワー120分飲み放題付】チュクミサムギョプサルライトコース◆チュクミサムギョプサルやチヂミ、キンパを楽しめるお値打ちなプラン
ご要望          ：
",,,
20251129 20:48:39,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251203,1130,1300,お席のみのご予約,,,2,HPG即,A5,SD2066288,20,,,,,
20251130 12:50:13,退店,ホームページ予約ツール,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251212,1900,2030,お席のみのご予約,,,2,HPDS即,B4,SD2114513,,,,,,
20251130 20:49:46,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251213,1630,1830,『各種120分飲み放題付』生サムギョプサルのスタンダードコース!!3980円,4378,,8,HPGリク,"B3, B4",RAR567987,400,,"18時希望できてた
17時で仮予約取ってお連れ様に確認後
再度連絡きます
萌",,,
20251130 21:49:34,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251227,1740,1920,お席のみのご予約,,,3,HPG即,A5,SD2182711,150,,,,,
20251201 16:37:15,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251203,1130,1300,お席のみのご予約,,,4,HPG即,A3,SD2244361,40,,,,,
20251202 10:27:33,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251227,1900,2030,,,,6,,"A3, A4",,,,,,,
20251202 14:45:48,退店,ネット予約（食べログ）,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251205,1900,2030,,,,3,,A3,,,,"コース          ：お席のみのご予約
ご要望          ：
",,,
20251202 17:04:36,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251202,1710,1840,,,,1,,B4,,,,,,,
20251202 17:28:27,退店,ネット予約（食べログ）,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251220,1900,2100,,,,4,,A3,,,,"コース          ：【各種120分飲み放題付】チュクミサムギョプサルスタンダードコース◆チュクミサムギョプサルや韓国のり、チヂミ、キンパなどを楽しむ
ご要望          ：
",,,
20251202 17:38:19,貴店キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251220,2005,2135,,,,2,,A1,,,,,,,
20251202 17:53:13,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251202,1750,1920,,,,2,,A5,,,,,,,
20251202 17:55:57,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251202,1755,1925,,,,2,,A1,,,,,,,
20251202 18:33:36,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251206,1900,2100,,,,5,,"A3, A4",,,,,,,
20251202 18:33:48,貴店キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251206,1900,2030,,,,2,,B2,,,,,,,
20251202 18:35:22,顧客キャンセル,ネット予約（食べログ）,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251225,1200,1330,,,,2,,A5,,,,"コース          ：お席のみのご予約
ご要望          ：ハーフサイズのヤンニョムチキンの骨ありを
",,,
20251202 18:36:05,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251218,1830,2000,お席のみのご予約,,,4,HPG即,A3,SD2379479,200,,,,,
20251203 12:05:04,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251223,1830,2000,お席のみのご予約,,,5,HPG即,D個室1,SD2454436,250,,,,,
20251203 12:10:54,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251203,1210,1340,,,,2,,A1,,,,,,,
20251203 12:30:28,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251203,1230,1400,,,,1,,B1,,,,,,,
20251203 12:33:58,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251203,1230,1400,,,,2,,B3,,,,,,,
20251203 18:01:15,貴店キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251212,1900,2100,,,,9,,"B2, B3, B4",,,,コース,,,
20251203 18:01:29,貴店キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251212,1905,2035,,,,2,,D個室1,,,,,,,
20251203 19:04:25,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251206,1930,2100,お席のみのご予約,,,3,HPG即,B3,SD2504977,150,,,,,
20251203 19:35:53,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251203,1935,2105,,,,2,,A3,,,,,,,
20251204 12:18:43,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251204,1225,1355,,,,3,,A3,,,,,,,
20251204 16:45:32,顧客キャンセル,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251220,1200,1330,お席のみのご予約,,,4,HPG即,A3,SD2602665,0,,,,,
20251204 16:57:22,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251204,1655,1825,,,,3,,A1,,,,,,,
20251204 18:25:17,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251204,1825,1955,,,,2,,A3,,,,,,,
20251204 20:22:25,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251204,2020,2150,,,,3,,A5,,,,,,,
20251204 22:28:30,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251205,1900,2030,お席のみのご予約,,,2,HPG即,B3,SD2661438,100,,,,,
20251205 09:59:27,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251228,1700,1830,お席のみのご予約,,,2,HPG即,A1,SD2690865,100,,,,,
20251205 10:00:56,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251212,1900,2100,『各種120分飲み放題付』生サムギョプサルのスタンダードコース!!3980円,4378,,6,HPG即,"B1, B2",SD2690899,300,,,,,
20251205 11:25:40,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251205,1135,1305,,,,2,,A3,,,,,,,
20251205 11:49:19,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251205,1155,1325,,,,2,,A5,,,,,,,
20251205 11:50:53,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251205,1155,1325,,,,3,,A1,,,,,,,
20251205 12:36:33,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251205,1240,1410,,,,2,,B4,,,,,,,
20251205 13:10:06,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251205,1310,1440,,,,1,,A1,,,,,,,
20251205 15:11:54,退店,ネット予約（食べログ）,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1830,2000,,,,2,,A3,,,,"コース          ：お席のみのご予約
ご要望          ：
",,,
20251205 17:01:07,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251205,1700,1830,,,,2,,A3,,,,,,,
20251205 17:06:49,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251205,1705,1835,,,,1,,B3,,,,,,,
20251205 17:11:11,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251205,1710,1840,,,,2,,B1,,,,,,,
20251205 17:26:56,無断キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251205,1840,2010,,,,2,,D個室1,,,,,,,
20251205 17:27:05,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251205,1725,1910,,,,4,,B4,,,,,,,
20251205 18:08:42,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251213,1800,1930,お席のみのご予約,,,3,HPG即,A5,SD2745947,150,,,,,
20251205 18:22:22,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251205,1820,1950,,,,1,,A4,,,,,,,
20251205 20:30:24,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251206,1700,1830,お席のみのご予約,,,2,HPG即,A3,SD2769583,100,,,,,
20251205 21:46:03,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251214,1930,2130,お席のみのご予約,,,5,HPG即,"B1, B2",SD2781782,250,,,,,
20251205 21:46:37,貴店キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251214,1900,2030,,,,2,,D個室1,,,,,,,
20251206 11:28:01,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251206,1945,2115,,,,2,,D個室1,,,,,,,
20251206 12:21:50,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251212,1800,2000,『ハイボール、レモンサワー 120分飲み放題付』チーズダッカルビのライトコース!3300円,3630,,4,HPG即,A1,SD2829501,200,,,,,
20251206 12:39:22,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251206,1245,1415,,,,2,,A5,,,,,,,
20251206 12:44:09,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251206,1250,1420,,,,2,,A3,,,,,,,
20251206 12:48:07,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251206,1250,1420,,,,3,,A1,,,,,,,
20251206 12:59:10,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251206,1700,1830,お席のみのご予約,,1000,2,HPG即,A4,SD2833574,100,,,,,
20251206 14:52:32,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251206,1505,1635,,,,2,,A1,,,,,,,
20251206 15:09:29,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251206,1515,1645,,,,2,,A3,,,,,,,
20251206 16:30:55,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251206,1630,1800,,,,1,,A1,,,,,,,
20251206 16:47:44,退店,ネット予約（食べログ）,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251212,1900,2100,,,,4,,A5,,,,"コース          ：【各種120分飲み放題付】チュクミサムギョプサルスタンダードコース◆チュクミサムギョプサルや韓国のり、チヂミ、キンパなどを楽しむ
ご要望          ：
",,,
20251206 16:48:48,貴店キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251212,1900,2030,,,,2,,D個室1,,,,,,,
20251206 17:00:02,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251229,1800,1940,お席のみのご予約,,,3,HPG即,A3,SD2863355,150,,,,,
20251206 17:42:13,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251206,1740,1910,,,,2,,D個室1,,,,,,,
20251206 17:44:20,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1900,2030,お席のみのご予約,,,2,HPG即,A1,SD2871571,100,,,,,
20251206 18:40:48,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1200,1330,お席のみのご予約,,,4,HPG即,A5,SD2881463,40,,,,,
20251206 18:53:20,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251206,1850,2020,,,,2,,D個室2,,,,,,,
20251206 19:08:28,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251206,2020,2150,,,,4,,B1,,,,萌,,,
20251206 19:39:36,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251206,2035,2205,,,,2,,A1,,,,ただ,,,
20251206 21:26:35,貴店キャンセル,ネット予約（食べログ）,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251213,1800,1930,,,,5,,未割り当て,,,,"コース          ：お席のみのご予約
ご要望          ：
",,,
20251206 21:30:38,貴店キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251213,1730,1900,,,,2,,A1,,,,,,,
20251206 21:53:17,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251212,1745,1945,,,,2,,B3,,,,,,,
20251207 11:43:44,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251230,1830,2010,お席のみのご予約,,,5,HPG即,"D個室2, D個室1",SD2942733,250,,,,,
20251207 11:47:18,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1150,1320,,,,5,,"A3, A4",,,,,,,
20251207 11:49:41,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1155,1325,,,,2,,A1,,,,,,,
20251207 13:26:12,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1330,1500,,,,3,,A1,,,,,,,
20251207 14:03:54,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1405,1535,,,,2,,A5,,,,,,,
20251207 14:15:56,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251210,2000,2130,お席のみのご予約,,,2,HPG即,A5,SD2958094,100,,,,,
20251207 14:31:35,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1435,1605,,,,2,,A1,,,,,,,
20251207 14:55:23,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1500,1630,,,,2,,B4,,,,,,,
20251207 14:55:59,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1500,1630,,,,2,,B3,,,,,,,
20251207 15:02:51,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1505,1635,,,,2,,B2,,,,,,,
20251207 15:13:35,キャンセル,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1520,1650,,,,2,,D個室1,,,,,,,
20251207 15:13:38,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1520,1650,,,,2,,B1,,,,,,,
20251207 15:13:57,貴店キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1610,1740,,,,2,,D個室1,,,,,,,
20251207 15:24:31,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1530,1700,,,,4,,D個室1,,,,,,,
20251207 15:29:43,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1535,1705,,,,2,,A5,,,,,,,
20251207 15:41:37,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251220,1200,1530,お席のみのご予約,,,5,HPG即,"A3, A4",SD2967095,50,,,,,
20251207 15:56:56,キャンセル,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1605,1735,,,,4,,A1,,,,,,,
20251207 16:10:33,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1610,1740,,,,2,,A1,,,,,,,
20251207 16:34:28,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1640,1810,,,,2,,B4,,,,,,,
20251207 17:54:46,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1750,1920,,,,2,,A5,,,,,,,
20251207 17:59:50,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1755,1925,,,,2,,B3,,,,,,,
20251207 18:52:54,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1850,2020,,,,3,,A5,,,,,,,
20251207 18:56:45,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1930,2100,お席のみのご予約,,,2,HPG即,B1,SD2996197,100,,,,,
20251207 19:15:20,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1915,2045,,,,5,,D個室1,,,,,,,
20251207 19:39:36,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,1935,2105,,,,4,,"B3, B4",,,,,,,
20251207 20:52:23,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251207,2050,2220,,,,4,,A3,,,,,,,
20251208 08:08:07,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251223,1800,1930,お席のみのご予約,,,2,HPG即,A1,SD3041422,100,,,,,
20251208 20:18:28,顧客キャンセル,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251214,1900,2030,お席のみのご予約,,500,2,HPG即,A4,SD3118150,0,,,,スマート支払い(未決済),
20251209 16:58:51,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251209,1700,1830,,,,2,,A5,,,,,,,
