予約受付日,ステータス,予約経路,AIR店舗ID,店舗コード,店舗名,来店日,開始時間,終了時間,コース名,コース金額,利用ポイント,人数,ネット予約フラグ,テーブル,予約依頼番号,発行ポイント,要望,メモ,キーワード,スマート支払い利用有無,決済確定金額
20250917 23:37:07,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251004,1700,1830,お席のみのご予約,,,3,HPG即,A3,SCU783579,150,,,,,
20250921 13:26:41,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251011,1930,2100,お席のみのご予約,,,5,HPG即,D個室1,SCV124209,250,,"誕生日サービスホットク
",,,
20250923 11:58:46,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251010,1730,1900,お席のみのご予約,,,3,HPG即,A5,SCV304554,150,,,,,
20250926 19:53:20,退店,ネット予約（食べログ）,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251005,1800,1930,,,,2,,A3,,,,"コース          ：お席のみのご予約
ご要望          ：
",,,
20250926 23:21:43,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251011,1830,2030,『ハイボール、レモンサワー120分飲み放題付』生サムギョプサルのライトコース!!3300円,3630,,4,HPG即,A3,SCV647245,200,,,,,
20250928 18:29:56,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251004,1900,2030,お席のみのご予約,,,4,HPG即,B4,SCV805382,200,,,,,
20250929 14:53:51,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251011,1800,1930,お席のみのご予約,,,2,HPG即,A1,SCV865324,100,,,,,
20250929 18:00:28,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251005,1800,1930,お席のみのご予約,,200,2,HPG即,A5,SCV881822,100,,,,,
20250930 12:26:26,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251001,1830,2000,お席のみのご予約,,1500,3,HPG即,A3,SCV911455,150,,,,スマート支払い(決済完了),7410
20250930 12:59:49,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20251004,1830,2000,お席のみのご予約,,,2,HPG即,B1,SCV940808,100,,,,,
