予約受付日,ステータス,予約経路,AIR店舗ID,店舗コード,店舗名,来店日,開始時間,終了時間,コース名,コース金額,利用ポイント,人数,ネット予約フラグ,テーブル,予約依頼番号,発行ポイント,要望,メモ,キーワード,スマート支払い利用有無,決済確定金額
20260512 22:45:12,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260607,1200,1330,お席のみのご予約,,,2,HPG即,A5,SDM034647,20,,,,,
20260513 12:57:42,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260612,1830,2030,『各種120分飲み放題付』宴会にオススメ！!チーズダッカルビスタンダードコース!!3980円,4378,,7,HPG即,"A3, A4",SDM067724,350,,,,スマート支払い(決済完了),34111
20260514 18:01:39,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260613,1200,1330,お席のみのご予約,,,3,HPG即,A3,SDM192503,30,,,,,
20260517 09:07:10,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260614,1130,1300,お席のみのご予約,,,4,HPG即,A3,SDM469626,40,,,,,
20260521 08:48:16,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260605,1730,1930,お席のみのご予約,,,5,HPG即,"A3, A4",SDM850504,250,,,,,
20260526 12:57:16,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260607,1730,1900,お席のみのご予約,,,2,HPG即,A1,SDN379810,100,,,,,
20260526 18:57:08,顧客キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,1830,2000,,,,4,,B4,,,,"コース料理かもしれないです
前日までに連絡くれます",,,
20260528 16:49:11,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,1730,1920,お席のみのご予約,,,2,HPG即,A1,SDN591568,100,,,,,
20260529 20:58:09,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260620,1900,2030,お席のみのご予約,,,2,HPG即,A1,SDN741595,100,,,,,
20260529 21:39:16,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260609,1730,1900,お席のみのご予約,,,5,HPG即,"A3, A4",SDN748037,250,,,,,
20260529 23:10:55,退店,ネット予約（食べログ）,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260607,1215,1345,,,,2,,A1,,,,"コース          ：お席のみのご予約
ご要望          ：
",,,
20260530 21:47:02,顧客キャンセル,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,1800,1930,お席のみのご予約,,,3,HPG即,A3,SDN865594,0,,,,,
20260531 16:29:20,退店,ネット予約（食べログ）,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260614,1230,1400,,,,2,,A1,,,,"コース          ：お席のみのご予約
ご要望          ：
",,,
20260531 17:57:57,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,1830,2000,お席のみのご予約,,,3,HPG即,A3,SDN933410,150,,,,,
20260602 18:02:52,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260602,1800,1930,,,,2,,A5,,,,,,,
20260602 18:49:05,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260602,1845,2015,,,,2,,A1,,,,,,,
20260602 20:10:03,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260602,2010,2140,,,,2,,A3,,,,,,,
20260602 20:41:29,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260602,2055,2225,,,,1,,A5,,,,,,,
20260602 23:03:10,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260604,1800,1930,お席のみのご予約,,,3,HPG即,B4,SDP142317,150,,,,,
20260603 17:01:41,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260603,1705,1835,,,,2,,A5,,,,,,,
20260603 17:13:12,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260603,1710,1840,,,,2,,A3,,,,,,,
20260603 17:36:20,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260603,1735,1905,,,,2,,A1,,,,,,,
20260603 17:53:30,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260605,1815,1945,,,,3,,B1,,,,"サム
海鮮チヂミ
ハーフ有りフラ
ホットソース
",,,
20260603 18:24:50,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260603,1820,1950,,,,2,,B4,,,,,,,
20260603 18:33:13,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260603,1830,2000,,,,2,,B1,,,,,,,
20260603 18:34:29,貴店キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260603,1910,2040,,,,1,,A5,,,,,,,
20260603 18:45:36,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260619,1930,2100,お席のみのご予約,,,2,HPG即,A5,SDP205271,100,,,,,
20260603 19:11:12,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260603,1910,2040,,,,2,,A3,,,,,,,
20260603 19:23:34,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260603,1920,2050,,,,1,,A1,,,,,,,
20260603 19:54:34,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260603,2030,2200,,,,2,,A5,,,,,,,
20260603 20:01:07,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260603,2000,2130,,,,4,,B3,,,,,,,
20260604 11:36:08,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260604,1135,1305,,,,2,,A5,,,,,,,
20260604 11:41:25,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260604,1140,1310,,,,1,,A1,,,,,,,
20260604 12:42:01,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260604,1245,1415,,,,1,,A5,,,,,,,
20260604 12:53:34,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260604,1250,1420,,,,3,,A3,,,,,,,
20260604 13:05:50,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260604,1315,1445,,,,3,,A1,,,,,,,
20260604 17:05:46,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260604,1710,1840,,,,2,,A5,,,,,,,
20260604 17:21:50,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260604,1720,1850,,,,5,,"A3, A4",,,,,,,
20260604 18:08:15,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260604,1805,1935,,,,2,,A1,,,,,,,
20260604 18:20:52,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260604,1820,1950,,,,2,,A5,,,,,,,
20260604 18:58:26,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260604,1945,2115,,,,5,,"A3, A4",,,,,,,
20260604 19:07:52,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260604,1905,2035,,,,2,,B3,,,,,,,
20260604 19:40:17,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260605,1800,1930,お席のみのご予約,,,4,HPG即,B4,SDP320771,200,,,,,
20260604 21:40:44,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260605,1800,1930,お席のみのご予約,,,2,HPG即,A1,SDP338610,100,,,,,
20260604 21:47:34,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260605,1945,2115,お席のみのご予約,,,2,HPG即,B4,SDP339990,100,,,,,
20260604 21:48:57,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260605,1905,2035,,,,2,,D個室1,,,,,,,
20260604 23:48:49,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,1900,2030,お席のみのご予約,,,3,HPG即,B4,SDP354044,150,,,,,
20260605 11:47:23,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260605,1155,1325,,,,2,,A5,,,,,,,
20260605 17:18:27,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260605,1800,1940,,,,3,,B3,,,,,,,
20260605 17:22:15,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260605,2000,2130,,,,2,,A5,,,,,,,
20260605 17:49:19,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260605,1745,1915,,,,2,,A5,,,,,,,
20260605 18:00:58,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260605,1800,1930,,,,2,,B2,,,,,,,
20260605 20:01:14,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260605,2000,2130,,,,2,,B2,,,,,,,
20260605 20:01:19,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260605,2000,2130,,,,2,,B3,,,,,,,
20260605 20:12:14,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,1800,1945,お席のみのご予約,,,2,HPG即,A5,SDP442303,100,,,,,
20260605 20:33:14,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260605,2030,2200,,,,2,,A4,,,,,,,
20260605 22:14:46,退店,ネット予約（食べログ）,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,1400,1530,,,,2,,A5,,,,"コース          ：お席のみのご予約
ご要望          ：
",,,
20260606 11:36:44,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,1140,1310,,,,2,,A1,,,,,,,
20260606 11:57:49,キャンセル,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,1200,1330,,,,3,,A3,,,,,,,
20260606 13:19:53,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260607,1845,2015,お席のみのご予約,,,2,HPG即,A5,SDP467347,100,,,,スマート支払い(決済完了),5753
20260606 13:43:02,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,1355,1525,,,,2,,A3,,,,,,,
20260606 15:43:50,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,1550,1720,,,,2,,A3,,,,,,,
20260606 16:35:28,キャンセル,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,1640,1810,,,,3,,A5,,,,,,,
20260606 16:41:35,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,1800,1945,,,,3,,B3,,,,萌,,,
20260606 17:34:00,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,1730,1900,,,,2,,B2,,,,,,,
20260606 18:05:09,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,1805,1935,,,,3,,B1,,,,,,,
20260606 18:07:32,貴店キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,2135,2305,,,,2,,D個室1,,,,,,,
20260606 18:12:12,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,1810,1940,,,,1,,A4,,,,,,,
20260606 18:29:06,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,1825,1955,,,,2,,D個室1,,,,,,,
20260606 18:49:12,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,1930,2100,お席のみのご予約,,,4,HPG即,D個室1,SDP550786,200,,,,,
20260606 18:54:26,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,1850,2020,,,,2,,A4,,,,,,,
20260606 18:54:36,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,1855,2025,,,,2,,B2,,,,,,,
20260606 19:33:20,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,1930,2100,,,,2,,A1,,,,,,,
20260606 20:01:45,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,2000,2130,,,,2,,B3,,,,,,,
20260606 20:22:17,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260606,2025,2155,,,,7,,"A3, A4, A5",,,,,,,
20260607 11:42:59,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260626,1930,2130,,,,9,,"A3, A4, A5",,,,"ちーだスタンダード

生あり

初期の料金",,,
20260607 11:43:35,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260607,1150,1320,,,,13,,"B2, B3, B4",,,,,,,
20260607 11:43:54,貴店キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260607,1240,1410,,,,2,,B1,,,,,,,
