予約受付日,ステータス,予約経路,AIR店舗ID,店舗コード,店舗名,来店日,開始時間,終了時間,コース名,コース金額,利用ポイント,人数,ネット予約フラグ,テーブル,予約依頼番号,発行ポイント,要望,メモ,キーワード,スマート支払い利用有無,決済確定金額
20260104 12:21:02,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1225,1355,,,,2,,B2,,,,,,,
20260104 12:53:04,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1250,1420,,,,3,,A5,,,,,,,
20260104 12:53:22,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1330,1500,,,,2,,B3,,,,きい,,,
20260104 13:04:23,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1400,1530,お席のみのご予約,,,2,HPG即,D個室1,SD6038203,20,,,,,
20260104 13:07:46,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1310,1440,,,,2,,A4,,,,,,,
20260104 13:15:47,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1530,1700,,,,10,,"A3, A4",,,,,,,
20260104 13:19:23,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1340,1510,,,,2,,B4,,,,,,,
20260104 13:42:53,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1700,1930,お席のみのご予約,,,4,HPG即,D個室1,SD6042975,200,,,,,
20260104 13:58:53,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1355,1525,,,,1,,B2,,,,,,,
20260104 14:01:33,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260111,1330,1500,お席のみのご予約,,400,2,HPG即,A5,SD6045044,20,,,,,
20260104 14:08:34,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1405,1535,,,,4,,B1,,,,,,,
20260104 14:33:04,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1900,2030,お席のみのご予約,,,4,HPG即,B4,SD6046904,200,,,,,
20260104 15:02:11,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1530,1720,お席のみのご予約,,,3,HPG即,B1,SD6049640,150,,,,,
20260104 15:03:55,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1615,1745,,,,3,,B3,,,,,,,
20260104 15:28:49,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1530,1700,,,,4,,A5,,,,,,,
20260104 15:56:39,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1605,1735,,,,2,,B2,,,,,,,
20260104 16:04:35,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260110,1900,2100,『各種120分飲み放題付』大人気のチュクミサムギョプサルのスタンダードコース!!4500円,4950,,5,HPG即,"A3, A4",SD6056850,250,,,,,
20260104 16:37:18,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1635,1805,,,,2,,B4,,,,,,,
20260104 16:53:41,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1730,1900,,,,5,,"A3, A4",,,,萌,,,
20260104 17:12:03,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1710,1840,,,,2,,B2,,,,,,,
20260104 17:43:58,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1740,1910,,,,3,,B1,,,,,,,
20260104 18:05:49,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1805,1935,,,,3,,B3,,,,,,,
20260104 18:42:35,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1840,2010,,,,4,,A1,,,,,,,
20260104 18:45:09,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1845,2015,,,,2,,B2,,,,,,,
20260104 18:56:02,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1855,2025,,,,2,,A4,,,,,,,
20260104 19:01:42,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1900,2030,,,,2,,A3,,,,,,,
20260104 19:37:43,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1950,2120,,,,2,,B1,,,,,,,
20260104 19:42:41,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,1955,2125,,,,2,,A1,,,,,,,
20260104 20:28:55,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260104,2025,2155,,,,2,,B4,,,,,,,
20260105 09:50:23,退店,ホームページ予約ツール,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260109,1730,1930,『各種120分飲み放題付』生サムギョプサルのスタンダードコース!!3980円,4378,,4,HPDS即,A3,SD6116337,,,,,,
20260105 16:51:34,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260106,1700,1830,お席のみのご予約,,,2,HPG即,A5,SD6152437,100,,,,,
20260105 22:15:06,顧客キャンセル,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260110,1930,2100,お席のみのご予約,,,2,HPG即,A3,SD6196170,0,,,,,
20260106 07:23:33,退店,ネット予約（食べログ）,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260117,1300,1430,,,,5,,"B1, B2",,,,"コース          ：お席のみのご予約
ご要望          ：
",,,
20260106 07:39:11,貴店キャンセル,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260124,1900,2100,『各種120分飲み放題付』大人気のチュクミサムギョプサルのスタンダードコース!!4500円,4950,,4,HPGリク,未割り当て,RAT080790,0,プレミアム飲み放題にアップグレードして欲しいです。,,,,
20260106 18:00:24,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260106,1800,1930,,,,2,,A3,,,,,,,
20260106 18:15:43,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260106,1815,1945,,,,1,,A1,,,,,,,
20260106 18:17:27,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260106,1815,1945,,,,3,,B4,,,,,,,
20260106 18:35:01,顧客キャンセル,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260109,1930,2100,お席のみのご予約,,,4,HPG即,D個室1,SD6269027,0,もしかしたら1人増えて5人になるかもです。 ,,,,
20260106 18:42:18,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260106,1840,2010,,,,2,,B3,,,,,,,
20260106 18:43:57,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260106,1840,2010,,,,2,,B2,,,,,,,
20260106 19:26:39,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260106,1925,2055,,,,2,,A1,,,,,,,
20260106 20:37:10,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260106,2035,2205,,,,4,,A3,,,,,,,
20260106 20:47:19,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260106,2045,2215,,,,2,,A5,,,,,,,
20260106 21:27:01,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260106,2140,2310,,,,3,,A5,,,,,,,
20260107 11:44:59,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260107,1140,1310,,,,2,,A1,,,,,,,
20260107 11:47:40,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260107,1145,1315,,,,5,,"A3, A4",,,,,,,
20260107 12:16:44,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260107,1215,1345,,,,1,,A5,,,,,,,
20260107 12:21:12,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260107,1225,1355,,,,2,,B1,,,,,,,
20260107 12:42:56,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260107,1250,1420,,,,2,,B4,,,,,,,
20260107 12:49:39,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260107,1245,1415,,,,3,,B3,,,,,,,
20260107 12:54:14,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260107,1250,1420,,,,1,,B2,,,,,,,
20260107 14:59:58,顧客キャンセル,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260122,1130,1300,お席のみのご予約,,,6,HPG即,"A3, A4",SD6350381,0,,,,,
20260107 17:03:47,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260107,1700,1830,,,,2,,A5,,,,,,,
20260107 17:07:27,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260107,1705,1835,,,,2,,A3,,,,,,,
20260107 17:47:52,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260107,1745,1915,,,,2,,A1,,,,,,,
20260107 17:59:02,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260107,1755,1925,,,,2,,B1,,,,,,,
20260107 19:51:08,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260107,1950,2120,,,,2,,A5,,,,,,,
20260107 20:28:57,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260107,2025,2155,,,,2,,A1,,,,,,,
20260107 20:31:13,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260110,1800,1940,お席のみのご予約,,,2,HPG即,A1,SD6394738,100,,,,,
20260107 21:27:32,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260110,1900,2030,お席のみのご予約,,,3,HPG即,B1,SD6404093,150,,,,,
20260107 22:10:06,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260110,1900,2030,お席のみのご予約,,,2,HPG即,A5,SD6409096,100,,,,,
20260107 23:44:51,顧客キャンセル,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260110,1800,2000,『各種120分飲み放題付』生サムギョプサルのスタンダードコース!!3980円,4378,,6,HPGリク,"B1, B2",RAT124982,0,可能なら奥の半個室スペースがいいです/禁煙席,,,,
20260108 11:14:12,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260125,1130,1300,お席のみのご予約,,,4,HPG即,A3,SD6436395,40,,,,,
20260108 11:37:00,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260108,1135,1305,,,,2,,A5,,,,,,,
20260108 11:43:44,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260108,1140,1310,,,,1,,A1,,,,,,,
20260108 12:13:59,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260109,1830,2000,お席のみのご予約,,,2,HPG即,A1,SD6441682,100,,,,,
20260108 12:14:51,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260108,1210,1340,,,,3,,A3,,,,,,,
20260108 17:13:01,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260108,1715,1845,,,,2,,A5,,,,,,,
20260108 18:50:14,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260108,1850,2020,,,,1,,A4,,,,,,,
20260108 18:50:25,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260108,1850,2020,,,,3,,A1,,,,,,,
20260109 00:12:50,退店,ネット予約（食べログ）,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260110,1130,1300,,,,1,,B2,,,,"コース          ：お席のみのご予約
ご要望          ：
",,,
20260109 11:54:42,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260109,1150,1320,,,,2,,A1,,,,,,,
20260109 11:56:42,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260109,1155,1325,,,,3,,A3,,,,,,,
20260109 12:15:22,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260109,1215,1345,,,,2,,A5,,,,,,,
20260109 16:55:56,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260109,1945,2115,,,,3,,A3,,,,,,,
20260109 18:41:49,貴店キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260109,2005,2135,,,,4,,D個室1,,,,,,,
20260109 20:05:10,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260109,2005,2135,,,,3,,A5,,,,,,,
20260109 20:28:44,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260125,1755,2000,,,,6,,"A3, A4",,,,"萌
ポックンパコース
メインはまた連絡来ます
メインはサムギョプサルです
",,,
20260109 21:50:28,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260124,1200,1330,お席のみのご予約,,,2,HPG即,A3,SD6637850,20,,,,,
20260110 11:32:01,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260110,1130,1300,,,,2,,A5,,,,,,,
20260110 11:42:26,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260110,1830,2010,お席のみのご予約,,,3,HPG即,B4,SD6677433,150,,,,,
20260110 11:59:24,退店,ホームページ予約ツール,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260111,1230,1400,お席のみのご予約,,,2,HPDS即,A3,SD6680884,,,,,,
20260110 12:56:22,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260110,1930,2100,お席のみのご予約,,,2,HPG即,B3,SD6687268,100,,,,,
20260110 13:10:51,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260110,1310,1440,,,,1,,A1,,,,,,,
20260110 13:15:01,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260110,1315,1445,,,,2,,A5,,,,,,,
20260110 13:16:46,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260110,1320,1450,,,,3,,B4,,,,,,,
20260110 13:34:45,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260110,1330,1500,,,,3,,A3,,,,,,,
20260110 13:48:57,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260110,1355,1525,,,,5,,"B1, B2",,,,,,,
20260110 14:03:50,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260110,1400,1530,,,,1,,A4,,,,,,,
20260110 14:33:37,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260117,1945,2115,,,,6,,"B3, B4",,,,"bdホットク
萌
",,,
20260110 16:44:19,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260110,1700,1830,お席のみのご予約,,,2,HPG即,A3,SD6716090,100,,,,,
20260110 17:14:52,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260110,1710,1840,,,,2,,B3,,,,,,,
20260110 18:07:09,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260111,1830,2000,お席のみのご予約,,,2,HPG即,A5,SD6730193,100,,,,,
20260110 18:58:09,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260110,1855,2025,,,,2,,B2,,,,,,,
20260110 19:29:37,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260111,2000,2130,お席のみのご予約,,,3,HPG即,A5,SD6741883,150,,,,,
20260110 19:36:09,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260110,2010,2140,,,,4,,B4,,,,,,,
20260110 19:51:13,貴店キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260110,2100,2230,,,,2,,A1,,,,,,,
20260110 19:54:32,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260110,1950,2120,,,,4,,A1,,,,,,,
20260110 20:16:01,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260110,2015,2145,,,,2,,A5,,,,,,,
20260110 20:26:07,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260117,1930,2100,お席のみのご予約,,,2,HPG即,A3,SD6750634,100,,,,スマート支払い(決済完了),6710
20260111 00:12:20,退店,ネット予約（食べログ）,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260116,1945,2115,,,,2,,A1,,,,"コース          ：お席のみのご予約
ご要望          ：
",,,
20260111 09:52:23,退店,ネット予約（食べログ）,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260111,1935,2105,,,,4,,B4,,,,"コース          ：お席のみのご予約
ご要望          ：
",,,
