予約受付日,ステータス,予約経路,AIR店舗ID,店舗コード,店舗名,来店日,開始時間,終了時間,コース名,コース金額,利用ポイント,人数,ネット予約フラグ,テーブル,予約依頼番号,発行ポイント,要望,メモ,キーワード,スマート支払い利用有無,決済確定金額
20260127 20:38:26,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1730,1910,お席のみのご予約,,200,2,HPG即,B1,SD8437569,100,,,,,
20260127 21:42:42,退店,ホームページ予約ツール,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1700,1830,お席のみのご予約,,,3,HPDS即,B3,SD8445838,,,,,,
20260128 18:38:31,貴店キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1725,1855,,,,2,,B4,,,,,,,
20260128 21:31:28,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260215,1130,1300,,,,4,,"A3, A4",,,,萌,,,
20260128 21:31:59,貴店キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1805,1935,,,,2,,B4,,,,,,,
20260129 23:12:17,顧客キャンセル,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260206,1830,2000,お席のみのご予約,,,2,HPG即,A1,SD8654324,0,,,,,
20260130 11:04:23,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260208,1130,1300,,,,4,,D個室1,,,,,,,
20260130 18:04:22,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260215,2000,2130,お席のみのご予約,,,2,HPG即,A1,SD8721154,100,,,,,
20260131 09:57:52,退店,ホームページ予約ツール,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260207,1700,1830,お席のみのご予約,,,2,HPDS即,A5,SD8781228,,,,,,
20260131 19:18:11,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1900,2030,,,,3,,B1,,,,,,,
20260131 22:49:03,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260203,1900,2030,お席のみのご予約,,100,2,HPG即,A5,SD8872898,100,,,,,
20260201 09:58:55,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1300,1430,,,,2,,A1,,,,萌,,,
20260201 11:51:00,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1935,2105,,,,7,,"B3, B4",,,,子2,,,
20260201 12:17:31,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1220,1350,,,,2,,A5,,,,,,,
20260201 12:21:51,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1225,1355,,,,2,,A3,,,,,,,
20260201 12:37:30,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1245,1415,,,,2,,B4,,,,,,,
20260201 12:37:36,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1245,1415,,,,2,,B3,,,,,,,
20260201 12:41:29,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1430,1600,お席のみのご予約,,,2,HPG即,A5,SD8902805,20,,,,,
20260201 12:47:56,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1245,1415,,,,1,,B2,,,,,,,
20260201 12:51:03,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1300,1430,,,,2,,A4,,,,,,,
20260201 12:51:46,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1255,1425,,,,4,,B1,,,,,,,
20260201 12:54:21,貴店キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1400,1530,,,,2,,D個室1,,,,,,,
20260201 14:57:12,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1455,1625,,,,2,,A3,,,,,,,
20260201 15:08:08,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1510,1640,,,,3,,A1,,,,,,,
20260201 16:42:49,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1645,1815,,,,2,,A1,,,,,,,
20260201 17:12:01,無断キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1800,1930,,,,2,,B2,,,,萌,,,
20260201 17:26:33,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1725,1855,,,,4,,B4,,,,,,,
20260201 18:37:30,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1835,2005,,,,5,,D個室1,,,,,,,
20260201 18:49:10,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1845,2015,,,,2,,B2,,,,,,,
20260201 19:06:23,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1940,2110,,,,2,,A1,,,,,,,
20260201 19:39:05,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,1935,2105,,,,1,,D個室2,,,,,,,
20260201 20:14:06,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260201,2010,2140,,,,2,,D個室1,,,,,,,
20260202 21:03:53,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260214,1800,1930,お席のみのご予約,,,4,HPG即,A3,SD9045794,200,,,,,
20260202 21:40:42,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260203,1900,2030,お席のみのご予約,,,3,HPG即,A3,SD9050150,150,,,,,
20260202 21:54:16,顧客キャンセル,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260208,1130,1300,お席のみのご予約,,,2,HPG即,A4,SD9052873,0,,,,,
20260203 17:00:16,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260203,1700,1830,,,,2,,A5,,,,,,,
20260203 18:36:37,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260203,1835,2005,,,,2,,A1,,,,,,,
20260203 18:38:48,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260203,1835,2005,,,,2,,B4,,,,,,,
20260203 19:23:26,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260203,1930,2100,お席のみのご予約,,,2,HPG即,A1,SD9128562,100,,,,,
20260204 07:04:38,顧客キャンセル,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260206,1900,2030,お席のみのご予約,,,2,HPG即,A5,SD9168309,0,,,,,
20260204 08:58:06,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260213,1800,2000,『各種120分飲み放題付』宴会にオススメ！!チーズダッカルビスタンダードコース!!3980円,4378,,5,HPG即,"A3, A4",SD9173011,250,,,,,
20260204 11:53:51,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260204,1200,1330,,,,2,,A5,,,,,,,
20260204 12:29:10,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260204,1230,1400,,,,2,,A3,,,,,,,
20260204 14:11:01,キャンセル,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260204,1445,1615,,,,1,,B3,,,,,,,
20260204 17:18:18,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260204,1715,1845,,,,2,,A5,,,,,,,
20260204 17:26:19,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260204,1800,1930,,,,1,,B2,,,,,,,
20260204 18:00:58,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260204,1800,1930,,,,3,,A1,,,,,,,
20260204 18:56:54,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260204,1855,2025,,,,4,,A5,,,,,,,
20260204 19:04:46,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260204,1900,2030,,,,2,,A3,,,,,,,
20260204 22:30:13,退店,ネット予約（食べログ）,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260228,1830,2030,,,,8,,"A3, A4, A5",,,,"コース          ：【各種120分飲み放題付】チーズダッカルビスタンダードコース◆チーズダッカルビや韓国のり、チヂミ、キンパなどを楽しむ！宴会に◎
ご要望          ：
",,,
20260205 07:21:01,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260222,1130,1300,お席のみのご予約,,,4,HPG即,A3,SD9275263,40,,,,,
20260205 12:32:31,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260205,1235,1405,,,,2,,A5,,,,,,,
20260205 12:42:11,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260205,1245,1415,,,,2,,A1,,,,,,,
20260205 18:19:38,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260205,1815,1945,,,,2,,A5,,,,,,,
20260205 18:33:09,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260205,1830,2000,,,,2,,B4,,,,,,,
20260205 19:08:31,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260205,1905,2035,,,,4,,A3,,,,,,,
20260205 19:26:23,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260205,1925,2055,,,,2,,A1,,,,,,,
20260205 19:36:07,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260205,1935,2105,,,,2,,B3,,,,,,,
20260205 20:27:04,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260205,2025,2155,,,,3,,A5,,,,,,,
20260205 20:46:43,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260205,2045,2215,,,,3,,B4,,,,,,,
20260206 07:52:16,顧客キャンセル,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260211,1700,1830,お席のみのご予約,,,2,HPG即,A5,SD9386775,0,,,,,
20260206 11:27:05,キャンセル,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260206,1135,1305,,,,2,,A5,,,,,,,
20260206 11:58:11,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260206,1200,1330,,,,3,,A3,,,,,,,
20260206 12:59:11,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260206,1255,1425,,,,3,,A3,,,,,,,
20260206 16:12:27,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260206,1830,2000,お席のみのご予約,,,4,HPG即,B4,SD9427072,200,,,,,
20260206 16:52:49,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260207,1200,1330,,,,4,,B4,,,,,,,
20260206 16:53:43,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260206,1900,2030,,,,3,,B3,,,,,,,
20260206 17:15:52,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260206,1715,1845,,,,5,,"A3, A4",,,,,,,
20260206 17:29:17,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260206,1900,2030,,,,2,,A1,,,,萌,,,
20260206 18:27:26,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260207,1200,1330,お席のみのご予約,,,2,HPG即,A1,SD9446501,20,,,,,
20260206 19:05:23,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260206,2030,2200,,,,2,,A5,,,,萌,,,
20260206 21:04:20,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260207,1200,1330,お席のみのご予約,,,2,HPG即,A3,SD9470314,20,,,,,
20260207 09:16:45,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260207,1930,2100,お席のみのご予約,,,2,HPG即,A1,SD9502153,100,,,,,
20260207 10:14:04,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260207,1930,2100,お席のみのご予約,,,2,HPG即,A3,SD9505718,100,,,,,
20260207 10:39:42,貴店キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260207,2015,2145,,,,2,,D個室1,,,,,,,
20260207 11:32:33,キャンセル,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260207,1140,1310,,,,2,,B1,,,,,,,
20260207 11:37:21,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260207,1140,1310,,,,2,,A5,,,,,,,
20260207 12:03:00,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260207,1205,1335,,,,5,,D個室1,,,,,,,
20260207 12:06:46,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260207,1210,1340,,,,2,,B3,,,,,,,
20260207 13:08:22,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260207,1305,1435,,,,2,,A3,,,,,,,
20260207 13:11:26,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260207,1315,1445,,,,3,,A5,,,,,,,
20260207 13:12:47,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260207,1320,1450,,,,2,,B2,,,,,,,
20260207 14:14:34,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260207,1410,1540,,,,2,,A1,,,,,,,
20260207 15:28:19,キャンセル,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260207,1530,1700,,,,1,,B2,,,,,,,
20260207 18:10:18,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260207,1810,1940,,,,3,,D個室1,,,,,,,
20260207 18:26:19,キャンセル,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260207,1825,1955,,,,2,,A4,,,,,,,
20260207 19:09:29,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260207,1905,2035,,,,2,,A4,,,,,,,
20260207 19:20:46,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260207,1920,2050,,,,2,,A5,,,,,,,
20260207 19:32:38,顧客キャンセル,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260207,2115,2245,,,,2,,A4,,,,,,,
20260207 19:33:09,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260207,2010,2140,,,,3,,D個室1,,,,,,,
20260207 20:42:25,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260207,2040,2210,,,,4,,A5,,,,,,,
20260208 07:57:09,退店,ホームページ予約ツール,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260208,1900,2030,お席のみのご予約,,,2,HPDS即,A5,SD9604026,,,,,,
20260208 11:25:30,退店,ネット予約（食べログ）,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260214,1800,1930,,,,2,,A5,,,,"コース          ：お席のみのご予約
ご要望          ：
",,,
20260208 11:37:48,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260208,1140,1310,,,,2,,A5,,,,,,,
20260208 12:15:21,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260208,1215,1345,,,,3,,B4,,,,,,,
20260208 14:18:16,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260208,1415,1545,,,,1,,A3,,,,,,,
20260208 14:50:41,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260208,1450,1620,,,,3,,A5,,,,,,,
20260208 16:50:41,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260208,1650,1820,,,,2,,A5,,,,,,,
20260208 17:15:04,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260208,1730,1900,お席のみのご予約,,,2,HPG即,A1,SD9649762,100,,,,,
20260208 17:27:15,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260208,1725,1855,,,,2,,B4,,,,,,,
20260208 17:58:07,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260208,1755,1925,,,,4,,B3,,,,,,,
20260208 18:02:06,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260208,1800,1930,,,,3,,A3,,,,,,,
20260208 18:42:02,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260208,1840,2010,,,,2,,B1,,,,,,,
20260208 19:22:19,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260208,1920,2050,,,,2,,B4,,,,,,,
20260208 19:23:37,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260208,1920,2050,,,,3,,A1,,,,,,,
20260208 19:24:41,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260208,1920,2050,,,,2,,A3,,,,,,,
20260208 21:19:13,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260214,1200,1330,お席のみのご予約,,,7,HPG即,"B3, B4",SD9678518,70,,,,,
20260209 10:34:59,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260211,1200,1330,お席のみのご予約,,,5,HPG即,"A3, A4",SD9703512,50,,,,,
20260209 15:55:51,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260211,1800,2000,『各種120分飲み放題付』宴会にオススメ！!チーズダッカルビスタンダードコース!!3980円,4378,,5,HPG即,"A3, A4",SD9731071,250,,,,,
20260209 15:56:39,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260210,1900,2030,,,,4,,D個室1,,,,,,,
20260209 20:37:21,顧客キャンセル,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260225,1300,1430,お席のみのご予約,,200,3,HPG即,A3,SD9769628,0,,ラストオーダーめーるしてある,,,
20260209 22:45:19,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260210,1800,1930,お席のみのご予約,,,2,HPG即,A5,SD9786131,100,,,,,
20260210 01:03:57,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260221,1900,2030,お席のみのご予約,,400,2,HPG即,A5,SD9795829,100,,,,,
20260210 18:24:47,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260210,1850,2020,,,,2,,A1,,,,萌,,,
20260210 18:36:19,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260210,1835,2005,,,,3,,A3,,,,,,,
20260210 18:53:48,キャンセル,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260210,1850,2020,,,,4,,D個室1,,,,,,,
20260210 19:10:08,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260210,1910,2040,,,,3,,B4,,,,,,,
20260210 19:19:21,顧客キャンセル,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260210,2030,2200,お席のみのご予約,,,2,HPG即,A1,SD9866532,0,,,,,
20260210 19:38:50,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260210,1935,2105,,,,2,,B3,,,,,,,
20260210 19:56:35,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260210,1955,2125,,,,2,,A5,,,,,,,
20260210 20:18:20,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260210,2015,2145,,,,3,,A3,,,,,,,
20260210 20:27:42,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260210,2025,2155,,,,2,,A1,,,,,,,
20260211 05:56:20,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260213,1900,2030,お席のみのご予約,,,2,HPG即,B3,SD9905829,100,,,,,
20260211 11:07:30,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260211,1145,1315,,,,2,,A5,,,,萌,,,
20260211 11:50:09,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260211,1155,1325,,,,2,,A1,,,,,,,
20260211 13:01:01,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260211,1700,1830,,,,2,,A1,,,,お昼きて予約してくれた,,,
20260211 13:28:00,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260212,2030,2200,お席のみのご予約,,3000,2,HPG即,A5,SD9934799,100,,,,,
20260211 18:25:24,退店,,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260211,1845,2015,,,,2,,D個室1,,,,,,,
20260211 19:22:17,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260211,1920,2050,,,,2,,A1,,,,,,,
20260211 20:09:33,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260211,2005,2135,,,,2,,B4,,,,,,,
20260211 21:13:54,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260215,1800,1930,お席のみのご予約,,,2,HPG即,A3,SD9993945,100,,,,,
20260211 23:16:55,退店,ホットペッパー グルメ,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260214,1900,2030,お席のみのご予約,,,2,HPG即,A1,SDA007714,100,,,,,
20260212 11:36:59,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260212,1145,1315,,,,2,,A5,,,,,,,
20260212 11:51:22,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260212,1200,1330,,,,4,,A3,,,,,,,
20260212 11:53:47,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260212,1200,1330,,,,2,,A1,,,,,,,
20260212 12:38:08,退店,直接来店,AKR9200744295,H000550388,韓国屋台ポックンパ　ネネチキン　東岡崎店,20260212,1235,1405,,,,2,,B3,,,,,,,
