year_week,category1,subtotal,quantity,構成比
2026-W17,コース&セット,279500.0,47,41.21810942338888
2026-W17,イベント,72000.0,2,10.617902964164577
2026-W17,NEW CLASSIC COCKTAIL,55700.0,37,8.214127709777319
2026-W17,その他,48500.0,81,7.152337413360861
2026-W17,ウイスキー（ハイボール・ボトル・オリジナル）,48400.0,39,7.137590325910632
2026-W17,JAPANESE COCKTAIL,28500.0,15,4.202919923315145
2026-W17,COLD APPETIZERS,19000.0,15,2.80194661554343
2026-W17,ワイン（グラス）,18000.0,13,2.654475741041144
2026-W17,MAIN DISHES,17100.0,9,2.5217519539890874
2026-W17,ビール,16300.0,13,2.4037752543872584
2026-W17,ソフトドリンク,11200.0,14,1.651673794425601
2026-W17,HOT APPETIZERS,10700.0,8,1.577938357174458
2026-W17,FRUITS COCKTAIL,10500.0,7,1.548444182274001
2026-W17,DESSERT COCKTAIL,9000.0,6,1.327237870520572
2026-W17,ウイスキー,7800.0,5,1.1502728211178292
2026-W17,BAR SNACKS,7300.0,11,1.0765373838666863
2026-W17,STANDARD COCKTAIL,7200.0,6,1.0617902964164578
2026-W17,ジャパニーズウイスキー,3800.0,2,0.560389323108686
2026-W17,DESSERT,3600.0,3,0.5308951482082289
2026-W17,BAR SNACKS ,2300.0,3,0.33918301135525736
2026-W17,日本酒,1700.0,1,0.2507004866538859
2026-W17,未設定,0.0,2,0.0
