曜日,対象週売上,過去4週平均売上,売上差,対象週客数,過去4週平均客数,客数差,対象週1人単価,過去4週平均1人単価,1人単価差,客数要因寄与,客単価要因寄与,検算
月,61750.0,201513.33333333334,-139763.33333333334,6,20.333333333333332,-14.333333333333332,10291.666666666666,10574.91512345679,-283.2484567901247,-149543.83616255142,-3729.4380144033084,-153273.27417695473
火,58600.0,269923.3333333333,-211323.3333333333,6,26.0,-20.0,9766.666666666666,10714.539512774807,-947.872846108141,-204812.06179441474,-15165.965537730255,-219978.027332145
