year_week,category1,subtotal,quantity,構成比
2025-W52,コース&セット,109500.0,24,10.856632956573469
2025-W52,ジャパニーズカクテル,102800.0,57,10.192345825897284
2025-W52,その他,74000.0,162,7.3369026373190565
2025-W52,ワイン,69800.0,6,6.920483838984731
2025-W52,オリジナルカクテル,61500.0,35,6.097560975609756
2025-W52,スナック,61200.0,65,6.0678167757287325
2025-W52,ご飯もの,60600.0,43,6.008328375966687
2025-W52,未設定,60000.0,47,5.94883997620464
2025-W52,ウイスキー,58050.0,38,5.755502676977989
2025-W52,ノンアルコールカクテル,57700.0,56,5.720801110450129
2025-W52,ジャパニーズウイスキー,55750.0,28,5.527463811223478
2025-W52,ビール,50400.0,62,4.997025580011898
2025-W52,アラカルト,42700.0,44,4.233591116398968
2025-W52,ウイスキー（ハイボール・ボトル・オリジナル）,41000.0,28,4.0650406504065035
2025-W52,カクテル,34500.0,22,3.4205829863176684
2025-W52,ワイン（グラス）,27800.0,18,2.756295855641483
2025-W52,ジン,14400.0,9,1.4277215942891135
2025-W52,ソフトドリンク,11600.0,20,1.1501090620662304
2025-W52,デザート,6000.0,5,0.594883997620464
2025-W52,サラダ,4800.0,3,0.4759071980963712
2025-W52,黒板メニュー,3000.0,1,0.297441998810232
2025-W52,ラム,1500.0,1,0.148720999405116
