year_week,menu_name,subtotal,quantity,構成比
2026-W15,Uberうな重松,169200.0,16,11.815064906045096
2026-W15,Uberうな重竹,124800.0,16,8.714657803040355
2026-W15,ランチうな重,121000.0,20,8.449307645575985
2026-W15,うな重梅,92400.0,22,6.45219856571257
2026-W15,Uberうな重梅,85500.0,13,5.970378542948319
2026-W15,下関ふぐづくしコース,39600.0,2,2.7652279567339586
2026-W15,Uberうな重ハーフ肝焼き入り,37800.0,6,2.639535776882415
2026-W15,うな重竹,34800.0,6,2.430048810463176
2026-W15,お通し,30800.0,44,2.150732855237523
2026-W15,うなぎ白焼き,30000.0,5,2.094869664192393
2026-W15,TOうな重梅,29400.0,7,2.052972270908545
2026-W15,ランチコース,28000.0,4,1.9552116865795666
2026-W15,Uber白焼き,25800.0,3,1.801587911205458
2026-W15,う巻,22500.0,5,1.5711522481442945
2026-W15,ロケットナウうな重梅,21000.0,5,1.4664087649346749
2026-W15,Uberうな重松 肝吸いなし,18200.0,2,1.2708875962767183
2026-W15,TOうな重竹,17400.0,3,1.215024405231588
2026-W15,ロケットナウうな重竹,17400.0,3,1.215024405231588
2026-W15,Uber蒲焼き,17200.0,2,1.2010586074703054
2026-W15,肝焼き,16200.0,27,1.1312296186638922
2026-W15,ふぐから揚げ,16000.0,4,1.1172638209026096
2026-W15,ｻﾞ･ﾌﾟﾚﾐｱﾑ･ﾓﾙﾂ ﾀﾝﾌﾞﾗｰ,15400.0,22,1.0753664276187616
2026-W15,Uberうな重竹 肝吸いなし,15000.0,2,1.0474348320961966
2026-W15,黒毛和牛うな重,14400.0,1,1.0055374388123486
2026-W15,うなぎ白焼き(ハーフ),14400.0,4,1.0055374388123486
2026-W15,うな重松,13800.0,2,0.9636400455285008
2026-W15,ロケットナウうな重松,13800.0,2,0.9636400455285008
2026-W15,TOうな重松,13800.0,2,0.9636400455285008
2026-W15,menuうな重梅,11400.0,2,0.7960504723931092
2026-W15,しき焼酎(芋) ボトル,11000.0,2,0.768118876870544
2026-W15,TSうな重梅1ドリンク,10260.0,3,0.7164454251537984
2026-W15,Uberかきフライ,9500.0,5,0.6633753936609245
2026-W15,内臓美人ハイ,9000.0,9,0.6284608992577179
2026-W15,知多,8800.0,8,0.6144951014964353
2026-W15,Uberとろろサラダ,8400.0,4,0.58656350597387
2026-W15,ランチ梅セット1ドリンク,7600.0,2,0.5307003149287395
2026-W15,馬刺し盛り合わせ,7200.0,2,0.5027687194061743
2026-W15,馬刺 大トロ,7200.0,2,0.5027687194061743
2026-W15,大和芋の磯辺揚,7000.0,7,0.48880292164489164
2026-W15,馬刺 赤身,7000.0,5,0.48880292164489164
2026-W15,ランチうな重ハーフ,7000.0,2,0.48880292164489164
2026-W15,Uber肝焼き,6750.0,9,0.4713456744432884
2026-W15,本マグロ,6600.0,3,0.4608713261223264
2026-W15,三岳 ボトル,6500.0,1,0.4538884272416851
2026-W15,吉四六 ボトル,6500.0,1,0.4538884272416851
2026-W15,生レモンサワー,6400.0,8,0.44690552836104375
2026-W15,うなぎ蒲焼,6000.0,1,0.4189739328384786
2026-W15,ガツ刺し,6000.0,6,0.4189739328384786
2026-W15,響,5400.0,3,0.3770765395546307
2026-W15,ボトルセット)炭酸,5400.0,9,0.3770765395546307
2026-W15,ﾒｰｶｰｽﾞﾏｰｸ,5400.0,6,0.3770765395546307
2026-W15,Uberうな重梅 肝吸いなし,5400.0,1,0.3770765395546307
2026-W15,Uber鰻のタレ,5100.0,13,0.35612784291270677
2026-W15,六ジン,4900.0,5,0.3421620451514242
2026-W15,ほうれん草胡麻和え,4800.0,6,0.3351791462707828
2026-W15,ホタルイカ,4600.0,5,0.32121334850950023
2026-W15,ｱｻﾋｽｰﾊﾟｰﾄﾞﾗｲ(瓶),4500.0,5,0.31423044962885893
2026-W15,Uberおしんこ盛り,4500.0,5,0.31423044962885893
2026-W15,ズワイガニと春菊,4400.0,4,0.30724755074821763
2026-W15,大和芋のとろろサラダ,4200.0,3,0.293281752986935
2026-W15,おしんこ盛,4200.0,6,0.293281752986935
2026-W15,ウーロン茶,4000.0,8,0.2793159552256524
2026-W15,Uberチョレギサラダ,3800.0,2,0.26535015746436974
2026-W15,Uber豆腐サラダ,3800.0,2,0.26535015746436974
2026-W15,ぎんだら焼,3600.0,2,0.25138435970308715
2026-W15,白州,3600.0,2,0.25138435970308715
2026-W15,うなぎ蒲焼(ハーフ),3600.0,1,0.25138435970308715
2026-W15,ホタルイカ包揚げ,3600.0,4,0.25138435970308715
2026-W15,たこの唐揚げ,3000.0,3,0.2094869664192393
2026-W15,蟹味噌クリームコロッケ,3000.0,3,0.2094869664192393
2026-W15,旬菜3点盛り,3000.0,3,0.2094869664192393
2026-W15,内臓美人茶,2800.0,4,0.19552116865795668
2026-W15,自家製レモンサワー,2700.0,3,0.18853826977731536
2026-W15,三岳 グラス,2550.0,3,0.17806392145635339
2026-W15,吉四六 グラス,2550.0,3,0.17806392145635339
2026-W15,牡蠣フライ2個,2500.0,2,0.17457247201603274
2026-W15,ランチサラダ,2450.0,3,0.1710810225757121
2026-W15,骨せんべい,2400.0,4,0.1675895731353914
2026-W15,冷やしトマト,2400.0,3,0.1675895731353914
2026-W15,TO肝焼き,2400.0,4,0.1675895731353914
2026-W15,酔鯨,2200.0,2,0.15362377537410882
2026-W15,TO牡蠣フライ,2200.0,2,0.15362377537410882
2026-W15,マグロ山かけ,2200.0,2,0.15362377537410882
2026-W15,豆腐サラダ,2000.0,2,0.1396579776128262
2026-W15,大盛り,2000.0,8,0.1396579776128262
2026-W15,Uber大和芋いそべ揚げ,1900.0,1,0.13267507873218487
2026-W15,Uberトマトじゃこ,1800.0,1,0.12569217985154357
2026-W15,Uberタコ唐,1800.0,1,0.12569217985154357
2026-W15,ロケットナウ肝焼き,1800.0,3,0.12569217985154357
2026-W15,揚げ出し半助豆腐,1800.0,2,0.12569217985154357
2026-W15,menuタコ唐,1800.0,1,0.12569217985154357
2026-W15,ランチビール,1800.0,3,0.12569217985154357
2026-W15,ロケットナウ骨せんべい,1600.0,2,0.11172638209026094
2026-W15,しき焼酎(芋),1600.0,2,0.11172638209026094
2026-W15,エシャレット,1600.0,2,0.11172638209026094
2026-W15,ボトルセット)氷,1500.0,5,0.10474348320961965
2026-W15,縞ホッケ焼,1300.0,1,0.09077768544833703
2026-W15,オールフリー,1200.0,2,0.0837947865676957
2026-W15,Uberエシャレット,1200.0,1,0.0837947865676957
2026-W15,肝わさ,1200.0,1,0.0837947865676957
2026-W15,ふき味噌,1200.0,2,0.0837947865676957
2026-W15,メヒカリのから揚げ,1200.0,1,0.0837947865676957
2026-W15,TOうまから揚げ,1100.0,1,0.07681188768705441
2026-W15,TOチョレギサラダ,1100.0,1,0.07681188768705441
2026-W15,ロケットナウ鶏唐揚げ,1100.0,1,0.07681188768705441
2026-W15,太刀魚の春巻き,1000.0,1,0.0698289888064131
2026-W15,マグロ納豆,1000.0,1,0.0698289888064131
2026-W15,チョレギサラダ,1000.0,1,0.0698289888064131
2026-W15,うまから揚げ,1000.0,1,0.0698289888064131
2026-W15,貴,1000.0,1,0.0698289888064131
2026-W15,サッポロ黒ラベル(瓶),900.0,1,0.06284608992577179
2026-W15,鰻ざく,900.0,1,0.06284608992577179
2026-W15,ハートランド,900.0,1,0.06284608992577179
2026-W15,豆腐サラダ ハーフ,900.0,1,0.06284608992577179
2026-W15,トマト玉ねぎ,900.0,1,0.06284608992577179
2026-W15,トマトじゃこ,900.0,1,0.06284608992577179
2026-W15,ジンジャーエール,900.0,1,0.06284608992577179
2026-W15,浦霞本醸酒,900.0,1,0.06284608992577179
2026-W15,梅干しサワー,800.0,1,0.05586319104513047
2026-W15,TO税込,770.0,1,0.05376832138093809
2026-W15,TOおしんこ盛,770.0,1,0.05376832138093809
2026-W15,うなぎヒレ唐揚げ,700.0,1,0.04888029216448917
2026-W15,緑茶ハイ,700.0,1,0.04888029216448917
2026-W15,Uber山椒小袋,690.0,19,0.04818200227642503
2026-W15,肝吸い,600.0,2,0.04189739328384785
2026-W15,オレンジジュース,500.0,1,0.03491449440320655
2026-W15,緑茶,500.0,1,0.03491449440320655
2026-W15,お湯割セット,300.0,1,0.020948696641923926
2026-W15,ロケットナウ鰻のタレ,300.0,1,0.020948696641923926
2026-W15,レモン,300.0,1,0.020948696641923926
2026-W15,ボトルセット)水,300.0,1,0.020948696641923926
2026-W15,ロケットナウ山椒小袋,180.0,6,0.012569217985154358
