business_hour,account_total,customer_count,account_id,客単価,time_bucket
9,78600.0,0,2,inf,その他
10,414520.0,28,23,14804.285714285714,その他
11,14222075.0,3797,2000,3745.608375032921,その他
12,14362885.0,5911,3264,2429.8570461850786,その他
13,7215820.0,2418,1577,2984.2100909842843,その他
14,803620.0,83,113,9682.168674698794,その他
15,637460.0,41,85,15547.80487804878,その他
16,3062330.0,182,170,16825.98901098901,その他
17,21159952.0,1946,1003,10873.562178828366,その他
18,16727936.0,1533,1041,10911.89562948467,18-20時
19,11007130.0,1036,815,10624.642857142857,18-20時
20,5206066.0,445,499,11699.024719101124,20-22時
21,1642430.0,75,157,21899.066666666666,20-22時
22,231410.0,24,14,9642.083333333334,22-24時
23,189320.0,8,1,23665.0,22-24時
