曜日,対象週売上,過去4週平均売上,売上差,対象週客数,過去4週平均客数,客数差,対象週1人単価,過去4週平均1人単価,1人単価差,客数要因寄与,客単価要因寄与,検算
月,428820.0,127402.5,301417.5,45,35.25,9.75,9529.333333333334,3693.031406922525,5836.301926410809,64459.02810874732,234181.6147972337,298640.642905981
火,398200.0,152262.5,245937.5,48,32.25,15.75,8295.833333333334,4705.376461988304,3590.45687134503,102384.5271381579,144067.08196271933,246451.60910087722
水,167250.0,166155.0,1095.0,15,32.0,-17.0,11150.0,5008.801325486108,6141.198674513892,-137349.8112666319,144318.16885107645,6968.357584444544
木,450840.0,117017.5,333822.5,58,30.5,27.5,7773.103448275862,3952.584839714138,3820.5186085617242,161228.2139598625,169057.9484288563,330286.1623887188
金,260100.0,206547.5,53552.5,41,43.0,-2.0,6343.90243902439,4739.124124124124,1604.7783149002662,-11083.026563148514,67400.68922581118,56317.66266266266
土,439870.0,315287.5,124582.5,62,50.0,12.0,7094.677419354839,6430.116498697381,664.5609206574582,81148.7635083133,37215.41155681766,118364.17506513096
日,575730.0,203080.0,372650.0,48,37.5,10.5,11994.375,5551.184232660456,6443.190767339544,92114.18597146739,275446.4053037655,367560.5912752329
