year_week,menu_name,subtotal,quantity,構成比
2026-W13,その他CLPコース,85500.0,19,14.625384878549436
2026-W13,tablecharge,41500.0,83,7.098871022921656
2026-W13,ハウスハイボール,36400.0,28,6.226479644201163
2026-W13,招待日和コース(食事のみ)+チャージ別＋サ別,30000.0,3,5.131713992473486
2026-W13,クラシックカクテル,15600.0,10,2.668491276086213
2026-W13,余市,14400.0,8,2.4632227163872735
2026-W13,Japanese High Tea,14400.0,8,2.4632227163872735
2026-W13,Arrow Head,14000.0,7,2.3947998631542933
2026-W13,テバルド・ビアンコ,13000.0,2,2.223742730071844
2026-W13,テバルド・ロッソ,13000.0,2,2.223742730071844
2026-W13,アードベック 10年,12800.0,8,2.189531303455354
2026-W13,禁断パスタ,12600.0,7,2.155319876838864
2026-W13,イベント費用,12500.0,1,2.1382141635306193
2026-W13,山葵と梨のスマッシュ,11500.0,5,1.9671570304481696
2026-W13,ボウモア12年,11200.0,7,1.9158398905234348
2026-W13,焙じ茶ジンソーダ,11200.0,8,1.9158398905234348
2026-W13,本わさびジンソニック,10800.0,6,1.8474170372904548
2026-W13,セイロンバックスフィズ,10500.0,7,1.7960998973657203
2026-W13,Hojicha Negroni,10200.0,6,1.7447827574409853
2026-W13,ゴールデンタイムフィズ,10200.0,6,1.7447827574409853
2026-W13,ハートランド,9000.0,9,1.539514197742046
2026-W13,ドリンク,8200.0,3,1.4026684912760863
2026-W13,本日のデザート,8100.0,7,1.3855627779678412
2026-W13,ガージェリー,7800.0,6,1.3342456380431065
2026-W13,ボトルワイン,7500.0,1,1.2829284981183715
2026-W13,マルゲリータ,7200.0,4,1.2316113581936368
2026-W13,鶏もものソテー,7200.0,4,1.2316113581936368
2026-W13,知多,6800.0,4,1.163188504960657
2026-W13,WCIアードモア12年,6600.0,3,1.128977078344167
2026-W13,チーズ盛り合わせ,6600.0,3,1.128977078344167
2026-W13,ボロネーゼ,6400.0,4,1.094765651727677
2026-W13,プレミアムハウスハイボール,6000.0,3,1.0263427984946971
2026-W13,ウッドフォードリザーブ,6000.0,4,1.0263427984946971
2026-W13,シャーリーテンプル,5200.0,4,0.8894970920287376
2026-W13,ワイルドターキー8年,4800.0,4,0.8210742387957578
2026-W13,ラザニア,4800.0,3,0.8210742387957578
2026-W13,Cafe Oaxaca,4800.0,3,0.8210742387957578
2026-W13,白州,3600.0,2,0.6158056790968184
2026-W13,Tommy's Verde Margarita,3600.0,2,0.6158056790968184
2026-W13,ハーバルウォッカトニック,3600.0,2,0.6158056790968184
2026-W13,カルパッチョ,3400.0,2,0.5815942524803285
2026-W13,生チョコレート,3000.0,3,0.5131713992473486
2026-W13,紅茶,3000.0,3,0.5131713992473486
2026-W13,山崎,2500.0,1,0.4276428327061239
2026-W13,マッカランダブルカスク12年,2500.0,1,0.4276428327061239
2026-W13,MIXローストナッツ,2400.0,3,0.4105371193978789
2026-W13,オレンジジュース,2400.0,3,0.4105371193978789
2026-W13,デバルド・ロッソ,2400.0,2,0.4105371193978789
2026-W13,丸氷,2100.0,21,0.35921997947314405
2026-W13,【AL】ピニャコラーダ,2000.0,1,0.34211426616489904
2026-W13,シーザーサラダ ハーフ,2000.0,2,0.34211426616489904
2026-W13,ロッホリー,1800.0,1,0.3079028395484092
2026-W13,Espresso Martini,1800.0,1,0.3079028395484092
2026-W13,"サングリア赤　1,800円",1800.0,1,0.3079028395484092
2026-W13,前菜の盛り合わせ,1800.0,1,0.3079028395484092
2026-W13,ニッカ シングルカフェグレーン ウッディ＆メロウ,1800.0,1,0.3079028395484092
2026-W13,ブラッドノックアリンタ,1800.0,1,0.3079028395484092
2026-W13,竹鶴,1700.0,1,0.29079712624016424
2026-W13,ダルモア 12年,1700.0,1,0.29079712624016424
2026-W13,ロードオブバーベス,1700.0,1,0.29079712624016424
2026-W13,ガーリックブロッコリー,1600.0,2,0.27369141293191923
2026-W13,シーザーサラダ フル,1600.0,1,0.27369141293191923
2026-W13,フィーバーツリーソーダ,1600.0,2,0.27369141293191923
2026-W13,グレンアラヒー8年,1600.0,1,0.27369141293191923
2026-W13,パナメラ・カルベネ・ソーヴィニョン,1600.0,1,0.27369141293191923
2026-W13,カリラ12年,1600.0,1,0.27369141293191923
2026-W13,ウーロン茶,1600.0,2,0.27369141293191923
2026-W13,トマトのカプレーゼ,1500.0,1,0.2565856996236743
2026-W13,タリスカー10年,1400.0,1,0.23947998631542936
2026-W13,唐揚げ,1300.0,1,0.2223742730071844
2026-W13,オーヘントッシャン 12年,1300.0,1,0.2223742730071844
2026-W13,ローター・トラウベンモスト,1200.0,1,0.20526855969893945
2026-W13,バーニャカウダ,1000.0,1,0.17105713308244952
2026-W13,ビーフジャーキー,1000.0,1,0.17105713308244952
2026-W13,ブルスケッタ,1000.0,1,0.17105713308244952
2026-W13,パプリカ詰めオリーブ,1000.0,1,0.17105713308244952
2026-W13,パテドカンパーニュ,1000.0,1,0.17105713308244952
2026-W13,ドライフルーツ,1000.0,1,0.17105713308244952
2026-W13,いぶりがっこ,900.0,3,0.1539514197742046
2026-W13,ジンジャーエール,800.0,1,0.13684570646595962
2026-W13,柿の種,300.0,1,0.05131713992473486
2026-W13,No charge,0.0,9,0.0
